gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,48,212
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,26,238
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,44,245
ENSG00000023734.10,chr12,15882819,15889927,ES,False,74,429
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,41,326
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,47,110
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,69,110
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,195,284
ENSG00000010292.12,chr12,6511107,6511252,TSS,False,238,284
ENSG00000010292.12,chr12,6526213,6528856,TSS,True,247,281
ENSG00000092841.18,chr12,56160320,56160625,IR,False,116,154
ENSG00000092841.18,chr12,56160320,56161386,ES,False,283,397
ENSG00000092841.18,chr12,56160320,56161386,IR,True,283,320
ENSG00000092841.18,chr12,56160670,56161386,IR,True,120,158
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,286,648
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,99,155
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,17,160
ENSG00000060138.12,chr12,10704148,10713210,ES,False,698,1318
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,95,373
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,20,149
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,22,102
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,168,452
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,387,452
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,77,658
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,138,440
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,22,107
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,18,107
ENSG00000111530.12,chr12,67312605,67316286,PAS,True,14,104
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,20,195
ENSG00000087470.17,chr12,32737161,32740063,ES,False,36,102
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,17,118
ENSG00000126746.17,chr12,6689367,6689679,TSS,True,99,118
ENSG00000126746.17,chr12,6673215,6674063,TSS,True,104,118
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,96,118
ENSG00000126746.17,chr12,6689097,6689380,TSS,True,103,118
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,125,139
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,70,138
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,30,156
ENSG00000120802.13,chr12,98537572,98544950,ES,False,11,104
ENSG00000120802.13,chr12,98537572,98546358,ES,False,14,115
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,135,369
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,301,387
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,22,119
ENSG00000184967.6,chr12,132144424,132144605,TSS,False,14,106
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,28,245
ENSG00000170627.10,chr12,54463297,54471232,ES,False,38,218
ENSG00000130787.13,chr12,122835288,122835643,TSS,True,52,105
ENSG00000139343.10,chr12,95858929,95859076,TSS,True,45,163
ENSG00000139343.10,chr12,95861237,95861293,TSS,True,122,163
ENSG00000139725.7,chr12,121777753,121779662,PAS,True,37,269
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,109,320
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,281,320
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,112,450
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,20,136
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,120,134
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,237,1278
ENSG00000149948.13,chr12,65824384,65825381,TSS,True,183,231
ENSG00000013573.16,chr12,31103731,31103806,IR,False,90,102
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,51,119
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,21,111
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,578,1237
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1023,1237
ENSG00000139370.11,chr12,128809473,128814774,ES,False,13,125
ENSG00000139370.11,chr12,128823397,128824013,TSS,True,14,133
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,121,188
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,72,180
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,165,196
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,163,192
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,68,116
ENSG00000088986.10,chr12,120496112,120496553,TSS,True,93,116
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,2193,2591
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,2898,5492
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,79,107
ENSG00000182196.13,chr12,122981266,122981594,IR,False,49,111
ENSG00000182196.13,chr12,122981809,122982030,IR,False,25,172
ENSG00000182196.13,chr12,122982538,122982619,IR,False,152,186
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,124,203
ENSG00000182196.13,chr12,122980051,122981266,TSS,False,181,202
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,176,203
ENSG00000182196.13,chr12,122980160,122981299,TSS,True,181,202
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,38,191
ENSG00000182196.13,chr12,122982468,122983476,PAS,True,171,191
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,417,1082
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,43,150
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,116,150
ENSG00000111481.9,chr12,54345515,54347999,ES,True,46,118
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,113,231
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,184,716
ENSG00000196531.10,chr12,56712785,56712827,TSS,True,621,715
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,160,624
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,208,245
ENSG00000198431.15,chr12,104287109,104311289,ES,False,81,287
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,81,144
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,262,552
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,491,552
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,432,552
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,78,319
ENSG00000089053.12,chr12,121346031,121346895,IR,False,266,305
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,42,350
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,21,109
ENSG00000235162.8,chr12,105348626,105366616,ES,False,12,111
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,116,1060
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,409,550
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,199,280
ENSG00000135506.15,chr12,57719182,57720405,ES,False,109,289
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,34,303
ENSG00000139318.7,chr12,89351639,89352501,TSS,True,32,239
ENSG00000064115.10,chr12,27014077,27014424,TSS,True,15,108
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,19,133
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,26,148
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,22,172
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,102,246
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,151,246
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,93,454
ENSG00000111641.11,chr12,6560326,6560446,IR,False,127,144
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,45,119
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,97,124
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,80,177
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,150,177
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,76,285
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,164,261
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,30,297
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,90,247
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,95,253
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,163,253
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,125,264
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,57,139
ENSG00000152556.16,chr12,48135038,48137720,ES,False,53,200
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,73,252
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,93,135
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,69,172
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,129,172
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,36,145
ENSG00000175197.12,chr12,57520417,57520515,TSS,True,43,125
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,25,103
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,685,6383
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,22,108
ENSG00000139697.13,chr12,123364700,123365023,TSS,True,18,114
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,33,320
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,201,239
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,43,290
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,51,236
ENSG00000111674.8,chr12,6914659,6915820,3AS,False,116,135
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,67,202
ENSG00000111674.8,chr12,6914537,6915917,TSS,True,175,202
ENSG00000183955.12,chr12,123383953,123384208,TSS,True,69,114
ENSG00000183955.12,chr12,123388882,123389182,TSS,False,102,114
ENSG00000183955.12,chr12,123388922,123389554,TSS,True,96,114
ENSG00000183955.12,chr12,123395076,123395266,TSS,True,98,113
ENSG00000183955.12,chr12,123407492,123409357,PAS,True,12,104
ENSG00000061936.9,chr12,131710817,131711447,TSS,True,85,106
ENSG00000061936.9,chr12,131799422,131799738,PAS,True,63,105
ENSG00000061936.9,chr12,131778064,131778201,PAS,True,49,102
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,316,1171
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,109,160
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,104,160
ENSG00000058272.18,chr12,79805768,79807225,ES,False,43,122
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,18,152
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,24,222
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,32,255
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,141,182
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,130,182
ENSG00000185163.9,chr12,132143992,132144392,TSS,False,33,127
ENSG00000111445.13,chr12,118016647,118016892,TSS,True,51,219
ENSG00000111445.13,chr12,118031181,118032239,PAS,True,25,180
ENSG00000176915.14,chr12,132761617,132762122,TSS,False,38,110
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,31,112
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,94,112
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,44,327
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,154,249
ENSG00000111605.17,chr12,69257905,69258589,ES,False,134,153
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,132,163
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,34,183
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,830,1896
ENSG00000172819.16,chr12,53231973,53232251,TSS,True,69,103
ENSG00000172819.16,chr12,53219949,53220383,TSS,True,65,100
ENSG00000123352.17,chr12,49367587,49460769,ES,False,73,127
ENSG00000123352.17,chr12,49366865,49367587,TSS,True,25,154
ENSG00000123352.17,chr12,49490681,49491143,PAS,True,120,142
ENSG00000123352.17,chr12,49525943,49527440,PAS,True,34,150
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,24,102
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,85,102
ENSG00000064102.14,chr12,26937795,26938692,TSS,True,14,102
ENSG00000050426.15,chr12,51049185,51056349,ES,False,34,102
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,26,116
ENSG00000050426.15,chr12,51048321,51049185,TSS,True,102,116
ENSG00000013588.8,chr12,12891377,12891664,TSS,True,107,300
ENSG00000013588.8,chr12,12908251,12909171,TSS,True,268,298
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,30,108
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,96,108
ENSG00000135480.15,chr12,52232613,52233620,TSS,True,15,101
ENSG00000111596.12,chr12,70278274,70310894,ES,False,100,119
ENSG00000111596.12,chr12,70319364,70335437,ES,False,13,115
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,24,137
ENSG00000187109.13,chr12,76047718,76048392,IR,False,101,128
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,160,187
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,101,239
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,110,162
ENSG00000187109.13,chr12,76049199,76049246,TSS,True,145,169
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,122,243
ENSG00000187109.13,chr12,76048392,76048437,TSS,True,130,169
ENSG00000187109.13,chr12,76053204,76053349,TSS,True,204,236
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,319,2115
ENSG00000123349.13,chr12,53295639,53297849,ES,False,15,133
ENSG00000123349.13,chr12,53295941,53296243,IR,False,105,117
ENSG00000123349.13,chr12,53295516,53295639,TSS,True,21,158
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,122,552
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,371,468
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,123,468
ENSG00000111602.11,chr12,56432521,56433025,3AS,False,19,118
ENSG00000111602.11,chr12,56449309,56449457,TSS,True,77,190
ENSG00000111602.11,chr12,56428882,56430011,TSS,True,166,189
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,616,1899
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,1670,1888
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,1161,1476
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,425,1890
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1121,1518
ENSG00000111615.13,chr12,75511512,75511657,TSS,True,34,133
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,31,155
ENSG00000089154.10,chr12,120142506,120142704,TSS,True,114,135
ENSG00000089154.10,chr12,120144638,120144835,TSS,True,116,135
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,151,321
ENSG00000159335.15,chr12,6769693,6769999,TSS,True,254,299
ENSG00000159335.15,chr12,6770391,6770952,PAS,True,25,237
ENSG00000159335.15,chr12,6769920,6769999,PAS,True,165,186
ENSG00000139722.6,chr12,122895951,122896140,TSS,True,54,110
ENSG00000111361.12,chr12,123633544,123633710,TSS,True,19,123
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,94,361
ENSG00000004478.7,chr12,2794996,2797871,TSS,True,313,361
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,53,121
ENSG00000070961.15,chr12,89588048,89591295,PAS,True,96,109
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,15,103
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,69,121
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,77,121
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,92,114
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,140,161
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,68,161
ENSG00000049130.15,chr12,88507137,88516333,ES,False,167,727
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,50,115
ENSG00000139641.12,chr12,56142288,56142732,TSS,True,98,114
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,854,5897
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,209,355
ENSG00000197111.15,chr12,53462567,53467220,ME,False,135,152
ENSG00000197111.15,chr12,53462567,53465931,ES,False,135,337
ENSG00000197111.15,chr12,53467293,53468776,ES,False,60,323
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,47,314
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,316,533
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,406,533
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,61,119
ENSG00000111011.17,chr12,122519029,122521384,ES,False,93,104
ENSG00000111011.17,chr12,122519029,122521384,3AS,False,93,105
ENSG00000111011.17,chr12,122519029,122521384,IR,False,93,104
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,31,143
ENSG00000111011.17,chr12,122511117,122511188,PAS,False,128,143
ENSG00000175203.15,chr12,57532643,57532783,5AS,False,43,184
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,56,235
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,14,133
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,85,122
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,99,184
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,151,184
ENSG00000111652.9,chr12,6724046,6724818,TSS,True,148,184
ENSG00000089022.13,chr12,111889000,111890039,5AS,False,61,132
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,77,112
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,63,107
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,116,758
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,127,154
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,47,155
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,258,1362
ENSG00000135486.17,chr12,54282874,54283811,ES,False,1997,2340
ENSG00000112787.13,chr12,132571348,132571524,TSS,True,96,108
ENSG00000112787.13,chr12,132571124,132572344,TSS,True,90,108
ENSG00000112787.13,chr12,132582094,132582266,TSS,True,96,108
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,106,173
ENSG00000198015.12,chr12,93467482,93467554,TSS,True,24,199
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,19,118
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,71,178
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,139,176
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,19,100
ENSG00000177192.13,chr12,131929171,131929796,TSS,True,55,105
ENSG00000177192.13,chr12,131943538,131943859,PAS,True,20,104
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,34,101
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,104,654
ENSG00000157837.15,chr12,120903844,120904375,TSS,False,21,121
ENSG00000139146.13,chr12,31298224,31326023,ES,True,163,216
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,31,250
ENSG00000111144.9,chr12,96003064,96006313,ES,False,38,334
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,71,165
ENSG00000111321.10,chr12,6385638,6386162,TSS,True,144,163
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,23,117
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,26,102
ENSG00000149428.18,chr11,119045831,119046416,3AS,True,96,118
ENSG00000149428.18,chr11,119057152,119057252,TSS,False,124,156
ENSG00000149428.18,chr11,119057019,119057202,TSS,False,111,156
ENSG00000214063.10,chr11,842831,842915,TSS,True,68,122
ENSG00000214063.10,chr11,844868,847300,TSS,True,103,122
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,27,199
ENSG00000110048.11,chr11,59597559,59600627,PAS,True,161,180
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,47,218
ENSG00000137504.13,chr11,85662457,85663178,IR,True,23,109
ENSG00000137504.13,chr11,85662457,85663523,ES,True,100,116
ENSG00000137504.13,chr11,85662457,85663523,IR,False,100,186
ENSG00000137504.13,chr11,85663293,85663523,IR,True,16,109
ENSG00000137504.13,chr11,85663601,85663814,IR,False,70,203
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,111,209
ENSG00000137504.13,chr11,85657993,85660597,PAS,False,185,209
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,139,209
ENSG00000137504.13,chr11,85663523,85665129,TSS,True,167,209
ENSG00000256269.8,chr11,119092163,119092403,IR,False,92,106
ENSG00000256269.8,chr11,119084859,119085066,TSS,True,19,118
ENSG00000133318.13,chr11,63681446,63681778,TSS,True,28,240
ENSG00000132254.12,chr11,6474684,6477268,PAS,True,14,101
ENSG00000132254.12,chr11,6481230,6481549,TSS,True,47,133
ENSG00000168061.14,chr11,65041221,65041866,TSS,True,40,109
ENSG00000074201.8,chr11,77637589,77637823,TSS,True,58,197
ENSG00000173113.6,chr11,64317448,64317558,TSS,True,44,259
ENSG00000173113.6,chr11,64317263,64317510,TSS,False,227,259
ENSG00000074319.12,chr11,18526774,18526962,TSS,True,17,151
ENSG00000168056.15,chr11,65539881,65540244,ES,False,142,215
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,248,295
ENSG00000168056.15,chr11,65540485,65540701,TSS,True,257,292
ENSG00000168056.15,chr11,65539719,65540862,TSS,True,230,292
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,259,295
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,68,176
ENSG00000186635.14,chr11,72714151,72714323,TSS,True,80,100
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,77,100
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,201,634
ENSG00000167996.15,chr11,61967311,61967632,TSS,True,762,3617
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,31,220
ENSG00000085733.15,chr11,70420510,70422939,ES,False,40,140
ENSG00000085733.15,chr11,70435119,70435465,IR,False,20,187
