gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,102,118
ENSG00000183741.11,chr22,38872121,38872331,TSS,True,108,132
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,56,107
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,61,107
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,76,299
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,59,423
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,60,480
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,61,465
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,73,147
ENSG00000099917.17,chr22,20585070,20585267,TSS,True,118,139
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,223,273
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,23,174
ENSG00000099904.15,chr22,20142998,20143756,TSS,True,79,118
ENSG00000100100.12,chr22,31283288,31289498,ES,False,13,124
ENSG00000100100.12,chr22,31292274,31292529,TSS,True,23,129
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,45,123
ENSG00000167074.14,chr22,41381920,41382201,TSS,False,142,167
ENSG00000167074.14,chr22,41394215,41394316,TSS,True,86,167
ENSG00000167074.14,chr22,41367456,41367599,TSS,False,146,167
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,61,100
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,405,642
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,259,646
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,104,195
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,57,249
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,70,228
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,205,228
ENSG00000100359.20,chr22,40400813,40402138,ES,False,46,244
ENSG00000100359.20,chr22,40407328,40407412,IR,False,229,260
ENSG00000100359.20,chr22,40407568,40407788,IR,False,221,254
ENSG00000100359.20,chr22,40407843,40408070,IR,False,233,259
ENSG00000100359.20,chr22,40409018,40409249,IR,False,185,251
ENSG00000100359.20,chr22,40409525,40409681,IR,False,224,266
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,44,276
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,46,271
ENSG00000100359.20,chr22,40409464,40413136,PAS,True,229,271
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,45,110
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,98,109
ENSG00000241978.9,chr9,110138539,110168398,ES,False,90,189
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,90,222
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,175,229
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,95,119
ENSG00000196730.12,chr9,87684147,87686739,TSS,True,88,104
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,113,158
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,16,154
ENSG00000172889.15,chr9,136663108,136664694,3AS,True,36,342
ENSG00000172889.15,chr9,136664785,136668556,ES,False,97,353
ENSG00000172889.15,chr9,136668673,136669913,ES,True,50,403
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,266,613
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,525,610
ENSG00000172889.15,chr9,136672263,136672679,PAS,True,63,613
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,187,271
ENSG00000095370.19,chr9,127762120,127762301,TSS,True,218,271
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,234,270
ENSG00000165092.12,chr9,72952934,72953072,TSS,True,23,202
ENSG00000167081.16,chr9,125960849,125963011,ES,False,65,125
ENSG00000165272.15,chr9,33447422,33447615,TSS,True,139,517
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,68,162
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,66,113
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,72,105
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,14,103
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,81,104
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,99,122
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,41,122
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,168,243
ENSG00000136826.14,chr9,107489167,107489769,TSS,True,101,244
ENSG00000160408.14,chr9,127896332,127899502,ES,False,92,198
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,51,250
ENSG00000136807.13,chr9,127787608,127787946,IR,True,130,151
ENSG00000136807.13,chr9,127788385,127788543,IR,True,126,152
ENSG00000188938.16,chr9,93447697,93450478,ES,False,57,107
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,84,105
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,31,116
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,99,116
ENSG00000107372.12,chr9,72360787,72364695,ES,False,73,170
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,88,306
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,244,298
ENSG00000130560.8,chr9,135945250,135945888,IR,True,90,102
ENSG00000107223.12,chr9,136862345,136862905,IR,True,165,187
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,37,202
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,46,202
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,179,202
ENSG00000137076.20,chr9,35717786,35718811,ES,True,86,103
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,118,428
ENSG00000137076.20,chr9,35707816,35707892,PAS,True,129,193
ENSG00000137076.20,chr9,35707536,35708484,PAS,True,114,134
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,326,385
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,198,319
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,338,431
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,16,102
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1819,2479
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,998,2477
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,175,681
ENSG00000107281.9,chr9,137043073,137045877,IR,True,202,240
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,183,387
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,248,387
ENSG00000107263.18,chr9,131576769,131579647,PAS,True,26,120
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,170,216
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,25,123
ENSG00000106688.11,chr9,4490165,4490770,TSS,False,25,183
ENSG00000085265.10,chr9,134917768,134917954,TSS,True,41,128
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,65,121
ENSG00000181090.20,chr9,137788986,137790970,TSS,True,100,116
ENSG00000148337.20,chr9,128178904,128179072,IR,False,25,152
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,15,148
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,130,169
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,80,169
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,15,102
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,60,377
ENSG00000119487.16,chr9,125484583,125543058,ES,False,35,148
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,18,162
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,74,314
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,250,314
ENSG00000148362.10,chr9,136992974,136993052,IR,False,42,113
ENSG00000148362.10,chr9,136992402,136993243,TSS,True,94,123
ENSG00000148362.10,chr9,136992294,136992562,TSS,True,43,123
ENSG00000070214.15,chr9,105389032,105391403,PAS,True,48,174
ENSG00000070214.15,chr9,105438280,105438512,PAS,False,137,177
ENSG00000159069.13,chr9,136942695,136942768,IR,False,422,475
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,453,523
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,128,524
ENSG00000165006.13,chr9,34179240,34220907,ES,True,84,100
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,15,120
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,46,116
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,81,129
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,69,129
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,53,106
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,139,294
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,303,1417
ENSG00000120156.20,chr9,27205062,27206581,5AS,False,89,141
ENSG00000120156.20,chr9,27109113,27109642,TSS,True,28,147
ENSG00000169583.12,chr9,136996510,136996568,TSS,True,45,216
ENSG00000169583.12,chr9,136995647,136996568,TSS,False,188,216
ENSG00000107164.15,chr9,130632278,130635998,ES,True,33,122
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,22,136
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,76,386
ENSG00000136819.15,chr9,129833709,129835138,ES,False,17,110
ENSG00000119139.19,chr9,69248224,69251034,ES,False,14,103
ENSG00000119139.19,chr9,69248224,69252814,ES,False,24,126
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,64,147
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,122,146
ENSG00000119139.19,chr9,69254208,69255205,PAS,True,19,146
ENSG00000160325.14,chr9,133460187,133463482,3AS,True,93,107
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,53,162
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,133,162
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,33,159
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,140,159
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,24,158
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,12,104
ENSG00000070610.14,chr9,35737447,35737747,IR,False,118,152
ENSG00000070610.14,chr9,35738152,35738231,IR,False,127,154
ENSG00000070610.14,chr9,35738374,35738525,IR,False,109,143
ENSG00000070610.14,chr9,35738632,35738751,IR,False,119,143
ENSG00000070610.14,chr9,35740362,35740525,IR,True,120,143
ENSG00000070610.14,chr9,35741890,35744296,ES,True,110,123
ENSG00000070610.14,chr9,35733968,35737939,PAS,True,130,163
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,45,163
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,18,163
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,12,113
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,146,343
ENSG00000165119.20,chr9,83973399,83974516,ES,False,42,329
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,150,347
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,201,347
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,159,389
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,302,389
ENSG00000176978.13,chr9,137112230,137112744,IR,True,298,410
ENSG00000176978.13,chr9,137114576,137114646,IR,False,309,374
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,122,432
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,369,432
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,12,103
ENSG00000156052.10,chr9,78031099,78032382,TSS,False,27,152
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,93,200
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,175,200
ENSG00000119408.16,chr9,124261465,124261583,TSS,True,163,200
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,84,128
ENSG00000198467.14,chr9,35684550,35685063,ES,True,111,144
ENSG00000148341.17,chr9,129010209,129010669,IR,False,295,333
ENSG00000148341.17,chr9,129010693,129012235,IR,False,176,305
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,37,337
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,40,344
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,24,123
ENSG00000148334.14,chr9,128122479,128122933,IR,False,111,129
ENSG00000135048.13,chr9,71768356,71768930,TSS,True,36,103
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,16,101
ENSG00000165688.11,chr9,136416391,136416950,IR,False,86,107
ENSG00000095383.19,chr9,98198997,98199588,PAS,True,37,200
ENSG00000095383.19,chr9,98255172,98256104,TSS,True,63,207
ENSG00000197070.13,chr9,137613006,137613459,3AS,False,104,116
ENSG00000197070.13,chr9,137613006,137613459,IR,False,104,145
ENSG00000197070.13,chr9,137613769,137614031,IR,False,144,166
ENSG00000197070.13,chr9,137615000,137615073,IR,False,139,202
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,53,204
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,64,204
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,140,196
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,42,392
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,24,108
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,88,151
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,117,150
ENSG00000106799.12,chr9,99129100,99132508,3AS,False,133,152
ENSG00000160271.15,chr9,133109685,133110295,3AS,False,67,155
ENSG00000160271.15,chr9,133097658,133098762,PAS,True,21,204
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,131,221
ENSG00000160271.15,chr9,133120971,133121299,TSS,True,159,221
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,28,107
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,33,195
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,36,233
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,25,120
ENSG00000185432.11,chr12,50931614,50932522,PAS,False,104,120
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,17,108
ENSG00000123384.13,chr12,57209561,57209868,TSS,True,139,165
ENSG00000123384.13,chr12,57212414,57213391,PAS,True,65,207
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,49,213
ENSG00000111252.10,chr12,111405847,111406277,TSS,False,69,109
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,68,100
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,77,108
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,33,108
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,107,192
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,24,136
ENSG00000092841.18,chr12,56160320,56160625,IR,False,511,642
ENSG00000092841.18,chr12,56160320,56161386,ES,False,498,1007
ENSG00000092841.18,chr12,56160320,56161386,IR,True,498,624
ENSG00000092841.18,chr12,56160670,56161386,IR,True,517,645
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,515,1502
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,133,1148
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,57,117
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,16,127
ENSG00000060138.12,chr12,10704148,10713210,ES,False,291,752
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,24,157
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,184,521
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,437,521
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,28,118
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,83,234
ENSG00000076513.16,chr12,109999391,109999784,TSS,True,74,108
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,13,102
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,29,125
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,112,125
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,20,170
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,52,246
ENSG00000010610.9,chr12,6789516,6789662,TSS,True,26,152
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,441,500
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,62,519
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,123,784
ENSG00000173391.8,chr12,10172001,10172133,TSS,True,40,176
ENSG00000139370.11,chr12,128823397,128824013,TSS,True,15,142
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,13,101
ENSG00000276045.3,chr12,121626528,121627050,TSS,True,26,142
ENSG00000174099.11,chr12,65278865,65326825,ES,False,98,196
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,100,172
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,50,104
ENSG00000182196.13,chr12,122981266,122981594,IR,False,50,129
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,54,110
ENSG00000182196.13,chr12,122981809,122982030,IR,False,34,212
ENSG00000182196.13,chr12,122982538,122982619,IR,False,192,220
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,124,224
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,160,224
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,31,224
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,71,253
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,26,249
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,31,163
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,145,163
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,14,114
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,323,369
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,75,416
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,370,416
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,264,294
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,51,191
ENSG00000134294.13,chr12,46371177,46372832,TSS,True,167,191
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,117,206
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,87,126
ENSG00000198431.15,chr12,104287109,104311289,ES,False,18,104
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,120,225
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,169,225
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,197,225
ENSG00000089053.12,chr12,121327231,121328315,IR,False,133,153
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,78,149
ENSG00000089053.12,chr12,121346031,121346895,IR,False,135,151
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,14,119
ENSG00000135506.15,chr12,57715970,57716088,IR,False,172,192
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,470,642
ENSG00000135506.15,chr12,57719182,57720405,ES,False,276,698
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,80,714
ENSG00000183160.8,chr12,108597969,108598096,TSS,True,48,105
ENSG00000139318.7,chr12,89351639,89352501,TSS,True,16,113
ENSG00000196498.13,chr12,124326370,124327546,5AS,False,102,142
ENSG00000196498.13,chr12,124326370,124330844,ES,False,46,187
ENSG00000196498.13,chr12,124332464,124333129,3AS,False,23,169
ENSG00000196498.13,chr12,124324404,124325583,PAS,True,60,258
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,227,271
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,222,272
ENSG00000090382.6,chr12,69348383,69348544,TSS,True,82,330
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,60,253
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,24,137
ENSG00000127329.15,chr12,70518730,70521511,PAS,True,67,171
ENSG00000127329.15,chr12,70607732,70609339,PAS,True,107,123
ENSG00000127329.15,chr12,70538925,70539014,PAS,True,138,156
ENSG00000127329.15,chr12,70609760,70610352,TSS,True,73,176
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,34,154
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,159,272
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,72,133
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,73,134
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,62,134
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,63,136
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,109,148
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,46,164
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,125,164
ENSG00000139613.11,chr12,56163765,56164647,ES,False,154,173
ENSG00000139613.11,chr12,56163765,56164647,5AS,False,154,225
ENSG00000139613.11,chr12,56172704,56173695,ES,False,168,218
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,29,262
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,16,107
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,73,540
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,125,149
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,18,168
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,27,156
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,139,155
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,812,5630
ENSG00000188906.15,chr12,40224488,40225282,TSS,True,45,203
ENSG00000188906.15,chr12,40294844,40298493,PAS,True,147,166
ENSG00000188906.15,chr12,40367643,40369315,PAS,True,157,201
ENSG00000188906.15,chr12,40240482,40243839,PAS,True,129,159
ENSG00000188906.15,chr12,40293544,40293664,PAS,True,132,164
ENSG00000188906.15,chr12,40241221,40241908,PAS,True,138,159
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,194,1144
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,63,109
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,58,109
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,20,114
ENSG00000176915.14,chr12,132734575,132735405,IR,True,87,103
ENSG00000176915.14,chr12,132725502,132727443,PAS,True,14,120
ENSG00000176915.14,chr12,132761617,132762122,TSS,False,31,136
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,69,122
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,60,122
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,56,122
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,90,122
ENSG00000136003.15,chr12,108562736,108564278,IR,False,163,189
