gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000084234.17,chr11,130122513,130126699,ES,False,254,334
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,86,406
ENSG00000109919.9,chr11,47634734,47638698,ES,False,29,216
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,134,178
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,129,178
ENSG00000166181.12,chr11,43339240,43344523,PAS,False,141,178
ENSG00000166181.12,chr11,43335857,43337162,PAS,True,156,178
ENSG00000087053.18,chr11,95865676,95888155,ES,False,103,153
ENSG00000087053.18,chr11,95888261,95923874,ES,False,56,131
ENSG00000087053.18,chr11,95923874,95924172,TSS,True,41,173
ENSG00000087053.18,chr11,95923691,95923862,TSS,True,152,173
ENSG00000166266.13,chr11,108054955,108070095,ES,True,94,109
ENSG00000166266.13,chr11,108094811,108096095,PAS,True,121,140
ENSG00000166266.13,chr11,108104189,108107781,PAS,True,111,142
ENSG00000166266.13,chr11,108098405,108098530,PAS,True,100,141
ENSG00000166266.13,chr11,108054646,108054793,PAS,False,114,139
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,25,122
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,103,122
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,179,763
ENSG00000134333.13,chr11,18396265,18396610,TSS,False,594,763
ENSG00000135372.8,chr11,34105572,34105792,TSS,True,16,102
ENSG00000198730.8,chr11,10773126,10773882,PAS,True,171,258
ENSG00000198730.8,chr11,10774011,10774169,PAS,True,169,259
ENSG00000198730.8,chr11,10772519,10772656,PAS,True,230,258
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,193,221
ENSG00000086848.14,chr11,111838378,111840654,3AS,False,80,106
ENSG00000213593.9,chr11,57737668,57738353,ES,False,45,288
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,194,293
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,154,293
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,68,284
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,233,278
ENSG00000149100.12,chr11,32593949,32594913,IR,False,160,186
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,17,112
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,292,393
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,84,482
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,259,512
ENSG00000129083.12,chr11,14469335,14469563,PAS,True,334,504
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,220,512
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,428,512
ENSG00000129083.12,chr11,14499602,14499855,TSS,True,453,512
ENSG00000182985.17,chr11,115178775,115198405,ES,False,134,150
ENSG00000182985.17,chr11,115178775,115209573,ES,False,165,315
ENSG00000182985.17,chr11,115504269,115504419,TSS,True,60,351
ENSG00000198561.13,chr11,57761771,57762046,TSS,True,76,115
ENSG00000198561.13,chr11,57816296,57819542,PAS,True,92,109
ENSG00000198561.13,chr11,57810108,57810191,PAS,True,95,108
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,119,303
ENSG00000134910.13,chr11,125602302,125602424,TSS,True,249,303
ENSG00000134910.13,chr11,125602799,125602948,TSS,True,268,303
ENSG00000197798.8,chr11,126211830,126234994,ES,False,26,129
ENSG00000197798.8,chr11,126256852,126261427,3AS,False,37,131
ENSG00000205531.12,chr11,2945646,2951258,ES,False,281,354
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,70,379
ENSG00000110344.9,chr11,118359558,118359674,TSS,True,37,141
ENSG00000110344.9,chr11,118396313,118399211,PAS,True,91,110
ENSG00000110344.9,chr11,118374895,118375198,PAS,True,38,106
ENSG00000148925.10,chr11,13421838,13463091,ES,False,69,132
ENSG00000148925.10,chr11,13387995,13389141,PAS,True,19,141
ENSG00000148925.10,chr11,13403164,13403278,PAS,True,124,141
ENSG00000162231.13,chr11,62805328,62805507,TSS,True,28,273
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,333,435
ENSG00000110321.16,chr11,10802293,10803296,TSS,False,371,429
ENSG00000110321.16,chr11,10800089,10800238,TSS,True,372,416
ENSG00000134812.7,chr11,59842583,59843027,IR,False,84,113
ENSG00000134812.7,chr11,59829268,59829545,PAS,True,15,115
ENSG00000134812.7,chr11,59830529,59831796,PAS,True,101,115
ENSG00000110330.8,chr11,102347210,102347376,TSS,False,33,183
ENSG00000110330.8,chr11,102347235,102350749,TSS,True,145,171
ENSG00000110330.8,chr11,102377989,102378777,PAS,True,86,183
ENSG00000110330.8,chr11,102368305,102369643,PAS,True,143,182
ENSG00000110330.8,chr11,102377495,102377711,PAS,True,150,182
ENSG00000149269.9,chr11,77392538,77473551,3AS,True,18,112
ENSG00000149269.9,chr11,77473551,77474352,TSS,True,51,165
ENSG00000182919.14,chr11,93741728,93747301,3AS,False,14,138
ENSG00000170242.17,chr11,11842224,11884466,ES,False,57,210
ENSG00000170242.17,chr11,11841310,11842224,TSS,True,35,245
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,214,241
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,137,230
ENSG00000170242.17,chr11,11933003,11933552,PAS,True,161,226
ENSG00000170242.17,chr11,11933830,11933873,PAS,True,201,226
ENSG00000149136.8,chr11,57325982,57326478,PAS,True,48,154
ENSG00000149136.8,chr11,57325987,57326889,PAS,False,136,153
ENSG00000149136.8,chr11,57325990,57327514,PAS,True,129,153
ENSG00000149136.8,chr11,57335729,57335892,TSS,False,96,154
ENSG00000149136.8,chr11,57335067,57335885,TSS,True,105,154
ENSG00000020922.12,chr11,94492906,94493790,5AS,False,73,144
ENSG00000020922.12,chr11,94416980,94420181,PAS,True,74,154
ENSG00000020922.12,chr11,94456306,94456338,PAS,True,123,153
ENSG00000020922.12,chr11,94464127,94464239,PAS,True,122,153
ENSG00000020922.12,chr11,94493790,94493889,TSS,True,78,154
ENSG00000020922.12,chr11,94493683,94493874,TSS,True,81,154
ENSG00000123444.13,chr11,47578028,47578932,5AS,False,95,119
ENSG00000123444.13,chr11,47578932,47578997,TSS,True,43,143
ENSG00000123444.13,chr11,47578827,47578949,TSS,True,120,143
ENSG00000214046.8,chr19,16644142,16647261,PAS,True,25,179
ENSG00000257103.8,chr19,34221738,34227364,ES,False,69,105
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,16,127
ENSG00000257103.8,chr19,34227364,34229515,PAS,True,21,125
ENSG00000123136.14,chr19,14409873,14410215,IR,False,132,151
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,162,292
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,94,290
ENSG00000188321.13,chr19,9324780,9338493,ES,False,41,122
ENSG00000188321.13,chr19,9341184,9341694,3AS,False,56,116
ENSG00000188321.13,chr19,9323772,9324228,TSS,False,22,136
ENSG00000188321.13,chr19,9341616,9344238,PAS,True,70,132
ENSG00000188321.13,chr19,9341694,9345860,PAS,False,76,132
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,39,232
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,207,232
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,23,136
ENSG00000105053.10,chr19,49976126,49976784,PAS,True,14,106
ENSG00000105053.10,chr19,50025345,50025919,TSS,True,19,106
ENSG00000105053.10,chr19,50025266,50025386,TSS,True,95,106
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,113,610
ENSG00000181666.17,chr19,37347872,37362108,3AS,False,80,104
ENSG00000181666.17,chr19,37317878,37318186,TSS,True,77,119
ENSG00000181666.17,chr19,37334618,37334782,TSS,False,61,117
ENSG00000181666.17,chr19,37362105,37364455,PAS,True,92,116
ENSG00000181666.17,chr19,37362108,37364455,PAS,True,28,116
ENSG00000171469.10,chr19,9614103,9618090,ES,False,15,103
ENSG00000171469.10,chr19,9621161,9621787,TSS,True,27,114
ENSG00000171469.10,chr19,9620915,9621236,TSS,True,100,114
ENSG00000129351.17,chr19,10677310,10679096,ES,False,17,122
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,115,218
ENSG00000129351.17,chr19,10681218,10681457,PAS,True,36,132
ENSG00000129351.17,chr19,10684415,10685772,PAS,True,120,140
ENSG00000129351.17,chr19,10681018,10681301,PAS,False,115,132
ENSG00000089335.20,chr19,34677833,34678736,5AS,False,63,139
ENSG00000089335.20,chr19,34682897,34683154,3AS,False,112,139
ENSG00000089335.20,chr19,34682897,34683154,IR,True,112,126
ENSG00000089335.20,chr19,34677653,34677856,TSS,True,98,159
ENSG00000089335.20,chr19,34677676,34677833,TSS,True,96,159
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,227,278
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,99,326
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,275,326
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,283,326
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,223,272
ENSG00000198429.9,chr19,11887986,11903614,3AS,False,42,128
ENSG00000198131.13,chr19,58228426,58228946,TSS,False,18,102
ENSG00000197050.10,chr19,37127127,37130361,PAS,True,14,117
ENSG00000105618.13,chr19,54115797,54118270,3AS,False,121,136
ENSG00000172687.13,chr19,21378628,21379320,PAS,False,88,110
ENSG00000172687.13,chr19,21377388,21379309,PAS,True,53,110
ENSG00000167635.11,chr19,36215196,36228747,ES,False,121,286
ENSG00000167635.11,chr19,36214748,36215155,TSS,True,340,379
ENSG00000167635.11,chr19,36215101,36215196,TSS,True,92,379
ENSG00000198093.10,chr19,51904913,51905052,TSS,True,12,106
ENSG00000022556.15,chr19,54966349,54966467,TSS,True,17,157
ENSG00000105058.11,chr19,16185516,16185623,IR,False,366,411
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,48,414
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,369,414
ENSG00000099783.11,chr19,8465362,8465479,IR,False,118,441
ENSG00000099783.11,chr19,8474244,8485602,ES,False,80,439
ENSG00000154473.17,chr10,123162828,123163819,IR,True,193,216
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,102,293
ENSG00000154473.17,chr10,123162828,123165046,IR,True,102,125
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,38,321
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,127,320
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,219,321
ENSG00000099204.19,chr10,114448020,114451623,3AS,False,91,116
ENSG00000099204.19,chr10,114451671,114465697,ES,False,106,128
ENSG00000099204.19,chr10,114431111,114436373,PAS,True,20,136
ENSG00000099204.19,chr10,114526659,114526945,TSS,True,47,164
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,42,243
ENSG00000148700.14,chr10,110133325,110135568,PAS,True,67,242
ENSG00000148700.14,chr10,110125825,110125936,PAS,True,208,241
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,129,613
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,506,613
ENSG00000107798.17,chr10,89251736,89251918,TSS,True,15,118
ENSG00000148702.14,chr10,113553015,113553190,TSS,False,25,127
ENSG00000148702.14,chr10,113588204,113589599,PAS,True,14,126
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,26,109
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,31,108
ENSG00000166197.16,chr10,102161555,102163870,PAS,True,91,106
ENSG00000065328.16,chr10,13172480,13172627,3AS,False,81,105
ENSG00000065328.16,chr10,13161502,13161606,TSS,True,20,115
ENSG00000065328.16,chr10,13209226,13211110,PAS,True,80,113
ENSG00000065328.16,chr10,13201420,13202192,PAS,True,56,113
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,89,105
ENSG00000176986.15,chr10,73758942,73760386,TSS,False,94,105
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,74,105
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,17,148
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,55,130
ENSG00000172661.18,chr10,45727189,45727320,TSS,True,24,120
ENSG00000172661.18,chr10,45790355,45790499,PAS,True,100,120
ENSG00000172661.18,chr10,45773255,45773915,PAS,True,85,113
ENSG00000172661.18,chr10,45757011,45758524,PAS,True,89,112
ENSG00000172661.18,chr10,45788870,45792957,PAS,True,105,119
ENSG00000152455.15,chr10,14878821,14878919,TSS,False,12,114
ENSG00000099194.5,chr10,100347100,100347531,TSS,False,201,245
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,511,579
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,372,576
ENSG00000107581.12,chr10,119056747,119057040,PAS,True,477,574
ENSG00000107581.12,chr10,119058029,119058303,PAS,True,443,571
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,69,595
ENSG00000108039.17,chr10,109907815,109923401,ES,False,20,178
ENSG00000107566.13,chr10,100185637,100185961,5AS,True,53,125
ENSG00000107566.13,chr10,100185961,100186052,TSS,False,122,176
ENSG00000107566.13,chr10,100185903,100186029,TSS,True,100,176
ENSG00000107566.13,chr10,100185513,100185971,TSS,True,156,176
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,42,284
ENSG00000122952.16,chr10,56358185,56358376,IR,False,199,240
ENSG00000122952.16,chr10,56359853,56360017,IR,False,201,248
ENSG00000122952.16,chr10,56360141,56360292,IR,False,180,246
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,53,255
ENSG00000122952.16,chr10,56356735,56358459,PAS,True,214,255
ENSG00000107651.12,chr10,119892599,119892945,TSS,True,14,128
ENSG00000107651.12,chr10,119932132,119936564,PAS,True,55,127
ENSG00000107651.12,chr10,119940585,119942146,PAS,True,101,127
ENSG00000133678.13,chr10,80078659,80078786,TSS,True,20,136
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,66,206
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,157,206
ENSG00000165322.17,chr10,31805436,31807832,PAS,True,87,101
ENSG00000076685.18,chr10,103101326,103105705,ES,False,122,138
ENSG00000076685.18,chr10,103193235,103194278,TSS,True,77,152
ENSG00000076685.18,chr10,103153290,103153833,TSS,True,120,152
ENSG00000076685.18,chr10,103174857,103174983,TSS,False,133,152
ENSG00000173848.18,chr10,5446562,5446858,TSS,True,43,277
ENSG00000059573.8,chr10,95633049,95633496,5AS,False,74,537
ENSG00000059573.8,chr10,95656596,95656890,TSS,False,61,564
ENSG00000067064.11,chr10,1043393,1048863,ES,False,89,625
ENSG00000060339.13,chr10,68721282,68722454,5AS,False,191,242
ENSG00000060339.13,chr10,68737048,68740628,ES,False,38,272
ENSG00000060339.13,chr10,68755536,68757293,ES,False,44,268
ENSG00000060339.13,chr10,68721036,68721282,TSS,True,109,303
ENSG00000060339.13,chr10,68721163,68721288,TSS,True,261,303
ENSG00000060339.13,chr10,68771205,68771444,PAS,True,157,302
ENSG00000060339.13,chr10,68761006,68761193,PAS,True,205,301
ENSG00000108055.9,chr10,110567429,110567831,TSS,False,40,143
ENSG00000108055.9,chr10,110589604,110589685,PAS,True,87,115
ENSG00000108055.9,chr10,110604230,110607308,PAS,False,119,143
ENSG00000108055.9,chr10,110583383,110583540,PAS,True,89,114
ENSG00000108055.9,chr10,110583840,110583958,PAS,True,92,114
ENSG00000108055.9,chr10,110584182,110584461,PAS,True,83,114
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,49,198
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,178,200
ENSG00000177853.14,chr10,96130278,96130752,TSS,True,82,105
ENSG00000177853.14,chr10,96129692,96129992,TSS,True,76,105
ENSG00000107937.18,chr10,1010419,1010520,PAS,False,142,272
ENSG00000107937.18,chr10,1017074,1019932,PAS,True,188,273
ENSG00000107937.18,chr10,1012464,1012622,PAS,True,221,273
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,72,516
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,136,525
ENSG00000165733.7,chr10,42782514,42782830,TSS,False,55,341
ENSG00000165733.7,chr10,42796473,42797218,PAS,True,83,326
ENSG00000156502.13,chr10,69180562,69185986,ES,False,104,119
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,123,152
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,110,155
ENSG00000107949.16,chr10,125841254,125842805,PAS,True,79,152
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,33,111
ENSG00000107771.16,chr10,84359403,84359504,TSS,True,87,111
ENSG00000107771.16,chr10,84470371,84470425,PAS,True,21,107
ENSG00000134453.15,chr10,6112361,6113507,IR,True,88,101
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,31,121
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,102,121
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,17,121
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,83,128
ENSG00000148584.14,chr10,50814038,50816005,3AS,False,61,136
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,786,1228
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,821,1228
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,1098,1228
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,1096,1228
ENSG00000138303.17,chr10,72097450,72128081,ES,False,136,164
ENSG00000138303.17,chr10,72215781,72216234,TSS,True,135,179
ENSG00000138303.17,chr10,72216206,72216306,TSS,False,50,179
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,81,103
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,40,116
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,64,190
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,300,539
ENSG00000096746.17,chr10,68337333,68338502,ES,False,86,533
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,141,552
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,341,578
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,278,578
ENSG00000165934.12,chr14,92121950,92122128,TSS,True,12,117
ENSG00000165934.12,chr14,92161651,92164198,PAS,False,66,114
ENSG00000165934.12,chr14,92154357,92154411,PAS,True,57,111
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,46,301
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,178,271
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,108,287
ENSG00000100938.17,chr14,24232788,24233218,5AS,False,111,138
ENSG00000100938.17,chr14,24232977,24233218,IR,False,139,295
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,329,441
ENSG00000100938.17,chr14,24232873,24233340,TSS,True,287,441
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,302,441
ENSG00000100938.17,chr14,24238588,24239244,PAS,True,56,438
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,89,406
ENSG00000197102.11,chr14,101983381,101983510,PAS,True,40,322
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,341,405
ENSG00000188488.13,chr14,94581490,94587345,ES,False,111,173
ENSG00000188488.13,chr14,94581373,94581490,TSS,False,32,205
ENSG00000188488.13,chr14,94587345,94587981,TSS,True,183,205
ENSG00000198554.11,chr14,54957629,54962497,3AS,True,11,109
ENSG00000198554.11,chr14,54938945,54941690,PAS,True,152,185
ENSG00000198554.11,chr14,54955559,54955694,PAS,True,116,185
ENSG00000198554.11,chr14,54962976,54963172,PAS,True,163,185
ENSG00000198554.11,chr14,54983858,54984860,PAS,True,153,182
ENSG00000185246.17,chr14,45096228,45096886,ES,False,105,152
ENSG00000185246.17,chr14,45096228,45096886,5AS,True,105,119
ENSG00000185246.17,chr14,45096228,45096886,IR,False,105,128
ENSG00000185246.17,chr14,45109780,45110093,ES,False,111,158
ENSG00000185246.17,chr14,45114856,45115612,PAS,False,90,202
ENSG00000185246.17,chr14,45112317,45112503,PAS,True,178,202
ENSG00000185246.17,chr14,45114182,45115594,PAS,True,176,202
ENSG00000100852.12,chr14,32076917,32077053,TSS,True,74,108
ENSG00000100852.12,chr14,32077255,32077435,TSS,True,80,108
ENSG00000100722.19,chr14,88578140,88607242,ES,False,49,183
ENSG00000100722.19,chr14,88596808,88607242,ES,False,37,133
ENSG00000100722.19,chr14,88603045,88607242,5AS,False,14,110
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,94,191
ENSG00000100722.19,chr14,88562936,88563169,TSS,True,24,231
ENSG00000100722.19,chr14,88611744,88615473,PAS,True,29,225
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1072,1394
ENSG00000092199.17,chr14,21234229,21269297,ES,False,348,1375
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,28,101
ENSG00000081177.18,chr14,69191480,69191591,TSS,True,56,105
ENSG00000081177.18,chr14,69191770,69192039,TSS,True,90,105
ENSG00000081177.18,chr14,69203913,69204000,TSS,True,86,105
ENSG00000081177.18,chr14,69209419,69209803,TSS,True,93,104
ENSG00000100461.17,chr14,22906368,22909482,ES,False,176,255
ENSG00000092201.9,chr14,21350432,21352818,PAS,True,280,397
ENSG00000092201.9,chr14,21361334,21363328,PAS,True,290,371
ENSG00000092201.9,chr14,21361335,21363503,PAS,True,269,371
ENSG00000092201.9,chr14,21383861,21384314,TSS,True,55,403
ENSG00000066455.12,chr14,92839365,92839959,PAS,True,20,186
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,282,379
ENSG00000100644.16,chr14,61746933,61748265,PAS,True,335,417
ENSG00000100644.16,chr14,61738086,61738276,PAS,True,90,401
ENSG00000139971.15,chr14,58092815,58096981,PAS,True,58,143
ENSG00000139971.15,chr14,58002333,58004804,PAS,True,124,147
ENSG00000139971.15,chr14,58003481,58005182,PAS,True,131,147
ENSG00000100473.16,chr14,30874591,30874915,IR,False,132,158
ENSG00000100473.16,chr14,30874205,30874972,TSS,True,141,167
ENSG00000100473.16,chr14,30874247,30874591,TSS,True,35,167
