gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF469ATL_in_cov,chondrocyte_ENCFF469ATL_total_cov
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,202,1496
ENSG00000106624.10,chr7,44104228,44104918,TSS,True,130,601
ENSG00000091140.13,chr7,107891140,107891289,TSS,True,23,128
ENSG00000091140.13,chr7,107917984,107918061,TSS,True,110,128
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,12,106
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,95,106
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,205,256
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,71,256
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,211,258
ENSG00000136280.16,chr7,45000363,45063917,ES,False,52,131
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,20,154
ENSG00000160963.13,chr7,101420099,101447689,3AS,False,67,173
ENSG00000160963.13,chr7,101362374,101363190,TSS,True,40,214
ENSG00000082014.16,chr7,151277076,151277169,TSS,False,117,165
ENSG00000082014.16,chr7,151248484,151249400,TSS,True,67,165
ENSG00000136295.14,chr7,2631914,2632278,TSS,True,109,297
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,31,108
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,89,108
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,23,115
ENSG00000233369.7,chr7,73205458,73206151,IR,True,80,108
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,28,108
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,80,108
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,218,300
ENSG00000214022.11,chr7,150368941,150371227,ES,False,67,108
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,42,175
ENSG00000214022.11,chr7,150368797,150369013,TSS,True,152,175
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,138,162
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,37,162
ENSG00000129103.17,chr7,56078508,56079527,ES,False,205,230
ENSG00000106070.18,chr7,50703908,50793223,ES,False,29,100
ENSG00000106070.18,chr7,50793223,50793530,TSS,True,26,136
ENSG00000106070.18,chr7,50792460,50793209,TSS,True,122,136
ENSG00000088325.15,chr20,31739621,31757406,ES,True,16,114
ENSG00000088325.15,chr20,31797515,31798385,3AS,True,14,124
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,87,173
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,51,224
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,93,182
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,89,182
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,316,2445
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,132,171
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,44,177
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,155,177
ENSG00000125844.15,chr20,17643127,17658604,5AS,False,20,134
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,17,158
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,125,157
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,75,159
ENSG00000101266.18,chr20,505229,543671,ES,False,11,105
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,155,736
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,30,226
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,120,287
ENSG00000131051.22,chr20,35739017,35740524,IR,False,68,102
ENSG00000131051.22,chr20,35739017,35740823,ES,False,185,254
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,185,207
ENSG00000131051.22,chr20,35740597,35740823,IR,False,92,105
ENSG00000062598.17,chr20,46393143,46394048,ES,False,11,101
ENSG00000062598.17,chr20,46406547,46406636,TSS,True,14,113
ENSG00000197586.12,chr20,25195867,25209848,ES,False,26,158
ENSG00000197586.12,chr20,25218614,25222837,ES,False,39,153
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,128,165
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,52,360
ENSG00000101365.20,chr20,2658522,2658758,IR,False,14,102
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,88,106
ENSG00000101365.20,chr20,2664152,2664219,TSS,True,36,106
ENSG00000130703.16,chr20,62238467,62238597,TSS,True,11,107
ENSG00000196562.14,chr20,47785342,47785989,TSS,False,42,174
ENSG00000196562.14,chr20,47785834,47786810,TSS,True,156,174
ENSG00000080845.17,chr20,36461341,36461510,TSS,True,103,129
ENSG00000080845.17,chr20,36461478,36462599,TSS,False,99,129
ENSG00000087460.24,chr20,58889353,58895611,5AS,False,142,165
ENSG00000087460.24,chr20,58895684,58903527,ES,False,561,709
ENSG00000087460.24,chr20,58895684,58903530,ES,False,298,1246
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,298,1007
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,955,1104
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,233,1995
ENSG00000166913.12,chr20,44885886,44901530,ES,False,351,418
ENSG00000101150.17,chr20,63873816,63882718,ES,False,33,251
ENSG00000215440.11,chr20,58712579,58713419,IR,False,112,128
ENSG00000215440.11,chr20,58713543,58713916,IR,False,94,128
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,38,159
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,29,100
ENSG00000132670.20,chr20,2923285,2964271,ES,True,37,174
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,29,133
ENSG00000131043.11,chr20,36236467,36236782,TSS,True,119,133
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,200,311
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,119,311
ENSG00000101335.9,chr20,36541417,36541561,TSS,True,75,693
ENSG00000101384.12,chr20,10673449,10674044,TSS,False,174,474
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,39,119
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,85,119
ENSG00000101199.12,chr20,63272778,63272920,TSS,True,14,102
ENSG00000124225.15,chr20,57709473,57710015,TSS,True,50,218
ENSG00000101346.13,chr20,32208065,32215268,ES,False,27,127
ENSG00000101346.13,chr20,32207843,32208065,TSS,True,35,162
ENSG00000125970.11,chr20,34073635,34075873,ES,False,56,186
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,24,192
ENSG00000149600.11,chr20,32728139,32743307,3AS,False,16,152
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,72,148
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,79,148
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,41,107
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,78,107
ENSG00000244687.11,chr20,50084254,50113106,ES,False,31,219
ENSG00000082781.11,chr3,124796817,124819738,ME,False,78,155
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,25,149
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,114,140
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,94,140
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,106,149
ENSG00000168036.17,chr3,41236587,41237467,PAS,False,123,140
ENSG00000214706.10,chr3,50288271,50288408,IR,False,134,150
ENSG00000214706.10,chr3,50286002,50288271,PAS,False,17,151
ENSG00000047849.21,chr3,47852938,47853162,3AS,False,54,261
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,58,265
ENSG00000047849.21,chr3,47850681,47852938,PAS,True,211,265
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,168,365
ENSG00000162244.11,chr3,51995856,51995952,TSS,False,18,148
ENSG00000163520.13,chr3,13549060,13549208,TSS,True,248,1406
ENSG00000163520.13,chr3,13570308,13571661,TSS,True,1226,1406
ENSG00000170275.14,chr3,33113963,33114548,TSS,True,54,233
ENSG00000170017.12,chr3,105550259,105552467,ES,False,56,525
ENSG00000164050.12,chr3,48413669,48414525,TSS,True,93,115
ENSG00000164050.12,chr3,48419576,48420176,TSS,False,98,115
ENSG00000164050.12,chr3,48429252,48430055,TSS,True,100,115
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,153,293
ENSG00000083937.8,chr3,87227280,87227556,TSS,True,18,105
ENSG00000180914.10,chr3,8767265,8767866,TSS,True,99,111
ENSG00000180914.10,chr3,8769230,8769609,TSS,True,24,111
ENSG00000129055.12,chr3,134485319,134486001,TSS,True,71,108
ENSG00000129055.12,chr3,134485951,134485989,TSS,False,44,108
ENSG00000178035.11,chr3,49024404,49024494,IR,False,126,152
ENSG00000178035.11,chr3,49024578,49024658,IR,False,124,151
ENSG00000178035.11,chr3,49024802,49024895,IR,False,126,152
ENSG00000178035.11,chr3,49025040,49025125,IR,True,126,152
ENSG00000178035.11,chr3,49025269,49026323,IR,True,120,147
ENSG00000178035.11,chr3,49026419,49026518,IR,True,125,151
ENSG00000178035.11,chr3,49024324,49024404,PAS,False,27,153
ENSG00000178035.11,chr3,49029252,49029461,TSS,True,31,153
ENSG00000144824.20,chr3,111920419,111939474,ES,False,64,112
ENSG00000144824.20,chr3,111945357,111953929,ES,False,40,114
ENSG00000144824.20,chr3,111859167,111859576,TSS,True,106,120
ENSG00000144824.20,chr3,111859658,111859878,TSS,True,28,120
ENSG00000017260.19,chr3,130894337,130930415,ES,False,31,123
ENSG00000017260.19,chr3,130893964,130894337,TSS,True,19,142
ENSG00000017260.19,chr3,131001219,131003154,PAS,True,57,142
ENSG00000017260.19,chr3,131016151,131016759,PAS,True,89,142
ENSG00000065534.18,chr3,123618767,123620206,3AS,False,74,368
ENSG00000065534.18,chr3,123620206,123620545,TSS,True,311,378
ENSG00000065534.18,chr3,123700019,123701257,TSS,True,116,379
ENSG00000114650.19,chr3,47475798,47476031,TSS,True,21,118
ENSG00000070087.14,chr3,149966264,149968357,3AS,False,607,678
ENSG00000070087.14,chr3,149964901,149966264,PAS,True,74,683
ENSG00000070087.14,chr3,149964900,149966586,PAS,True,612,683
ENSG00000132155.11,chr3,12663812,12664200,TSS,True,16,122
ENSG00000114867.20,chr3,184323241,184323407,3AS,False,119,187
ENSG00000114867.20,chr3,184314489,184314674,TSS,True,162,241
ENSG00000114867.20,chr3,184321278,184322103,TSS,True,197,241
ENSG00000114503.10,chr3,196939432,196942425,5AS,False,99,114
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,42,141
ENSG00000114503.10,chr3,196942369,196942574,TSS,False,126,141
ENSG00000114503.10,chr3,196941934,196942433,TSS,True,123,141
ENSG00000168028.13,chr3,39406705,39406764,TSS,False,44,194
ENSG00000168028.13,chr3,39409960,39411777,TSS,True,164,194
ENSG00000114019.14,chr3,134358716,134359282,3AS,False,88,459
ENSG00000114019.14,chr3,134374341,134374517,TSS,True,118,475
ENSG00000114019.14,chr3,134370699,134371495,TSS,True,402,475
ENSG00000114554.11,chr3,126983016,126983287,TSS,True,104,124
ENSG00000144749.13,chr3,66500189,66501123,TSS,True,39,200
ENSG00000114354.13,chr3,100736704,100744832,5AS,False,74,345
ENSG00000114030.12,chr3,122514756,122514948,TSS,True,23,156
ENSG00000170248.14,chr3,33798568,33798937,TSS,True,33,308
ENSG00000168268.10,chr3,52533505,52533816,TSS,True,116,395
ENSG00000168268.10,chr3,52527828,52527929,TSS,True,313,395
ENSG00000170266.15,chr3,33097010,33097408,TSS,True,51,368
ENSG00000177479.19,chr3,48983198,48985541,PAS,True,12,112
ENSG00000075420.12,chr3,172039561,172039771,TSS,True,109,201
ENSG00000075420.12,chr3,172040257,172040624,TSS,True,129,201
ENSG00000169251.12,chr3,161221331,161221993,5AS,False,26,141
ENSG00000169251.12,chr3,161221409,161221993,5AS,False,115,129
ENSG00000169251.12,chr3,161221265,161221331,TSS,False,136,162
ENSG00000169251.12,chr3,161221287,161221409,TSS,True,47,162
ENSG00000225697.12,chr3,48635370,48635535,TSS,True,37,110
ENSG00000016864.18,chr3,52705446,52706059,TSS,True,17,113
ENSG00000132153.14,chr3,47802641,47803212,TSS,True,85,128
ENSG00000132153.14,chr3,47824966,47825247,TSS,False,60,125
ENSG00000168297.15,chr3,58410159,58424751,ES,False,22,106
ENSG00000161202.18,chr3,184155149,184155796,TSS,True,37,158
ENSG00000161202.18,chr3,184170318,184173614,PAS,True,15,128
ENSG00000161202.18,chr3,184171566,184173613,PAS,True,116,129
ENSG00000114098.17,chr3,138187269,138187599,TSS,True,15,105
ENSG00000074416.14,chr3,127823083,127823394,TSS,False,38,113
ENSG00000074416.14,chr3,127822308,127823542,TSS,True,89,113
ENSG00000163681.14,chr3,57756230,57756342,TSS,False,144,194
ENSG00000163681.14,chr3,57889991,57890100,TSS,True,65,192
ENSG00000008952.16,chr3,169992593,169996465,PAS,True,30,252
ENSG00000163938.16,chr3,52686055,52686768,5AS,True,15,144
ENSG00000163938.16,chr3,52686105,52686768,5AS,False,110,129
ENSG00000163938.16,chr3,52685651,52686105,TSS,True,45,155
ENSG00000163938.16,chr3,52685557,52686202,TSS,True,136,155
ENSG00000172037.13,chr3,49132791,49133082,TSS,True,309,918
ENSG00000091527.15,chr3,133573597,133574284,TSS,True,16,104
ENSG00000134107.4,chr3,4979426,4979798,TSS,True,18,127
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,152,222
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,105,217
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,260,340
ENSG00000156976.16,chr3,186784696,186785882,ES,False,59,342
ENSG00000156976.16,chr3,186787882,186789124,ES,False,263,293
ENSG00000156976.16,chr3,186787882,186789124,IR,False,263,311
ENSG00000156976.16,chr3,186789124,186789901,PAS,True,62,355
ENSG00000156976.16,chr3,186787802,186790270,PAS,True,314,355
ENSG00000068001.13,chr3,50321365,50321478,TSS,True,14,115
ENSG00000178252.17,chr3,49014116,49014209,IR,False,175,211
ENSG00000178252.17,chr3,49007308,49007531,TSS,True,44,215
ENSG00000178252.17,chr3,49011638,49014116,TSS,False,188,215
ENSG00000163785.12,chr3,134191974,134195081,3AS,False,39,121
ENSG00000004399.12,chr3,129605328,129606827,TSS,False,90,131
ENSG00000161203.13,chr3,184180251,184180848,3AS,True,662,1344
ENSG00000164054.15,chr3,48504018,48504380,TSS,False,193,248
ENSG00000164054.15,chr3,48473009,48473208,TSS,True,93,248
ENSG00000144744.16,chr3,69077918,69080333,ES,False,22,115
ENSG00000058262.9,chr3,128052302,128052559,TSS,False,112,722
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,132,907
ENSG00000181458.10,chr3,100492928,100555208,ES,False,69,116
ENSG00000157020.17,chr3,10318094,10321049,5AS,False,190,237
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,54,253
ENSG00000157020.17,chr3,10320508,10321075,TSS,True,223,253
ENSG00000144810.15,chr3,99638664,99744896,ME,False,259,1129
ENSG00000144810.15,chr3,99638664,99744896,ME,False,250,1129
ENSG00000144810.15,chr3,99638664,99691398,ES,False,237,295
ENSG00000144810.15,chr3,99638664,99744896,ES,False,2301,3500
ENSG00000144810.15,chr3,99691568,99744896,5AS,True,243,273
ENSG00000144810.15,chr3,99791010,99794229,3AS,True,2992,3566
ENSG00000144810.15,chr3,99638473,99638664,TSS,True,618,4180
ENSG00000144810.15,chr3,99794229,99799215,PAS,True,630,3628
ENSG00000144810.15,chr3,99794226,99799218,PAS,True,3048,3628
ENSG00000091986.15,chr3,112639916,112640923,5AS,False,169,1445
ENSG00000091986.15,chr3,112640923,112641142,TSS,True,1533,1716
ENSG00000091986.15,chr3,112640326,112641299,TSS,True,466,1715
ENSG00000182899.16,chr3,197950181,197950221,TSS,True,54,233
ENSG00000182899.16,chr3,197954052,197954147,TSS,True,203,232
