gene,chr,start,end,splice_type,novel,H9_ENCFF292UIE_in_cov,H9_ENCFF292UIE_total_cov
ENSG00000108395.13,chr17,59047680,59047819,PAS,True,293,333
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,182,203
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,30,207
ENSG00000125319.14,chr17,44149027,44150963,3AS,True,42,142
ENSG00000125319.14,chr17,44149027,44152636,ES,False,16,139
ENSG00000125319.14,chr17,44149027,44154555,ES,False,19,147
ENSG00000125319.14,chr17,44152777,44157832,ES,True,13,114
ENSG00000125319.14,chr17,44155411,44161870,ES,False,27,155
ENSG00000167840.13,chr17,5106506,5108925,3AS,False,31,197
ENSG00000167840.13,chr17,5106533,5109393,ES,True,28,148
ENSG00000167840.13,chr17,5109052,5109393,IR,False,149,188
ENSG00000167840.13,chr17,5109868,5111799,ES,False,108,195
ENSG00000167840.13,chr17,5105549,5106533,PAS,True,55,243
ENSG00000167840.13,chr17,5105615,5106506,PAS,True,211,243
ENSG00000167840.13,chr17,5111799,5111924,TSS,True,32,243
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,30,266
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,90,260
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,212,259
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,1646,2238
ENSG00000178307.9,chr17,21198840,21214090,ES,False,126,172
ENSG00000154920.14,chr17,50375983,50376065,IR,True,89,102
ENSG00000154920.14,chr17,50372985,50373277,TSS,True,15,107
ENSG00000154920.14,chr17,50380762,50383668,PAS,True,15,107
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,56,309
ENSG00000176974.19,chr17,18333288,18340042,ES,False,115,365
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,96,206
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,119,464
ENSG00000108588.13,chr17,63751760,63752107,PAS,True,408,464
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,403,464
ENSG00000182628.12,chr17,59112345,59131280,ES,False,29,128
ENSG00000204650.14,chr17,45620327,45620372,TSS,True,53,105
ENSG00000204650.14,chr17,45621904,45622041,TSS,False,60,105
ENSG00000204650.14,chr17,45636282,45637966,PAS,True,12,100
ENSG00000204650.14,chr17,45645900,45646232,PAS,True,94,105
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,15,141
ENSG00000174231.16,chr17,1656647,1656763,TSS,True,113,127
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,113,127
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,120,141
ENSG00000175866.15,chr17,81108509,81115769,ES,False,40,146
ENSG00000175866.15,chr17,81110955,81115769,5AS,False,17,106
ENSG00000175866.15,chr17,81115769,81117424,PAS,True,47,189
ENSG00000175866.15,chr17,81108967,81110516,PAS,True,162,189
ENSG00000133026.12,chr17,8569812,8576642,ES,True,254,301
ENSG00000133026.12,chr17,8569812,8577235,ES,False,2178,2485
ENSG00000133026.12,chr17,8576669,8577235,3AS,False,35,307
ENSG00000133026.12,chr17,8623277,8630653,ES,True,1927,2221
ENSG00000133026.12,chr17,8623277,8630920,ES,True,152,170
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,329,2511
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,334,2582
ENSG00000125447.17,chr17,75238389,75238651,IR,False,112,137
ENSG00000125447.17,chr17,75243570,75246508,ES,False,32,146
ENSG00000125447.17,chr17,75236591,75238389,PAS,False,61,172
ENSG00000125447.17,chr17,75236591,75238762,PAS,True,144,169
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,34,179
ENSG00000012048.21,chr17,43094860,43099774,ES,False,18,133
ENSG00000012048.21,chr17,43099877,43104121,3AS,False,37,134
ENSG00000012048.21,chr17,43124115,43125276,5AS,False,35,124
ENSG00000012048.21,chr17,43044287,43045802,PAS,True,116,138
ENSG00000012048.21,chr17,43092213,43094860,PAS,True,27,136
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,71,138
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,100,138
ENSG00000012048.21,chr17,43125181,43125369,TSS,True,122,138
ENSG00000180329.13,chr17,44679043,44682002,ES,False,25,197
ENSG00000108523.15,chr17,4940230,4940486,5AS,False,61,108
ENSG00000108523.15,chr17,4940726,4940872,IR,False,33,250
ENSG00000108523.15,chr17,4940726,4940922,IR,False,36,253
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,261,364
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,259,364
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,245,364
ENSG00000109016.17,chr17,21126927,21126991,TSS,False,24,119
ENSG00000109016.17,chr17,21171347,21172196,TSS,True,98,109
ENSG00000109016.17,chr17,21190947,21194139,PAS,True,12,119
ENSG00000167842.15,chr17,5486684,5488822,ES,False,135,203
ENSG00000181045.14,chr17,80220496,80221547,ES,False,28,115
ENSG00000181045.14,chr17,80221115,80221547,IR,False,94,116
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,23,172
ENSG00000183048.11,chr17,81712519,81714952,ES,False,95,106
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,519,581
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,76,581
ENSG00000169727.12,chr17,82051964,82052374,3AS,False,65,156
ENSG00000169727.12,chr17,82051964,82053273,ES,False,1269,1420
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,1307,1540
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,274,1568
ENSG00000163597.14,chr17,76557857,76561287,ES,False,1284,2404
ENSG00000129197.14,chr17,5426299,5432541,ES,False,13,102
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,19,165
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,42,164
ENSG00000128487.16,chr17,20156236,20227412,ES,False,122,231
ENSG00000128487.16,chr17,20260294,20306022,ES,False,21,182
ENSG00000128487.16,chr17,20204332,20208076,PAS,True,236,285
ENSG00000128487.16,chr17,20236859,20239429,PAS,True,240,293
ENSG00000128487.16,chr17,20313975,20314766,PAS,True,113,295
ENSG00000284294.1,chr22,18939455,18939749,TSS,True,40,121
ENSG00000284294.1,chr22,18946790,18947759,PAS,True,44,122
ENSG00000128309.16,chr22,37019872,37024191,ES,False,176,204
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,259,508
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,303,508
ENSG00000182541.17,chr22,31212424,31258290,ES,False,114,435
ENSG00000182541.17,chr22,31278296,31280080,PAS,True,84,475
ENSG00000182541.17,chr22,31276788,31277638,PAS,False,421,475
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,1549,1755
ENSG00000100031.18,chr22,24603321,24607953,5AS,False,52,147
ENSG00000100031.18,chr22,24608023,24609964,3AS,False,88,109
ENSG00000100031.18,chr22,24608023,24610357,ES,False,37,110
ENSG00000100031.18,chr22,24610033,24610357,3AS,False,77,111
ENSG00000100031.18,chr22,24610531,24611077,3AS,False,32,173
ENSG00000100031.18,chr22,24603142,24603321,TSS,True,137,197
ENSG00000100031.18,chr22,24603140,24603527,TSS,True,123,197
ENSG00000100031.18,chr22,24603153,24603335,TSS,True,175,197
ENSG00000100031.18,chr22,24615015,24615127,TSS,True,176,197
ENSG00000100344.10,chr22,43923761,43924098,TSS,True,12,100
ENSG00000100344.10,chr22,43946153,43948368,PAS,True,14,100
ENSG00000100376.11,chr22,45328003,45328249,IR,True,112,144
ENSG00000100376.11,chr22,45340385,45342388,PAS,True,43,158
ENSG00000100376.11,chr22,45327841,45329479,PAS,True,124,155
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,43,372
ENSG00000185838.13,chr22,19812447,19821227,ES,False,43,346
ENSG00000185838.13,chr22,19854539,19854659,IR,True,105,175
ENSG00000185838.13,chr22,19854539,19854681,5AS,True,15,124
ENSG00000185838.13,chr22,19854819,19854921,TSS,False,199,389
ENSG00000185838.13,chr22,19854442,19854848,TSS,True,318,389
ENSG00000185838.13,chr22,19854659,19854850,TSS,True,284,389
ENSG00000100325.14,chr22,29832342,29834488,5AS,False,185,208
ENSG00000100325.14,chr22,29832342,29838177,ES,False,183,408
ENSG00000183530.13,chr22,31725610,31749992,ES,False,24,148
ENSG00000183530.13,chr22,31725610,31749992,5AS,True,24,101
ENSG00000183530.13,chr22,31738911,31749992,5AS,True,115,189
ENSG00000183530.13,chr22,31738911,31750071,5AS,False,18,145
ENSG00000183530.13,chr22,31749992,31750187,TSS,True,123,272
ENSG00000183530.13,chr22,31749474,31750130,TSS,True,233,272
ENSG00000183530.13,chr22,31749390,31750172,TSS,True,237,272
ENSG00000241878.11,chr22,31621885,31625762,ES,True,17,147
ENSG00000241878.11,chr22,31626016,31630803,ES,True,97,122
ENSG00000241878.11,chr22,31626016,31630803,5AS,True,97,110
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,158,338
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,207,338
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,48,306
ENSG00000100335.14,chr22,39512026,39512317,3AS,False,63,221
ENSG00000215012.8,chr22,19854442,19854870,TSS,True,85,105
ENSG00000215012.8,chr22,19854819,19854919,TSS,False,65,105
ENSG00000215012.8,chr22,19854659,19854850,TSS,True,87,105
ENSG00000185666.14,chr22,32865004,32868965,IR,True,43,124
ENSG00000185666.14,chr22,32869125,32931389,IR,True,29,110
ENSG00000185666.14,chr22,32931481,32980644,IR,True,52,133
ENSG00000185666.14,chr22,32980702,33006351,IR,True,54,134
ENSG00000185666.14,chr22,33006824,33058291,IR,True,28,108
ENSG00000185666.14,chr22,32508730,32513824,PAS,True,59,138
ENSG00000185666.14,chr22,32821441,32821790,PAS,True,122,138
ENSG00000185666.14,chr22,33058291,33058384,TSS,False,89,138
ENSG00000185666.14,chr22,32864913,33058383,TSS,True,46,126
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,144,161
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,40,161
ENSG00000198911.11,chr22,41875724,41880715,ES,True,42,242
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,100,335
ENSG00000100296.13,chr22,29549158,29553447,ES,True,114,215
ENSG00000100296.13,chr22,29549158,29553670,ES,False,136,176
ENSG00000100296.13,chr22,29550835,29553447,3AS,True,16,101
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,227,403
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,189,403
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,71,253
ENSG00000239900.12,chr22,40364365,40366435,ES,False,179,1537
ENSG00000100014.19,chr22,24270983,24302194,ES,False,131,195
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,25,221
ENSG00000100014.19,chr22,24414533,24417739,PAS,True,189,212
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,143,202
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,148,205
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,162,206
ENSG00000184164.14,chr22,49921761,49922611,ES,False,321,388
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,103,132
ENSG00000100226.15,chr22,38727984,38728161,TSS,True,108,131
ENSG00000100083.18,chr22,37623633,37629461,ES,False,30,228
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,58,248
ENSG00000196419.12,chr22,41621410,41621989,5AS,True,130,159
ENSG00000138867.16,chr22,24540437,24543097,PAS,True,19,123
ENSG00000138867.16,chr22,24540437,24543100,PAS,True,105,123
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,103,140
ENSG00000138867.16,chr22,24555614,24555941,TSS,True,58,140
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,63,179
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,138,182
ENSG00000213923.11,chr22,38336124,38336250,TSS,True,101,182
ENSG00000242247.10,chr22,42808890,42817141,ES,False,35,212
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,59,271
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,82,273
ENSG00000100345.21,chr22,36300849,36301057,PAS,False,114,137
ENSG00000100345.21,chr22,36291985,36292715,TSS,True,197,223
ENSG00000100345.21,chr22,36288726,36289431,TSS,True,186,213
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,166,288
ENSG00000069998.12,chr22,17148560,17159125,ES,True,169,740
ENSG00000225783.7,chr22,26663398,26665530,3AS,False,127,148
ENSG00000225783.7,chr22,26663398,26665530,5AS,False,127,151
ENSG00000225783.7,chr22,26666937,26668157,ES,False,127,198
ENSG00000225783.7,chr22,26657449,26657654,TSS,True,76,219
ENSG00000225783.7,chr22,26657067,26657354,TSS,True,191,219
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,40,300
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,32,157
ENSG00000100263.13,chr22,29264218,29265478,IR,True,315,381
ENSG00000100263.13,chr22,29259849,29260237,PAS,True,147,565
ENSG00000100263.13,chr22,29263487,29265668,PAS,True,423,553
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,95,565
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,383,554
ENSG00000170638.9,chr22,50186001,50193026,5AS,True,154,177
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,202,590
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,435,590
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,94,279
ENSG00000070413.19,chr22,19036280,19039121,PAS,True,44,298
ENSG00000070413.19,chr22,19036285,19041294,PAS,True,263,293
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,41,318
ENSG00000100288.19,chr22,50581862,50582248,IR,False,90,101
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,179,759
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,597,753
ENSG00000099899.14,chr22,20115079,20115265,IR,False,217,257
ENSG00000099899.14,chr22,20115447,20115671,IR,False,213,249
ENSG00000099899.14,chr22,20116972,20117096,IR,False,116,284
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,124,293
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,177,293
ENSG00000100416.13,chr22,46337944,46346421,ES,False,152,386
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,112,329
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,49,378
ENSG00000100416.13,chr22,46353867,46355443,IR,False,311,355
ENSG00000100416.13,chr22,46355588,46355989,IR,False,294,362
ENSG00000100416.13,chr22,46356072,46356841,IR,False,330,369
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,61,405
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,11,103
ENSG00000100294.12,chr22,43133486,43141161,ES,False,32,106
ENSG00000100294.12,chr22,43130799,43133486,PAS,True,17,126
ENSG00000100116.16,chr22,37808163,37810026,3AS,False,248,290
ENSG00000100116.16,chr22,37816928,37818142,PAS,False,271,316
ENSG00000100116.16,chr22,37816566,37817324,PAS,True,47,315
ENSG00000184436.11,chr22,21000787,21001255,IR,False,106,190
ENSG00000184436.11,chr22,21001831,21002113,TSS,True,171,196
ENSG00000184436.11,chr22,21000646,21001779,TSS,True,120,196
ENSG00000184436.11,chr22,21002085,21002122,TSS,True,170,196
ENSG00000184436.11,chr22,21001255,21001779,TSS,True,135,196
ENSG00000100201.20,chr22,38483437,38486440,PAS,True,198,252
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,214,252
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,190,252
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,173,252
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,164,411
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,35,277
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,249,277
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,124,703
ENSG00000100099.20,chr22,26465551,26466225,ES,False,82,126
ENSG00000100099.20,chr22,26482240,26483764,5AS,False,51,125
ENSG00000100099.20,chr22,26451474,26453404,PAS,True,31,153
ENSG00000100099.20,chr22,26483764,26483865,TSS,True,96,154
ENSG00000100099.20,chr22,26483673,26483828,TSS,True,100,154
ENSG00000100099.20,chr22,26483744,26483851,TSS,True,131,154
ENSG00000183963.18,chr22,31099896,31104315,ES,False,27,145
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,19,114
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,52,193
ENSG00000161179.13,chr22,21628787,21629307,ES,False,78,242
ENSG00000161179.13,chr22,21628787,21629307,5AS,False,78,120
ENSG00000161179.13,chr22,21629187,21629307,IR,False,166,214
ENSG00000161179.13,chr22,21629407,21629542,IR,False,98,215
ENSG00000161179.13,chr22,21629407,21629601,5AS,False,66,164
ENSG00000161179.13,chr22,21629407,21629601,IR,False,66,183
ENSG00000161179.13,chr22,21629761,21629850,IR,False,204,278
ENSG00000161179.13,chr22,21629307,21630065,TSS,True,259,307
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,98,307
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,203,464
ENSG00000099901.16,chr22,20126368,20126954,IR,False,203,233
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,234,496
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,293,496
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,23,117
ENSG00000015475.18,chr22,17773609,17774035,TSS,True,99,117
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,59,100
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,68,101
ENSG00000100320.22,chr22,35836319,35836462,TSS,True,102,118
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,42,119
ENSG00000273899.4,chr22,37690794,37691173,IR,True,91,102
ENSG00000273899.4,chr22,37686325,37686475,TSS,True,25,105
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,61,104
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,56,105
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,215,241
ENSG00000100023.18,chr22,21696884,21698261,PAS,True,148,171
ENSG00000100023.18,chr22,21696746,21698261,PAS,True,112,171
ENSG00000100023.18,chr22,21695393,21698306,PAS,True,102,165
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,173,350
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,209,350
ENSG00000182841.12,chr22,42571835,42574818,PAS,True,61,237
ENSG00000128191.15,chr22,20080034,20080383,TSS,False,21,142
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,196,452
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,260,452
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,34,301
ENSG00000093009.9,chr22,19520480,19520617,PAS,True,44,263
ENSG00000100316.15,chr22,39317021,39317460,IR,True,59,129
ENSG00000100316.15,chr22,39318566,39319594,IR,True,104,140
ENSG00000241484.9,chr22,44752555,44752627,TSS,True,83,228
ENSG00000241484.9,chr22,44785405,44786606,TSS,True,156,228
ENSG00000100038.19,chr22,21970406,21971876,ES,False,173,196
ENSG00000100038.19,chr22,21975807,21982729,ES,False,156,201
ENSG00000100038.19,chr22,21975807,21982729,5AS,False,156,186
ENSG00000100038.19,chr22,21957018,21957595,PAS,True,27,251
ENSG00000100038.19,chr22,21982729,21982846,TSS,False,49,251
ENSG00000100038.19,chr22,21982413,21982818,TSS,True,225,251
ENSG00000025770.18,chr22,50508445,50516446,ES,False,403,478
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,60,249
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,39,229
ENSG00000099968.17,chr22,17702242,17703760,PAS,True,198,228
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,70,259
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,62,257
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,204,258
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,952,1716
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,454,1886
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,1689,1885
ENSG00000185252.18,chr22,20394662,20400631,ES,False,48,179
ENSG00000100227.17,chr22,42599793,42602769,ES,False,203,1114
ENSG00000100359.20,chr22,40400813,40402138,ES,False,218,716
ENSG00000100359.20,chr22,40409018,40409198,IR,True,21,127
ENSG00000100359.20,chr22,40409018,40409249,IR,False,568,674
ENSG00000100359.20,chr22,40409018,40409256,IR,True,14,120
ENSG00000100359.20,chr22,40409018,40409339,IR,False,29,135
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,80,746
ENSG00000128245.14,chr22,31944515,31944820,TSS,True,17,113
ENSG00000100239.15,chr22,50372150,50393892,ES,False,193,216
ENSG00000100239.15,chr22,50436452,50437505,ES,False,81,231
ENSG00000148331.11,chr9,129638659,129639201,IR,True,209,233
ENSG00000136811.16,chr9,128456255,128459566,ES,False,103,126
ENSG00000136811.16,chr9,128459657,128460941,ES,False,38,124
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,35,132
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,103,130
ENSG00000241978.9,chr9,110138539,110168398,ES,False,105,204
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,182,208
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,47,212
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,39,104
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,102,150
ENSG00000197694.15,chr9,128607876,128608049,TSS,False,76,103
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,54,149
ENSG00000165060.12,chr9,69072611,69074376,PAS,True,13,110
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,568,731
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,182,413
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,237,413
ENSG00000137040.9,chr9,6014356,6015471,IR,False,33,108
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,75,110
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,77,110
