gene,chr,start,end,splice_type,novel,HL-60_ENCFF810FRP_in_cov,HL-60_ENCFF810FRP_total_cov
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,1311,1518
ENSG00000198431.15,chr12,104287109,104311289,ES,False,192,406
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,192,216
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,93,500
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,736,1206
ENSG00000087448.10,chr12,27779977,27781202,TSS,True,14,105
ENSG00000087448.10,chr12,27797714,27803040,PAS,True,13,100
ENSG00000139546.10,chr12,53501708,53502019,3AS,True,14,129
ENSG00000139546.10,chr12,53503129,53503712,IR,True,165,190
ENSG00000139546.10,chr12,53503129,53503729,3AS,False,33,199
ENSG00000139546.10,chr12,53504469,53504697,3AS,False,199,231
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,160,239
ENSG00000139546.10,chr12,53501575,53501708,TSS,True,99,239
ENSG00000139436.20,chr12,109965574,109967457,3AS,False,83,786
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,696,996
ENSG00000135506.15,chr12,57719182,57720405,ES,False,307,990
ENSG00000111790.13,chr12,26957743,26963341,ES,False,130,180
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,27,206
ENSG00000110958.15,chr12,56664800,56671748,ME,False,23,211
ENSG00000064115.10,chr12,26975658,26979783,ES,True,26,112
ENSG00000064115.10,chr12,27014077,27014424,TSS,True,17,128
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,30,257
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,135,618
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,486,618
ENSG00000139437.17,chr12,109916590,109918072,PAS,True,15,125
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,49,153
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,22,144
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,86,290
ENSG00000111641.11,chr12,6560326,6560446,IR,False,104,125
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,32,119
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,100,122
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,27,128
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,106,128
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,404,915
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,452,963
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,557,963
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,18,154
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,481,567
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,95,603
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,518,603
ENSG00000111229.15,chr12,110436204,110436556,IR,False,231,269
ENSG00000111229.15,chr12,110436683,110437083,IR,True,234,270
ENSG00000184047.17,chr12,122218397,122225964,ME,False,62,325
ENSG00000184047.17,chr12,122225964,122226116,TSS,False,64,406
ENSG00000184047.17,chr12,122224644,122226054,TSS,True,362,406
ENSG00000139613.11,chr12,56172704,56173695,ES,False,91,110
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,53,152
ENSG00000139613.11,chr12,56170920,56172704,PAS,True,128,145
ENSG00000139613.11,chr12,56180029,56181597,PAS,True,124,139
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,16,152
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,225,495
ENSG00000139697.13,chr12,123345567,123350309,ES,True,29,263
ENSG00000139697.13,chr12,123345570,123350309,ES,True,35,312
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,120,598
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,516,598
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,37,277
ENSG00000150991.14,chr12,124912050,124912278,IR,True,1727,4277
ENSG00000150991.14,chr12,124911645,124913774,PAS,True,1702,3966
ENSG00000150991.14,chr12,124911647,124912050,PAS,True,2644,4373
ENSG00000058272.18,chr12,79798584,79806165,ES,False,117,187
ENSG00000058272.18,chr12,79798584,79807225,ME,False,117,184
ENSG00000058272.18,chr12,79805768,79807225,ES,False,67,140
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,115,388
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,337,387
ENSG00000003056.7,chr12,8940869,8942415,IR,True,20,140
ENSG00000003056.7,chr12,8940360,8941940,PAS,True,172,1288
ENSG00000150977.10,chr12,123423157,123436081,ES,True,56,379
ENSG00000111371.15,chr12,46229639,46268525,ES,False,24,172
ENSG00000111371.15,chr12,46243314,46268864,ES,True,196,228
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,320,493
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,239,493
ENSG00000139350.11,chr12,96907856,96917620,ES,False,46,121
ENSG00000134283.17,chr12,42326229,42335882,ES,False,178,240
ENSG00000134283.17,chr12,42335974,42355160,ES,False,75,242
ENSG00000111445.13,chr12,118016892,118019071,ES,False,308,406
ENSG00000110911.15,chr12,51010766,51026314,5AS,False,88,142
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,35,162
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,75,163
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,111,163
ENSG00000136003.15,chr12,108562736,108564059,IR,False,38,162
ENSG00000136003.15,chr12,108562736,108564278,ES,False,87,122
ENSG00000136003.15,chr12,108562736,108564278,IR,False,87,210
ENSG00000136003.15,chr12,108564155,108564278,IR,False,36,163
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,127,253
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,133,253
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,158,273
ENSG00000111653.19,chr12,6652767,6652935,IR,False,158,190
ENSG00000111653.19,chr12,6652770,6652935,IR,False,115,147
ENSG00000111653.19,chr12,6652770,6652944,5AS,False,62,177
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,508,634
ENSG00000196387.9,chr12,133081072,133083102,ES,False,13,111
ENSG00000196387.9,chr12,133083229,133083465,3AS,False,105,119
ENSG00000196387.9,chr12,133083561,133105509,ES,False,100,117
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,340,629
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,324,629
ENSG00000050426.15,chr12,51048371,51049033,IR,False,92,134
ENSG00000050426.15,chr12,51049185,51053777,ES,False,216,659
ENSG00000050426.15,chr12,51049185,51056349,ME,False,60,113
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,324,983
ENSG00000050426.15,chr12,51049185,51056143,ME,False,94,150
ENSG00000050426.15,chr12,51049185,51056349,ME,False,17,113
ENSG00000050426.15,chr12,51049185,51056349,ME,False,17,113
ENSG00000050426.15,chr12,51049185,51056349,ES,False,672,1835
ENSG00000050426.15,chr12,51052207,51056349,ES,False,53,509
ENSG00000050426.15,chr12,51056502,51059360,ES,False,237,1861
ENSG00000161813.21,chr12,50441643,50454313,ES,False,41,105
ENSG00000161813.21,chr12,50400824,50401028,TSS,True,21,117
ENSG00000161813.21,chr12,50475525,50480025,PAS,True,29,109
ENSG00000111596.12,chr12,70278274,70310894,ES,False,501,589
ENSG00000187109.13,chr12,76047718,76048392,IR,False,522,943
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,238,761
ENSG00000187109.13,chr12,76047718,76048420,IR,False,238,659
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,1165,1585
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,826,1587
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,1251,1582
ENSG00000023697.12,chr12,15962947,16032541,ES,False,18,145
ENSG00000023697.12,chr12,15911262,15911414,TSS,True,21,146
ENSG00000023697.12,chr12,15911311,15911753,TSS,True,129,146
ENSG00000151062.14,chr12,1799695,1799999,IR,False,484,613
ENSG00000151062.14,chr12,1800052,1800385,IR,False,538,624
ENSG00000151062.14,chr12,1801118,1810277,ES,False,320,627
ENSG00000151062.14,chr12,1810340,1811661,ES,False,205,645
ENSG00000151062.14,chr12,1791956,1793759,PAS,True,287,690
ENSG00000151062.14,chr12,1795096,1795381,PAS,False,420,690
ENSG00000059758.7,chr12,96278246,96280885,PAS,True,63,100
ENSG00000059758.7,chr12,96278226,96280279,PAS,False,44,100
ENSG00000185480.11,chr12,102124041,102148234,3AS,False,19,187
ENSG00000185480.11,chr12,102124041,102153868,ES,False,37,154
ENSG00000185480.11,chr12,102165883,102182548,ES,False,16,113
ENSG00000185480.11,chr12,102165883,102195950,ES,False,46,166
ENSG00000185480.11,chr12,102182627,102195950,ES,False,65,109
ENSG00000185480.11,chr12,102195950,102201497,PAS,True,77,248
ENSG00000185480.11,chr12,102151569,102152931,PAS,True,187,246
ENSG00000183735.9,chr12,64501329,64502119,PAS,False,23,185
ENSG00000088992.17,chr12,117046666,117046776,5AS,False,86,104
ENSG00000088992.17,chr12,117038505,117039210,PAS,True,27,128
ENSG00000088992.17,chr12,117047441,117049158,PAS,True,104,123
ENSG00000088992.17,chr12,117099224,117099453,TSS,True,21,128
ENSG00000088992.17,chr12,117067044,117067134,TSS,True,112,128
ENSG00000123349.13,chr12,53295639,53297849,ES,False,23,185
ENSG00000123349.13,chr12,53295941,53296243,IR,False,120,151
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,317,1032
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,785,1032
ENSG00000111602.11,chr12,56421134,56421350,IR,False,160,190
ENSG00000111602.11,chr12,56432521,56433025,3AS,False,54,391
ENSG00000111602.11,chr12,56416355,56417786,PAS,True,221,409
ENSG00000111602.11,chr12,56428235,56428405,PAS,True,209,396
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,450,1389
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1039,1301
ENSG00000111615.13,chr12,75496885,75499951,PAS,True,23,102
ENSG00000111358.13,chr12,123633872,123645454,ES,False,15,116
ENSG00000084463.7,chr12,14785547,14787498,PAS,False,30,193
ENSG00000084463.7,chr12,14791221,14791270,PAS,True,161,181
ENSG00000084463.7,chr12,14803351,14803504,TSS,True,27,195
ENSG00000110931.18,chr12,121296637,121296776,TSS,True,31,121
ENSG00000111554.14,chr12,68294548,68295366,PAS,True,22,103
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,75,340
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,83,347
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,272,347
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,15,122
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,15,116
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,88,119
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,34,119
ENSG00000135148.11,chr12,112125520,112125618,TSS,True,25,174
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,125,233
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,20,144
ENSG00000157895.11,chr12,121004489,121005002,3AS,False,78,181
ENSG00000157895.11,chr12,121002455,121004492,PAS,True,79,182
ENSG00000157895.11,chr12,121002444,121004489,PAS,True,104,182
ENSG00000089060.11,chr12,113321348,113332748,5AS,False,41,242
ENSG00000089060.11,chr12,113334442,113335175,TSS,True,62,298
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,48,451
ENSG00000076108.11,chr12,56636181,56636527,TSS,True,69,107
ENSG00000076108.11,chr12,56634944,56635076,TSS,True,91,107
ENSG00000076108.11,chr12,56630124,56630338,TSS,True,79,107
ENSG00000129317.14,chr12,43755261,43758729,5AS,False,50,100
ENSG00000129317.14,chr12,43725444,43730702,PAS,True,91,106
ENSG00000129317.14,chr12,43748447,43748609,PAS,True,36,105
ENSG00000129317.14,chr12,43746065,43746238,PAS,False,90,105
ENSG00000129317.14,chr12,43758729,43758793,TSS,False,54,108
ENSG00000129317.14,chr12,43758700,43758777,TSS,True,87,108
ENSG00000129317.14,chr12,43758285,43758767,TSS,True,81,108
ENSG00000136051.14,chr12,105164640,105169134,PAS,True,132,161
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,56,161
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,244,375
ENSG00000197111.15,chr12,53462567,53465931,ES,False,172,341
ENSG00000197111.15,chr12,53467293,53468776,ES,False,105,319
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,69,287
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,93,424
ENSG00000135090.13,chr12,118266759,118358922,5AS,True,86,366
ENSG00000135090.13,chr12,118266759,118359520,5AS,False,37,119
ENSG00000135090.13,chr12,118149798,118151158,PAS,True,388,819
ENSG00000135090.13,chr12,118177202,118177329,PAS,True,540,819
ENSG00000135090.13,chr12,118372647,118372949,TSS,True,515,823
ENSG00000135090.13,chr12,118358918,118359181,TSS,True,543,823
ENSG00000135090.13,chr12,118358922,118359164,TSS,True,737,823
ENSG00000123297.17,chr12,57772185,57772397,TSS,True,139,157
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,31,157
ENSG00000123329.17,chr12,57472688,57474041,ES,False,125,465
ENSG00000123329.17,chr12,57477676,57477784,3AS,False,71,348
ENSG00000123329.17,chr12,57477784,57478085,TSS,True,143,491
ENSG00000123329.17,chr12,57476070,57476361,TSS,True,429,491
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,82,177
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,40,199
ENSG00000111344.11,chr12,113096514,113100068,PAS,True,24,160
ENSG00000111344.11,chr12,113103735,113104081,PAS,True,141,160
ENSG00000111344.11,chr12,113135397,113135842,TSS,True,18,165
ENSG00000135655.15,chr12,62404192,62409721,PAS,True,37,118
ENSG00000198056.13,chr12,56712426,56712552,PAS,True,109,131
ENSG00000198056.13,chr12,56730356,56731734,PAS,True,55,131
ENSG00000198056.13,chr12,56742798,56744123,PAS,True,110,131
ENSG00000075415.12,chr12,98593740,98593978,IR,False,244,328
ENSG00000075415.12,chr12,98594135,98595432,IR,False,105,145
ENSG00000075415.12,chr12,98595661,98597855,5AS,False,102,134
ENSG00000028203.17,chr12,95252071,95257149,ES,False,50,117
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,88,122
ENSG00000028203.17,chr12,95270188,95274745,3AS,False,29,128
ENSG00000139624.12,chr12,50138617,50143073,ES,False,26,170
ENSG00000139624.12,chr12,50144057,50167100,ES,False,116,158
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,462,621
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,229,621
ENSG00000150990.7,chr12,124988916,124989150,TSS,True,13,109
ENSG00000118308.15,chr12,25052956,25062819,ES,False,176,243
ENSG00000118308.15,chr12,25062900,25063722,3AS,False,25,242
ENSG00000118308.15,chr12,25107816,25108378,PAS,True,64,263
ENSG00000118308.15,chr12,25104360,25104459,PAS,True,232,263
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,285,421
ENSG00000005175.9,chr12,47670345,47679703,ES,False,41,140
ENSG00000004700.15,chr12,21499615,21501412,ES,False,12,112
ENSG00000004700.15,chr12,21499615,21501462,ES,False,32,148
ENSG00000004700.15,chr12,21499615,21501462,5AS,False,32,271
ENSG00000004700.15,chr12,21501215,21501412,IR,False,100,226
ENSG00000004700.15,chr12,21501215,21501462,5AS,False,55,156
ENSG00000004700.15,chr12,21501215,21501462,3AS,False,55,115
ENSG00000004700.15,chr12,21501215,21501462,IR,False,55,181
ENSG00000004700.15,chr12,21501372,21501462,IR,False,60,187
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,283,411
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,299,411
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,263,411
ENSG00000089248.6,chr12,112013609,112022149,ES,False,167,832
ENSG00000139620.12,chr12,48681641,48682186,ES,False,212,271
ENSG00000110906.12,chr12,109458078,109460635,3AS,False,113,152
ENSG00000174456.13,chr12,110027597,110028589,PAS,False,119,141
ENSG00000174456.13,chr12,110041176,110042459,PAS,False,23,141
ENSG00000171681.12,chr12,14365492,14365827,TSS,True,22,105
ENSG00000171681.12,chr12,14384627,14385400,TSS,True,94,105
ENSG00000075188.8,chr12,102073849,102074467,PAS,True,25,211
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,56,431
ENSG00000111364.15,chr12,123602256,123605930,3AS,False,158,176
ENSG00000111364.15,chr12,123607662,123608679,IR,False,170,190
ENSG00000111364.15,chr12,123618837,123619447,3AS,False,45,175
ENSG00000111364.15,chr12,123619431,123619710,PAS,True,73,190
ENSG00000111364.15,chr12,123619447,123619710,PAS,False,147,190
ENSG00000111364.15,chr12,123619963,123620949,PAS,True,167,190
ENSG00000111325.16,chr12,122975383,122976653,ES,False,36,192
ENSG00000111325.16,chr12,122976970,122978441,3AS,False,164,192
ENSG00000111325.16,chr12,122976970,122978441,IR,False,164,206
ENSG00000111325.16,chr12,122974684,122975121,TSS,True,233,260
ENSG00000111325.16,chr12,122974757,122975383,TSS,True,59,260
ENSG00000166986.14,chr12,57512103,57512302,IR,False,54,245
ENSG00000166986.14,chr12,57515991,57516244,IR,False,1966,2222
ENSG00000139146.13,chr12,31298224,31326023,ES,True,371,437
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,67,511
ENSG00000181929.12,chr12,49005543,49005742,3AS,False,267,298
ENSG00000181929.12,chr12,49005543,49013061,ES,False,62,328
ENSG00000151498.11,chr11,134256648,134258514,ES,False,41,233
ENSG00000151498.11,chr11,134259745,134261043,IR,False,222,251
ENSG00000151498.11,chr11,134264907,134267373,PAS,True,41,257
ENSG00000151498.11,chr11,134262769,134264510,PAS,True,223,257
ENSG00000175463.11,chr11,67403940,67404118,5AS,True,43,150
ENSG00000175463.11,chr11,67403940,67404190,3AS,True,62,106
ENSG00000175463.11,chr11,67403940,67404190,5AS,True,62,173
ENSG00000175463.11,chr11,67403940,67404190,IR,True,62,172
ENSG00000175463.11,chr11,67403957,67404190,3AS,True,110,219
ENSG00000175463.11,chr11,67406692,67406826,IR,False,420,467
ENSG00000175463.11,chr11,67403760,67403940,TSS,False,378,488
ENSG00000175463.11,chr11,67403908,67403957,TSS,True,264,488
ENSG00000175463.11,chr11,67403902,67404354,TSS,True,347,488
ENSG00000175582.19,chr11,73716362,73720845,ME,False,63,210
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,173,226
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,83,256
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,203,256
ENSG00000173933.20,chr11,66665855,66668380,PAS,False,207,250
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,74,250
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,13,129
ENSG00000151503.12,chr11,134223862,134224583,TSS,True,40,227
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,18,139
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,22,139
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,80,106
ENSG00000137504.13,chr11,85657993,85660597,PAS,False,69,106
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,57,106
ENSG00000256269.8,chr11,119085066,119088634,ES,False,39,291
ENSG00000256269.8,chr11,119084859,119085066,TSS,True,42,335
ENSG00000137700.18,chr11,119029564,119030848,5AS,True,243,282
ENSG00000137700.18,chr11,119029221,119030877,TSS,True,306,352
ENSG00000137700.18,chr11,119030848,119030908,TSS,False,105,352
ENSG00000132254.12,chr11,6480068,6481230,ES,False,22,179
ENSG00000132254.12,chr11,6480423,6481230,3AS,False,79,157
ENSG00000151702.16,chr11,128693856,128694276,TSS,True,92,285
ENSG00000110717.12,chr11,68032336,68032922,IR,False,126,147
ENSG00000172890.12,chr11,71501301,71501548,PAS,True,60,467
ENSG00000149091.15,chr11,46367747,46368004,3AS,False,111,330
ENSG00000149091.15,chr11,46345132,46345585,TSS,True,153,421
ENSG00000149091.15,chr11,46379830,46380557,PAS,True,50,420
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,83,828
ENSG00000149179.13,chr11,46936851,47052387,ES,False,25,162
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,47,177
ENSG00000159063.12,chr11,78127436,78139493,5AS,True,111,135
ENSG00000159063.12,chr11,78138709,78139646,TSS,True,130,155
ENSG00000159063.12,chr11,78139493,78139696,TSS,True,26,155
ENSG00000126391.13,chr11,65389528,65394040,ES,False,138,189
ENSG00000239306.4,chr11,66616607,66617057,TSS,True,15,142
ENSG00000172500.12,chr11,65885663,65887599,ES,False,34,269
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,106,319
ENSG00000184743.12,chr11,63671289,63671724,TSS,True,20,133
ENSG00000149016.15,chr11,62575129,62576656,3AS,True,36,184
ENSG00000149016.15,chr11,62576244,62576656,IR,False,148,180
ENSG00000149016.15,chr11,62575044,62576244,PAS,False,76,224
ENSG00000149016.15,chr11,62575049,62575129,PAS,True,192,228
ENSG00000149016.15,chr11,62575047,62576749,PAS,True,192,224
ENSG00000166037.10,chr11,95817903,95818826,5AS,True,416,493
ENSG00000166037.10,chr11,95818904,95827785,ES,False,33,318
ENSG00000166037.10,chr11,95821978,95827785,ES,False,59,277
ENSG00000166037.10,chr11,95831025,95832698,PAS,True,199,519
ENSG00000166037.10,chr11,95821870,95824096,PAS,True,357,513
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,26,110
ENSG00000149516.13,chr11,60056740,60064261,ES,False,48,179
ENSG00000005801.17,chr11,3360565,3370974,ES,False,80,123
