gene,chr,start,end,splice_type,novel,H1_ENCFF730QOA_in_cov,H1_ENCFF730QOA_total_cov
ENSG00000214253.8,chr7,101251894,101252320,TSS,True,263,300
ENSG00000128595.16,chr7,128748804,128758870,ME,False,49,202
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,37,249
ENSG00000243004.5,chr7,19960994,19968153,5AS,False,50,142
ENSG00000243004.5,chr7,19957449,19960994,PAS,True,150,178
ENSG00000243004.5,chr7,19912886,19919260,PAS,True,100,184
ENSG00000243004.5,chr7,19966190,19968395,PAS,True,150,171
ENSG00000243004.5,chr7,20122985,20124253,TSS,True,134,184
ENSG00000243004.5,chr7,20125079,20125773,TSS,False,93,184
ENSG00000234545.7,chr7,92559676,92562368,PAS,True,34,105
ENSG00000234545.7,chr7,92562354,92566061,PAS,True,84,105
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,57,158
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,533,742
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,573,781
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,245,781
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,420,4104
ENSG00000164649.19,chr7,21908507,21916753,ES,False,16,131
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,48,115
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,201,332
ENSG00000164649.19,chr7,21905505,21905608,TSS,True,187,328
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,214,561
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,470,561
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,496,561
ENSG00000122565.18,chr7,26201114,26201561,TSS,False,736,820
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,154,820
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,83,119
ENSG00000006451.7,chr7,39690404,39690590,TSS,True,101,119
ENSG00000006451.7,chr7,39686628,39686781,TSS,False,93,119
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,41,190
ENSG00000106605.10,chr7,43787901,43788025,TSS,True,165,189
ENSG00000106066.14,chr7,29121071,29146428,5AS,True,112,127
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,30,142
ENSG00000062582.13,chr7,43869376,43869456,IR,False,179,200
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,33,212
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,121,247
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,136,260
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,129,260
ENSG00000106682.14,chr7,74189918,74194740,ES,False,281,328
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,240,565
ENSG00000105894.11,chr7,137343438,137343796,TSS,True,12,106
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,105,463
ENSG00000085662.13,chr7,134451585,134453153,TSS,True,369,463
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,60,108
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,77,107
ENSG00000106268.15,chr7,2242256,2244562,ES,True,120,147
ENSG00000106268.15,chr7,2242220,2242256,TSS,False,89,239
ENSG00000106268.15,chr7,2242246,2244726,TSS,True,186,238
ENSG00000004059.10,chr7,127588360,127588565,TSS,True,18,130
ENSG00000106355.9,chr7,32490319,32490418,TSS,False,22,154
ENSG00000091140.13,chr7,107891140,107891289,TSS,True,41,154
ENSG00000091140.13,chr7,107917984,107918061,TSS,True,130,154
ENSG00000106603.18,chr7,43648652,43729428,ES,False,182,251
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,120,137
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,26,163
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,146,163
ENSG00000106052.13,chr7,27740115,27740269,TSS,True,20,116
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,23,204
ENSG00000146731.10,chr7,56051708,56051985,TSS,True,47,458
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,172,623
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,45,376
ENSG00000088930.7,chr20,21303273,21303473,TSS,False,56,142
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,63,113
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,63,138
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,66,173
ENSG00000118705.16,chr20,37178397,37179369,TSS,True,30,284
ENSG00000000419.12,chr20,50958362,50958550,TSS,True,14,128
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,13,124
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,64,489
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,25,109
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,43,114
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,78,149
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,106,149
ENSG00000214078.12,chr20,35626566,35626696,TSS,True,123,140
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,204,238
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,42,252
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,226,252
ENSG00000101266.18,chr20,480421,484076,PAS,True,12,106
ENSG00000101266.18,chr20,543671,543818,TSS,True,142,246
ENSG00000101363.12,chr20,37289686,37301207,ES,False,92,171
ENSG00000101363.12,chr20,37316307,37317260,PAS,True,43,188
ENSG00000101363.12,chr20,37301207,37301301,PAS,True,148,188
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,117,535
ENSG00000125991.19,chr20,35542420,35542600,TSS,True,460,535
ENSG00000125870.10,chr20,16730064,16731667,5AS,False,155,313
ENSG00000125870.10,chr20,16729995,16730064,TSS,True,168,323
ENSG00000125870.10,chr20,16729985,16730164,TSS,True,169,323
ENSG00000131051.22,chr20,35739017,35740823,ES,False,136,168
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,108,211
ENSG00000131051.22,chr20,35738967,35739017,PAS,True,117,191
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,43,220
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,126,296
ENSG00000101361.16,chr20,2654698,2655512,TSS,True,245,294
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,29,283
ENSG00000101365.20,chr20,2658522,2658758,IR,False,31,296
ENSG00000101365.20,chr20,2658522,2659524,3AS,False,33,257
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,76,300
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,269,340
ENSG00000101365.20,chr20,2664152,2664219,TSS,True,71,340
ENSG00000101367.8,chr20,32819893,32820028,TSS,False,52,276
ENSG00000232388.4,chr20,18567596,18569238,3AS,True,149,212
ENSG00000232388.4,chr20,18569238,18569560,PAS,False,63,213
ENSG00000232388.4,chr20,18569235,18569560,PAS,True,150,213
ENSG00000087460.24,chr20,58895684,58903527,ES,False,119,134
ENSG00000087460.24,chr20,58895684,58903530,ES,False,101,247
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,101,235
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,150,167
ENSG00000087460.24,chr20,58839682,58840886,TSS,True,234,496
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,115,323
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,52,110
ENSG00000242372.7,chr20,35280118,35284175,ES,False,35,327
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,126,359
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,276,359
ENSG00000100979.14,chr20,45912078,45912208,TSS,True,26,224
ENSG00000125995.15,chr20,35699451,35699632,5AS,False,129,371
ENSG00000125995.15,chr20,35699387,35699451,TSS,False,302,431
ENSG00000125995.15,chr20,35699383,35699456,TSS,True,189,431
ENSG00000125995.15,chr20,35699630,35699763,TSS,True,381,431
ENSG00000132792.18,chr20,37694012,37694152,TSS,True,25,102
ENSG00000132792.18,chr20,37732875,37733067,TSS,True,91,102
ENSG00000124207.16,chr20,49046281,49046423,TSS,True,17,132
ENSG00000087586.17,chr20,56391942,56392215,TSS,True,109,127
ENSG00000087586.17,chr20,56392153,56392250,TSS,True,103,127
ENSG00000087586.17,chr20,56392167,56392427,TSS,True,77,127
ENSG00000087586.17,chr20,56384269,56385677,TSS,True,112,127
ENSG00000101474.11,chr20,24992593,24992782,TSS,True,11,102
ENSG00000101443.17,chr20,45469691,45469860,TSS,True,30,181
ENSG00000101443.17,chr20,45469873,45470532,TSS,True,161,181
ENSG00000177410.12,chr20,49279208,49289044,ES,True,53,217
ENSG00000177410.12,chr20,49280570,49289044,ES,True,58,167
ENSG00000177410.12,chr20,49278601,49278716,TSS,True,38,259
ENSG00000177410.12,chr20,49289044,49289260,PAS,False,38,259
ENSG00000101444.12,chr20,34280650,34281026,IR,True,85,537
ENSG00000101444.12,chr20,34280263,34281165,PAS,True,93,545
ENSG00000101444.12,chr20,34280264,34280650,PAS,True,493,578
ENSG00000101444.12,chr20,34303242,34303390,TSS,True,217,578
ENSG00000101444.12,chr20,34290730,34290910,TSS,True,438,577
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,42,203
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,30,246
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,40,117
ENSG00000025293.16,chr20,35774487,35775055,PAS,False,89,113
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,39,228
ENSG00000125863.19,chr20,10401610,10405687,PAS,True,144,179
ENSG00000125863.19,chr20,10413531,10413931,PAS,True,38,178
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,614,1853
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,620,1860
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,1256,1870
ENSG00000175110.11,chr3,139344001,139344198,TSS,True,18,132
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,84,127
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,113,127
ENSG00000214160.9,chr3,184245812,184248781,5AS,False,44,152
ENSG00000214160.9,chr3,184248781,184248971,TSS,True,125,171
ENSG00000214160.9,chr3,184248744,184248965,TSS,True,61,171
ENSG00000090520.11,chr3,186570680,186570965,TSS,False,25,150
ENSG00000114850.6,chr3,156554956,156555161,TSS,True,83,323
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,123,1056
ENSG00000184432.9,chr3,139389547,139389680,TSS,True,37,128
ENSG00000184432.9,chr3,139371722,139372186,TSS,False,107,126
ENSG00000163918.10,chr3,186804724,186806424,5AS,False,64,145
ENSG00000163918.10,chr3,186806424,186806482,TSS,True,96,160
ENSG00000163918.10,chr3,186806289,186806495,TSS,True,79,160
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,58,117
ENSG00000068745.14,chr3,48688002,48688773,PAS,False,82,147
ENSG00000068745.14,chr3,48693447,48694240,PAS,True,76,138
ENSG00000068745.14,chr3,48717156,48717303,TSS,False,29,152
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,30,207
ENSG00000081154.11,chr3,101574162,101574279,TSS,True,66,279
ENSG00000174953.13,chr3,154271821,154276356,PAS,True,85,101
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,72,134
ENSG00000178035.11,chr3,49029252,49029461,TSS,True,103,827
ENSG00000163832.15,chr3,47504448,47511147,ES,False,12,113
ENSG00000163832.15,chr3,47513536,47513725,TSS,True,48,127
ENSG00000163832.15,chr3,47512991,47513382,TSS,True,105,123
PB_novel_213000,chr3,176325000,176326979,5AS,True,60,117
PB_novel_213000,chr3,176321654,176322018,PAS,True,17,139
PB_novel_213000,chr3,176326764,176327067,TSS,True,81,141
PB_novel_213000,chr3,176326979,176327067,TSS,True,80,141
ENSG00000188313.12,chr3,146515177,146516101,PAS,True,15,108
ENSG00000188313.12,chr3,146527943,146528831,PAS,True,94,107
ENSG00000164062.12,chr3,49673964,49674413,TSS,True,17,118
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,49,165
ENSG00000172053.17,chr3,49104323,49104757,TSS,True,136,165
ENSG00000254999.3,chr3,10115642,10115819,TSS,False,178,564
ENSG00000114503.10,chr3,196937631,196939392,IR,False,16,127
ENSG00000114503.10,chr3,196939432,196942425,5AS,False,90,112
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,89,179
ENSG00000114503.10,chr3,196942369,196942574,TSS,False,157,179
ENSG00000114125.13,chr3,141738225,141738516,TSS,True,27,225
ENSG00000080822.16,chr3,98522848,98522990,TSS,False,17,111
ENSG00000156990.14,chr3,9838207,9840183,ES,False,13,120
ENSG00000156990.14,chr3,9837800,9838207,PAS,True,23,147
ENSG00000156990.14,chr3,9839900,9842082,PAS,True,125,145
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,30,268
ENSG00000163608.14,chr3,113019541,113019802,TSS,True,34,124
ENSG00000075785.12,chr3,128726135,128726359,TSS,True,19,149
ENSG00000131368.7,chr3,15050836,15052633,PAS,True,18,116
ENSG00000131368.7,chr3,15057603,15059475,PAS,True,103,116
ENSG00000175792.11,chr3,128123583,128123832,TSS,False,35,317
ENSG00000177479.19,chr3,48918211,48918998,TSS,True,40,123
ENSG00000177479.19,chr3,48970594,48970704,TSS,True,93,106
ENSG00000177479.19,chr3,48983198,48985541,PAS,True,17,104
ENSG00000184220.11,chr3,99817823,99818043,TSS,True,149,183
ENSG00000184220.11,chr3,99638594,99818044,TSS,True,44,183
ENSG00000158092.6,chr3,136862124,136862319,TSS,True,58,104
ENSG00000158092.6,chr3,136862208,136862353,TSS,True,90,104
ENSG00000158092.6,chr3,136945782,136946295,TSS,True,62,100
ENSG00000114767.6,chr3,51941780,51941987,TSS,False,26,111
ENSG00000163931.15,chr3,53255835,53256068,TSS,True,156,459
ENSG00000145020.15,chr3,49416774,49417718,PAS,True,25,104
ENSG00000145020.15,chr3,49416771,49417367,PAS,True,97,111
ENSG00000145020.15,chr3,49422360,49422687,TSS,True,25,111
ENSG00000136521.12,chr3,179604939,179616982,ES,False,29,257
ENSG00000008952.16,chr3,169982706,169982885,PAS,True,88,186
ENSG00000008952.16,chr3,169992593,169996465,PAS,True,105,186
ENSG00000163655.15,chr3,155870476,155870897,TSS,True,25,144
ENSG00000163655.15,chr3,155911121,155911279,TSS,True,128,143
ENSG00000163938.16,chr3,52685651,52686105,TSS,True,191,554
ENSG00000163938.16,chr3,52694064,52694103,TSS,True,394,539
ENSG00000175193.13,chr3,183833589,183840569,ES,False,21,191
ENSG00000175193.13,chr3,183840640,183844230,ES,False,39,190
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,622,899
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,379,858
ENSG00000075914.12,chr3,44976219,44976334,TSS,True,36,280
ENSG00000114054.13,chr3,136250319,136250558,TSS,True,21,126
ENSG00000121578.12,chr3,119230244,119236852,ES,False,92,115
ENSG00000121578.12,chr3,119211730,119212681,PAS,True,45,179
ENSG00000121578.12,chr3,119240849,119240973,TSS,False,61,179
ENSG00000114416.17,chr3,180962940,180963027,IR,False,307,348
ENSG00000114416.17,chr3,180970358,180976121,ES,False,177,353
ENSG00000114416.17,chr3,180912460,180912736,TSS,True,183,423
ENSG00000114416.17,chr3,180947105,180947936,TSS,True,315,422
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,1426,1787
ENSG00000156976.16,chr3,186784696,186785882,ES,False,442,1836
ENSG00000156976.16,chr3,186787882,186788309,IR,False,319,355
ENSG00000156976.16,chr3,186787882,186789124,ES,False,1561,1810
ENSG00000156976.16,chr3,186788416,186789124,5AS,False,112,258
ENSG00000156976.16,chr3,186788416,186789124,IR,False,112,214
ENSG00000156976.16,chr3,186788420,186789124,IR,False,145,247
ENSG00000156976.16,chr3,186783556,186783639,TSS,True,218,2009
ENSG00000114744.8,chr3,149752377,149752501,TSS,False,11,101
ENSG00000163584.17,chr3,170868134,170868297,3AS,False,387,444
ENSG00000163584.17,chr3,170868387,170870158,3AS,False,50,427
ENSG00000144741.17,chr3,66221127,66243202,ES,False,26,107
ENSG00000144741.17,chr3,66220797,66221127,TSS,True,12,119
ENSG00000161203.13,chr3,184174815,184174959,TSS,False,118,496
ENSG00000178053.17,chr3,158571347,158592433,5AS,False,112,145
ENSG00000178053.17,chr3,158571153,158571391,TSS,True,127,163
ENSG00000178053.17,chr3,158571160,158571347,TSS,True,39,163
ENSG00000164054.15,chr3,48473009,48473208,TSS,True,19,102
ENSG00000144744.16,chr3,69077918,69080333,ES,False,14,107
ENSG00000163636.10,chr3,64023274,64023535,TSS,True,30,195
ENSG00000163882.9,chr3,184366800,184368176,3AS,False,219,267
ENSG00000163882.9,chr3,184368176,184368596,PAS,True,49,272
ENSG00000163882.9,chr3,184368112,184368594,PAS,True,223,272
ENSG00000163923.9,chr3,187120947,187121328,PAS,False,62,141
ENSG00000163923.9,chr3,187180664,187180938,TSS,False,69,143
ENSG00000121570.12,chr3,109337463,109337631,TSS,True,101,788
ENSG00000136518.16,chr3,179562973,179569823,5AS,False,55,319
ENSG00000136518.16,chr3,179562906,179563117,TSS,True,71,334
ENSG00000136518.16,chr3,179562917,179562973,TSS,True,279,334
ENSG00000174748.20,chr3,23917173,23917849,5AS,False,2501,3046
ENSG00000174748.20,chr3,23917239,23917849,5AS,False,392,544
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,727,3270
ENSG00000174748.20,chr3,23917123,23917239,TSS,True,2877,3270
ENSG00000114491.13,chr3,124730420,124730627,TSS,True,24,124
ENSG00000114491.13,chr3,124737620,124738239,TSS,False,101,124
ENSG00000136527.17,chr3,185937824,185938055,TSS,True,65,279
ENSG00000136527.17,chr3,185919436,185919500,TSS,True,225,274
ENSG00000157020.17,chr3,10301147,10304025,3AS,False,24,185
ENSG00000157020.17,chr3,10300033,10301374,PAS,True,26,187
ENSG00000157020.17,chr3,10300930,10301147,PAS,True,179,203
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,32,203
ENSG00000241186.9,chr3,46577025,46578004,TSS,True,200,531
ENSG00000175166.16,chr3,184299151,184299401,TSS,False,80,188
ENSG00000175166.16,chr3,184306874,184307708,TSS,True,155,174
ENSG00000175166.16,chr3,184307087,184308016,TSS,False,137,174
ENSG00000182899.16,chr3,197950181,197950221,TSS,True,786,5261
ENSG00000265992.1,chr3,54632502,54633558,3AS,True,341,460
ENSG00000265992.1,chr3,54632807,54633558,IR,True,110,130
ENSG00000265992.1,chr3,54634565,54637673,IR,True,79,112
ENSG00000265992.1,chr3,54634565,54637690,5AS,True,263,342
ENSG00000265992.1,chr3,54634565,54637690,IR,True,263,296
ENSG00000265992.1,chr3,54634565,54639604,ES,True,121,394
ENSG00000265992.1,chr3,54634565,54639604,5AS,True,121,190
ENSG00000265992.1,chr3,54634565,54639604,IR,True,121,153
ENSG00000265992.1,chr3,54637820,54639604,3AS,True,90,279
ENSG00000265992.1,chr3,54637820,54639604,IR,True,90,192
ENSG00000265992.1,chr3,54637949,54639604,3AS,True,144,188
ENSG00000265992.1,chr3,54637949,54639604,IR,True,144,246
ENSG00000265992.1,chr3,54637964,54639604,IR,True,22,124
ENSG00000265992.1,chr3,54631263,54632502,PAS,True,184,609
ENSG00000265992.1,chr3,54631273,54632807,PAS,False,498,609
ENSG00000265992.1,chr3,54639604,54640049,TSS,True,303,709
ENSG00000168273.7,chr3,52536773,52540423,5AS,False,43,156
ENSG00000168273.7,chr3,52536609,52536906,TSS,True,48,162
ENSG00000168273.7,chr3,52536604,52536773,TSS,False,119,162
