gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,78,144
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,76,144
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,24,161
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,61,401
ENSG00000150977.10,chr12,123436081,123436779,TSS,False,48,149
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,54,101
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,47,102
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,80,102
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,28,248
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,260,294
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,93,373
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,84,203
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,58,101
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,261,554
ENSG00000111077.17,chr12,53058420,53060258,TSS,True,119,134
ENSG00000111077.17,chr12,53061724,53062245,TSS,True,110,130
ENSG00000111077.17,chr12,53060672,53061264,TSS,True,110,130
ENSG00000111077.17,chr12,53061622,53061940,TSS,True,105,130
ENSG00000111077.17,chr12,53063743,53064379,PAS,True,18,119
ENSG00000013588.8,chr12,12891377,12891664,TSS,True,181,540
ENSG00000135480.15,chr12,52232613,52233620,TSS,True,60,260
ENSG00000074527.11,chr12,95790254,95791334,TSS,True,47,469
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,86,115
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,67,138
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,83,109
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,59,146
ENSG00000187109.13,chr12,76048392,76048437,TSS,True,91,109
ENSG00000229117.8,chr12,56116659,56116774,IR,False,58,119
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,90,116
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,71,130
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,70,130
ENSG00000123095.5,chr12,26124717,26125088,TSS,True,71,118
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,34,149
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,90,130
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,42,131
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,283,597
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,192,876
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,549,621
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,256,868
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,524,763
ENSG00000110876.9,chr12,108633739,108633881,TSS,False,57,122
ENSG00000135678.11,chr12,68933141,68933214,TSS,True,112,657
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,106,539
ENSG00000161835.10,chr12,52006940,52007265,TSS,False,53,163
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,116,129
ENSG00000111666.10,chr12,101726293,101729070,PAS,True,141,157
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,28,157
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,125,271
ENSG00000159335.15,chr12,6769693,6769999,TSS,True,223,259
ENSG00000136048.13,chr12,101877920,101897862,ES,False,244,276
ENSG00000136048.13,chr12,101877257,101877920,TSS,True,257,533
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,43,118
ENSG00000004478.7,chr12,2794996,2797871,TSS,True,96,118
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,78,157
ENSG00000111412.5,chr12,116737789,116738103,TSS,True,33,159
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,141,163
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,158,180
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,39,180
ENSG00000167588.12,chr12,50103968,50104091,TSS,True,43,190
ENSG00000166888.11,chr12,57105599,57106190,IR,False,87,114
ENSG00000166888.11,chr12,57095403,57096761,PAS,True,53,168
ENSG00000166888.11,chr12,57102947,57104586,PAS,True,99,134
ENSG00000166888.11,chr12,57111128,57112263,TSS,True,176,270
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,82,148
ENSG00000139641.12,chr12,56142288,56142732,TSS,True,126,144
ENSG00000110799.13,chr12,5948873,5949203,PAS,False,63,401
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,299,355
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,288,352
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,155,856
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,156,277
ENSG00000197111.15,chr12,53462567,53465931,ES,False,115,268
ENSG00000197111.15,chr12,53467293,53468776,ES,False,120,242
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,38,160
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,163,370
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,306,367
ENSG00000135090.13,chr12,118372647,118372949,TSS,True,47,101
ENSG00000135090.13,chr12,118358918,118359181,TSS,True,88,101
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,129,153
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,73,230
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,22,147
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,101,125
ENSG00000111652.9,chr12,6724818,6728222,ES,False,18,154
ENSG00000111652.9,chr12,6730820,6730999,IR,True,133,154
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,61,162
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,140,162
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,138,162
ENSG00000111652.9,chr12,6730999,6732459,PAS,True,21,154
ENSG00000111652.9,chr12,6730668,6732463,PAS,True,134,154
ENSG00000060237.16,chr12,752536,754324,TSS,True,57,115
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,44,239
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,100,152
ENSG00000135114.12,chr12,121024137,121031441,ES,False,20,109
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,44,352
ENSG00000111679.16,chr12,6951283,6951520,TSS,True,148,408
ENSG00000156076.9,chr12,65055213,65056030,IR,True,130,176
ENSG00000156076.9,chr12,65121043,65121501,TSS,False,31,205
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,58,146
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,64,271
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,54,100
ENSG00000139211.6,chr12,47076455,47079065,PAS,True,30,125
ENSG00000139211.6,chr12,47079461,47080427,TSS,True,33,125
ENSG00000111275.12,chr12,111803946,111803973,TSS,True,1558,1855
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,488,1870
ENSG00000177575.12,chr12,7479913,7481160,3AS,False,230,298
ENSG00000177575.12,chr12,7503644,7503843,TSS,True,140,339
ENSG00000139567.12,chr12,51906943,51907695,TSS,True,165,188
ENSG00000139567.12,chr12,51912089,51912535,TSS,True,158,188
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,31,172
ENSG00000157837.15,chr12,120903844,120904375,TSS,False,13,100
ENSG00000111684.10,chr12,6974808,6976891,PAS,True,21,107
ENSG00000111684.10,chr12,7018273,7018924,TSS,True,25,111
ENSG00000012822.15,chr12,53712121,53713099,IR,False,118,163
ENSG00000012822.15,chr12,53713900,53714132,IR,False,126,164
ENSG00000012822.15,chr12,53711100,53712121,PAS,True,50,175
ENSG00000012822.15,chr12,53708553,53713206,PAS,True,125,170
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,63,211
ENSG00000111144.9,chr12,96003064,96006313,ES,False,100,785
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,99,235
ENSG00000111321.10,chr12,6385638,6386162,TSS,True,198,225
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,122,441
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,98,539
ENSG00000132274.15,chr11,5697343,5698314,IR,False,135,167
ENSG00000132274.15,chr11,5689609,5689899,TSS,True,24,188
ENSG00000175463.11,chr11,67405701,67405906,3AS,False,12,119
ENSG00000175463.11,chr11,67406692,67406826,IR,False,101,127
ENSG00000175463.11,chr11,67403760,67403940,TSS,False,129,152
ENSG00000175463.11,chr11,67403908,67403957,TSS,True,111,152
ENSG00000175463.11,chr11,67403902,67404354,TSS,True,100,152
ENSG00000176485.11,chr11,63614068,63614384,IR,True,48,111
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,71,135
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,87,135
ENSG00000175582.19,chr11,73716362,73720845,ME,False,67,101
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,18,119
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,104,139
ENSG00000214063.10,chr11,842831,842915,TSS,True,219,460
ENSG00000214063.10,chr11,843185,844186,TSS,True,394,460
ENSG00000110077.14,chr11,60171607,60173129,PAS,True,80,167
ENSG00000110077.14,chr11,60171606,60172253,PAS,True,98,168
ENSG00000110077.14,chr11,60182977,60183657,TSS,True,23,169
ENSG00000110711.9,chr11,67483024,67483257,TSS,True,20,193
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,16,107
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,20,112
ENSG00000137504.13,chr11,85662457,85663523,IR,False,72,110
ENSG00000137504.13,chr11,85663601,85663814,IR,False,51,113
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,57,114
ENSG00000137504.13,chr11,85657993,85660597,PAS,False,96,114
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,63,114
ENSG00000137504.13,chr11,85663523,85665129,TSS,True,89,114
ENSG00000133318.13,chr11,63681446,63681778,TSS,True,34,284
ENSG00000137726.16,chr11,117876591,117876974,TSS,True,59,143
ENSG00000149115.13,chr11,57312533,57313610,TSS,True,150,179
ENSG00000149115.13,chr11,57308394,57310321,TSS,True,128,179
ENSG00000149115.13,chr11,57324839,57325158,TSS,True,133,186
ENSG00000151702.16,chr11,128693856,128694276,TSS,True,60,143
ENSG00000074319.12,chr11,18526774,18526962,TSS,True,13,127
ENSG00000168056.15,chr11,65539881,65540244,ES,False,51,159
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,135,185
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,156,185
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,42,160
ENSG00000186635.14,chr11,72703079,72705804,ES,False,33,189
ENSG00000186635.14,chr11,72714151,72714323,TSS,True,345,388
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,324,388
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,168,364
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,58,342
ENSG00000149131.15,chr11,57597765,57598321,TSS,True,419,520
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,300,520
ENSG00000149131.15,chr11,57611718,57611936,TSS,True,432,514
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,108,290
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,238,290
ENSG00000110328.5,chr11,11621358,11622674,TSS,True,24,189
ENSG00000177600.8,chr11,809902,810039,TSS,True,187,457
ENSG00000177600.8,chr11,810003,810357,TSS,True,323,457
ENSG00000149564.11,chr11,124754340,124754640,5AS,False,244,277
ENSG00000149564.11,chr11,124762084,124762332,TSS,True,115,345
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,68,189
ENSG00000165915.13,chr11,47410083,47410395,TSS,True,164,189
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,20,161
ENSG00000150687.11,chr11,86800450,86800651,TSS,True,32,190
ENSG00000133789.14,chr11,9664064,9664278,TSS,True,48,187
ENSG00000133789.14,chr11,9740254,9740347,TSS,True,161,185
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,310,2389
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,25,166
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,63,214
ENSG00000109906.13,chr11,114063209,114064568,TSS,False,192,214
ENSG00000109906.13,chr11,114250325,114254413,PAS,True,53,214
ENSG00000109906.13,chr11,114186951,114189780,PAS,True,172,200
ENSG00000149182.14,chr11,47172333,47173425,ES,False,84,137
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,26,168
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,104,464
ENSG00000177106.15,chr11,706288,709329,ES,False,107,122
ENSG00000177106.15,chr11,722165,722400,IR,False,91,139
ENSG00000177106.15,chr11,705952,706288,TSS,True,172,293
ENSG00000177106.15,chr11,721734,722805,TSS,True,244,292
ENSG00000185187.12,chr11,417324,417454,TSS,True,92,118
ENSG00000185187.12,chr11,417293,417455,TSS,True,101,118
ENSG00000185187.12,chr11,407061,407208,TSS,True,102,118
ENSG00000185187.12,chr11,414822,415042,TSS,True,99,118
ENSG00000166002.6,chr11,93543275,93543426,TSS,True,75,126
ENSG00000166002.6,chr11,93537845,93537934,TSS,False,84,126
ENSG00000166337.9,chr11,6611957,6612647,TSS,True,26,100
ENSG00000110697.12,chr11,67496177,67497207,TSS,True,110,130
ENSG00000110697.12,chr11,67497230,67497652,TSS,True,117,131
ENSG00000110697.12,chr11,67497916,67498008,TSS,True,111,132
ENSG00000110697.12,chr11,67505187,67505390,TSS,True,120,135
ENSG00000110619.17,chr11,3057342,3057462,TSS,True,35,106
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,40,119
ENSG00000162174.12,chr11,62337437,62337574,TSS,True,27,110
ENSG00000052841.14,chr11,43397491,43398024,3AS,True,28,222
ENSG00000052841.14,chr11,43358871,43359113,TSS,True,29,260
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,93,242
ENSG00000052841.14,chr11,43445930,43447227,PAS,True,185,239
ENSG00000177963.14,chr11,208938,209270,3AS,False,138,159
ENSG00000177963.14,chr11,207496,208938,TSS,True,32,191
ENSG00000134824.13,chr11,61827817,61828597,TSS,True,93,150
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,55,121
ENSG00000168000.14,chr11,62705300,62705619,TSS,True,98,121
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,28,128
ENSG00000168010.10,chr11,72822543,72822847,IR,False,74,111
ENSG00000168010.10,chr11,72824122,72824733,IR,False,101,125
ENSG00000168010.10,chr11,72814022,72814563,TSS,True,68,170
ENSG00000168010.10,chr11,72829302,72829649,PAS,True,37,169
ENSG00000168010.10,chr11,72817755,72819406,PAS,True,91,102
ENSG00000166900.16,chr11,59800854,59805013,PAS,True,20,193
ENSG00000177685.16,chr11,830713,830865,IR,False,87,106
ENSG00000177685.16,chr11,831032,831223,IR,False,70,105
ENSG00000177685.16,chr11,827031,827459,TSS,True,80,126
ENSG00000177685.16,chr11,827001,828772,TSS,True,106,126
ENSG00000110066.14,chr11,68213476,68213873,TSS,True,33,100
ENSG00000110066.14,chr11,68213137,68213353,TSS,True,84,100
ENSG00000026508.18,chr11,35190065,35208104,ES,False,44,113
ENSG00000026508.18,chr11,35190065,35214851,ES,False,161,283
ENSG00000026508.18,chr11,35139014,35139370,TSS,True,202,486
ENSG00000026508.18,chr11,35229128,35232402,PAS,True,35,326
ENSG00000149547.14,chr11,125569379,125569573,TSS,True,16,144
ENSG00000099849.14,chr11,563317,563395,IR,False,94,340
ENSG00000099849.14,chr11,563317,563557,ES,False,30,122
ENSG00000099849.14,chr11,563317,563557,IR,False,30,273
ENSG00000099849.14,chr11,563478,563557,IR,False,95,341
ENSG00000099849.14,chr11,560963,561033,TSS,True,199,415
ENSG00000099849.14,chr11,562073,562776,TSS,True,347,414
ENSG00000099849.14,chr11,560997,561892,TSS,True,356,415
ENSG00000099849.14,chr11,563557,564055,PAS,True,247,378
ENSG00000099849.14,chr11,563188,564025,PAS,True,140,376
ENSG00000085063.15,chr11,33722463,33736381,ES,False,185,267
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,224,491
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,431,491
ENSG00000172977.12,chr11,65712279,65712378,IR,False,99,122
ENSG00000172977.12,chr11,65713058,65713592,ES,False,74,127
ENSG00000172977.12,chr11,65711996,65712279,TSS,True,52,151
ENSG00000172977.12,chr11,65712002,65712445,TSS,True,127,151
ENSG00000175467.14,chr11,65961262,65962093,TSS,True,27,163
ENSG00000168066.20,chr11,64764603,64765518,PAS,True,40,103
ENSG00000168066.20,chr11,64778361,64778780,TSS,False,54,103
ENSG00000213445.9,chr11,65638079,65638182,TSS,False,142,230
ENSG00000213445.9,chr11,65638128,65641600,TSS,True,157,230
ENSG00000110002.15,chr11,124117668,124117875,TSS,True,103,122
ENSG00000110002.15,chr11,124115407,124115482,TSS,False,37,122
ENSG00000110002.15,chr11,124145865,124146909,PAS,True,38,120
ENSG00000110002.15,chr11,124124236,124125226,PAS,True,82,113
ENSG00000130592.15,chr11,1852972,1853197,TSS,False,47,119
ENSG00000172638.12,chr11,65866712,65866844,IR,False,19,134
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,27,142
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,124,149
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,37,149
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,130,149
ENSG00000167283.7,chr11,118401583,118401717,TSS,True,29,272
ENSG00000167792.12,chr11,67608478,67608551,IR,False,100,113
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,122,210
ENSG00000167792.12,chr11,67612163,67612265,TSS,True,181,205
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,172,205
ENSG00000151348.13,chr11,44095654,44095852,TSS,True,28,101
ENSG00000084234.17,chr11,130122513,130126699,ES,False,129,506
ENSG00000084234.17,chr11,130135715,130140397,ES,False,461,533
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,217,750
ENSG00000084234.17,chr11,130143346,130144811,PAS,True,89,644
ENSG00000084234.17,chr11,130121613,130121759,PAS,True,484,559
ENSG00000073921.17,chr11,86068650,86069162,TSS,True,42,104
ENSG00000166340.16,chr11,6619383,6619436,TSS,True,94,207
ENSG00000110719.9,chr11,68039119,68041267,ES,False,293,347
ENSG00000110719.9,chr11,68043031,68043370,IR,False,263,384
ENSG00000110719.9,chr11,68049294,68049662,IR,False,370,460
ENSG00000110719.9,chr11,68049437,68049662,IR,True,32,121
ENSG00000110719.9,chr11,68038474,68039119,TSS,True,229,576
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,46,275
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,40,258
ENSG00000167797.7,chr11,67507689,67508000,IR,False,127,151
ENSG00000167797.7,chr11,67508000,67508664,TSS,True,40,167
ENSG00000167797.7,chr11,67507591,67508636,TSS,True,143,167
ENSG00000185507.20,chr11,613865,613950,IR,False,172,210
ENSG00000185507.20,chr11,613865,614173,ES,False,13,109
ENSG00000185507.20,chr11,614037,614173,IR,False,97,159
ENSG00000185507.20,chr11,614037,614475,ES,False,40,132
ENSG00000185507.20,chr11,614399,614475,IR,False,120,168
ENSG00000185507.20,chr11,614531,614796,3AS,False,29,209
ENSG00000185507.20,chr11,615259,615344,IR,False,132,200
ENSG00000185507.20,chr11,615912,616000,TSS,True,106,270
ENSG00000176973.7,chr11,65572960,65573362,3AS,False,84,129
ENSG00000176973.7,chr11,65572540,65572960,TSS,True,30,170
ENSG00000176973.7,chr11,65573362,65574190,PAS,True,56,140
ENSG00000176973.7,chr11,65573352,65574190,PAS,True,95,140
ENSG00000135363.11,chr11,33869586,33869709,IR,False,16,113
ENSG00000135363.11,chr11,33869586,33869824,IR,False,25,122
ENSG00000135363.11,chr11,33869345,33869864,TSS,True,51,148
ENSG00000135363.11,chr11,33869824,33869938,TSS,True,125,148
ENSG00000135363.11,chr11,33869709,33869924,TSS,False,132,148
ENSG00000137710.15,chr11,110296466,110296702,TSS,True,19,108
ENSG00000167770.11,chr11,63996648,63996856,IR,False,105,140
ENSG00000167770.11,chr11,63985993,63986514,TSS,True,32,170
ENSG00000185201.16,chr11,308116,308438,TSS,True,154,419
ENSG00000254470.2,chr11,65780441,65780984,TSS,False,129,187
ENSG00000174080.10,chr11,66564146,66564557,IR,False,121,138
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,16,145
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,2006,4817
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,49,120
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,69,139
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,90,139
ENSG00000089597.17,chr11,62646561,62646664,TSS,True,143,161
ENSG00000184363.9,chr11,394141,394524,TSS,True,31,106
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,20,186
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,53,230
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,30,227
ENSG00000149591.16,chr11,117199176,117199432,TSS,False,108,367
ENSG00000149591.16,chr11,117199372,117203193,TSS,True,315,367
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,254,329
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,52,383
ENSG00000110195.12,chr11,72192098,72192341,TSS,True,30,151
ENSG00000165916.8,chr11,47426204,47426475,TSS,False,19,177
ENSG00000002330.13,chr11,64284630,64284712,TSS,False,27,108
ENSG00000002330.13,chr11,64284181,64284577,TSS,True,94,108
ENSG00000149781.12,chr11,64205707,64206814,TSS,True,86,146
ENSG00000149781.12,chr11,64219562,64219658,TSS,True,127,145
ENSG00000137486.16,chr11,75268959,75272894,ES,False,72,122
ENSG00000137486.16,chr11,75351587,75351884,TSS,True,54,160
ENSG00000149273.14,chr11,75399513,75399577,TSS,True,129,1163
