gene,chr,start,end,splice_type,novel,mucosa_of_descending_colon_ENCFF171AQO_in_cov,mucosa_of_descending_colon_ENCFF171AQO_total_cov
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,236,286
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,16,134
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,20,130
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,21,125
ENSG00000150687.11,chr11,86800450,86800651,TSS,True,52,401
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,14,102
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,23,110
ENSG00000109906.13,chr11,114250325,114254413,PAS,True,12,110
ENSG00000149182.14,chr11,47172333,47173425,ES,False,79,118
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,22,141
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,101,537
ENSG00000177106.15,chr11,706288,709329,ES,False,102,117
ENSG00000177106.15,chr11,720223,720596,3AS,False,115,131
ENSG00000177106.15,chr11,722165,722400,IR,False,90,135
ENSG00000177106.15,chr11,705952,706288,TSS,True,96,208
ENSG00000185187.12,chr11,417324,417454,TSS,True,106,156
ENSG00000185187.12,chr11,417293,417455,TSS,True,118,156
ENSG00000185187.12,chr11,407061,407208,TSS,True,118,156
ENSG00000166337.9,chr11,6611957,6612647,TSS,True,42,124
ENSG00000166337.9,chr11,6611663,6612238,TSS,True,99,124
ENSG00000177963.14,chr11,207496,208938,TSS,True,21,179
ENSG00000099849.14,chr11,563317,563395,IR,False,38,203
ENSG00000099849.14,chr11,563478,563557,IR,False,42,203
ENSG00000099849.14,chr11,560963,561033,TSS,True,109,234
ENSG00000099849.14,chr11,562073,562776,TSS,True,188,233
ENSG00000099849.14,chr11,560997,561892,TSS,True,200,234
ENSG00000099849.14,chr11,563557,564055,PAS,True,162,217
ENSG00000099849.14,chr11,563188,564025,PAS,True,61,216
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,47,136
ENSG00000172977.12,chr11,65713058,65713592,ES,False,73,101
ENSG00000172977.12,chr11,65711996,65712279,TSS,True,43,111
ENSG00000172977.12,chr11,65712002,65712445,TSS,True,83,111
ENSG00000168066.20,chr11,64765518,64766899,3AS,False,103,130
ENSG00000168066.20,chr11,64767251,64767570,5AS,False,110,123
ENSG00000168066.20,chr11,64764599,64766155,PAS,True,113,140
ENSG00000168066.20,chr11,64764603,64765518,PAS,True,49,155
ENSG00000168066.20,chr11,64778361,64778780,TSS,False,36,155
ENSG00000213445.9,chr11,65638079,65638182,TSS,False,84,144
ENSG00000213445.9,chr11,65638128,65641600,TSS,True,103,144
ENSG00000213445.9,chr11,65647354,65647658,TSS,True,122,142
ENSG00000099834.18,chr11,618111,619305,ES,False,67,187
ENSG00000099834.18,chr11,618111,619305,5AS,True,67,127
ENSG00000099834.18,chr11,618754,619305,3AS,True,19,118
ENSG00000099834.18,chr11,619180,619305,IR,True,53,119
ENSG00000099834.18,chr11,624817,624978,TSS,True,153,359
ENSG00000172367.15,chr11,119185422,119185510,TSS,True,30,100
ENSG00000110628.14,chr11,2902160,2902364,TSS,True,114,163
ENSG00000110628.14,chr11,2903208,2903489,TSS,True,81,163
ENSG00000110492.15,chr11,46380859,46381183,TSS,False,118,134
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,56,134
ENSG00000110492.15,chr11,46381683,46382133,TSS,True,119,134
ENSG00000172922.9,chr11,65720241,65720797,TSS,True,92,126
ENSG00000172922.9,chr11,65720586,65720851,TSS,True,39,126
ENSG00000172638.12,chr11,65866712,65866844,IR,False,38,169
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,61,193
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,146,198
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,51,198
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,170,197
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,104,309
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,266,303
ENSG00000084234.17,chr11,130122513,130126699,ES,False,146,267
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,63,326
ENSG00000166340.16,chr11,6619383,6619436,TSS,True,47,109
ENSG00000166340.16,chr11,6619195,6619398,TSS,True,92,109
ENSG00000110719.9,chr11,68043031,68043370,IR,False,92,193
ENSG00000110719.9,chr11,68049294,68049662,IR,False,210,254
ENSG00000110719.9,chr11,68038474,68039119,TSS,True,119,299
ENSG00000110719.9,chr11,68042968,68043497,TSS,True,255,296
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,14,131
ENSG00000167797.7,chr11,67507689,67508000,IR,False,113,138
ENSG00000167797.7,chr11,67508000,67508664,TSS,True,42,155
ENSG00000167797.7,chr11,67507591,67508636,TSS,True,130,155
ENSG00000185507.20,chr11,615912,616000,TSS,True,26,104
ENSG00000177105.9,chr11,3840893,3840990,TSS,False,35,111
ENSG00000176973.7,chr11,65572960,65573362,3AS,False,119,180
ENSG00000176973.7,chr11,65573362,65574190,PAS,True,80,200
ENSG00000176973.7,chr11,65573352,65574190,PAS,True,139,200
ENSG00000165912.15,chr11,47183065,47186348,3AS,False,16,104
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,18,122
ENSG00000167770.11,chr11,63996648,63996856,IR,False,108,138
ENSG00000167770.11,chr11,63985993,63986514,TSS,True,23,158
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,73,519
ENSG00000149743.13,chr11,64223967,64224099,IR,False,100,114
ENSG00000149743.13,chr11,64224341,64224542,IR,False,94,108
ENSG00000149743.13,chr11,64224717,64224800,IR,True,93,108
ENSG00000149743.13,chr11,64223798,64223967,PAS,False,14,114
ENSG00000149743.13,chr11,64226049,64226256,TSS,True,37,114
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,258,820
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,53,109
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,62,118
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,65,118
ENSG00000177951.17,chr11,207302,207431,TSS,True,12,100
ENSG00000184363.9,chr11,394141,394524,TSS,True,54,297
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,28,242
ENSG00000151715.7,chr11,129815898,129852474,ES,False,111,194
ENSG00000174851.15,chr11,66288954,66289146,TSS,True,22,160
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,456,669
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,80,749
ENSG00000002330.13,chr11,64284630,64284712,TSS,False,13,118
ENSG00000175482.8,chr11,67353077,67353302,IR,False,77,118
ENSG00000175482.8,chr11,67352690,67353546,TSS,True,182,268
ENSG00000175482.8,chr11,67353302,67353561,TSS,True,192,269
ENSG00000175482.8,chr11,67352987,67353537,TSS,True,228,269
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,39,139
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,110,139
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,85,453
ENSG00000084207.16,chr11,67583815,67584169,TSS,False,407,453
ENSG00000172725.13,chr11,67443403,67443518,TSS,True,57,340
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,25,171
ENSG00000149187.18,chr11,47465825,47472357,PAS,True,70,101
ENSG00000149187.18,chr11,47465936,47472102,PAS,True,49,106
ENSG00000149187.18,chr11,47552991,47553175,TSS,False,42,122
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,45,348
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,21,167
ENSG00000173457.10,chr11,64246415,64246928,TSS,False,15,110
ENSG00000198561.13,chr11,57761771,57762046,TSS,True,39,100
ENSG00000173442.12,chr11,65575970,65576406,TSS,True,117,229
ENSG00000173442.12,chr11,65581614,65583765,TSS,True,182,220
ENSG00000173442.12,chr11,65584902,65585591,TSS,True,184,216
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,22,177
ENSG00000182208.13,chr11,1470484,1471294,3AS,True,25,191
ENSG00000182208.13,chr11,1469449,1470488,PAS,True,27,193
ENSG00000182208.13,chr11,1469451,1470484,PAS,True,168,193
ENSG00000182208.13,chr11,1480724,1480886,TSS,False,109,210
ENSG00000182208.13,chr11,1486446,1486874,TSS,False,151,210
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,97,477
ENSG00000137648.17,chr11,118077305,118094821,3AS,False,65,108
ENSG00000137648.17,chr11,118076932,118077305,TSS,True,20,129
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,87,167
ENSG00000173486.12,chr11,64241105,64242213,TSS,True,139,167
ENSG00000173486.12,chr11,64241319,64242558,TSS,True,143,167
ENSG00000023191.16,chr11,502181,507112,ES,False,133,149
ENSG00000023191.16,chr11,502181,507112,3AS,False,133,407
ENSG00000023191.16,chr11,507112,507279,TSS,True,122,545
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,67,207
ENSG00000149260.16,chr11,77066902,77067094,TSS,True,55,134
ENSG00000205531.12,chr11,2945646,2951258,ES,False,97,148
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,51,173
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,147,173
ENSG00000177697.18,chr11,833022,834529,5AS,False,41,288
ENSG00000177697.18,chr11,833026,836062,ES,False,152,400
ENSG00000177697.18,chr11,832731,833026,TSS,True,147,548
ENSG00000177697.18,chr11,832949,833022,TSS,True,479,548
ENSG00000173020.10,chr11,67266350,67266812,TSS,True,46,262
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,78,173
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,110,173
ENSG00000162144.9,chr11,61349643,61350990,3AS,False,65,185
ENSG00000162144.9,chr11,61348744,61349643,PAS,True,122,187
ENSG00000162144.9,chr11,61348747,61350422,PAS,True,65,185
ENSG00000076706.16,chr11,119317034,119317444,TSS,True,64,170
ENSG00000109854.13,chr11,20363724,20363912,TSS,True,37,109
ENSG00000109854.13,chr11,20363747,20364432,TSS,True,93,109
ENSG00000184281.14,chr11,2400537,2400798,TSS,True,22,106
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,106,576
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,152,1422
ENSG00000172732.11,chr11,65863721,65863803,IR,False,81,108
ENSG00000172732.11,chr11,65864815,65865016,IR,False,78,105
ENSG00000172732.11,chr11,65865894,65865985,IR,False,103,116
ENSG00000172732.11,chr11,65860398,65860888,TSS,True,19,125
ENSG00000172732.11,chr11,65865985,65866444,PAS,True,16,119
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,80,424
ENSG00000166441.12,chr11,8684827,8684892,TSS,True,363,424
ENSG00000019102.11,chr11,124747470,124747667,PAS,False,24,100
ENSG00000019102.11,chr11,124750713,124753432,TSS,True,81,100
ENSG00000019102.11,chr11,124752076,124752274,TSS,True,25,100
ENSG00000177666.16,chr11,819537,819905,TSS,True,66,153
ENSG00000177666.16,chr11,818849,818958,TSS,False,137,153
ENSG00000174903.15,chr11,66268582,66268693,TSS,True,50,163
ENSG00000185627.17,chr11,236519,237144,TSS,True,32,126
ENSG00000166313.18,chr11,6401688,6402081,3AS,False,124,181
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,38,203
ENSG00000137497.17,chr11,72010854,72012894,ES,False,27,137
ENSG00000137497.17,chr11,72002862,72003538,PAS,True,30,186
ENSG00000137497.17,chr11,72012894,72016085,TSS,True,91,173
ENSG00000137497.17,chr11,72040958,72041216,TSS,True,149,191
ENSG00000149269.9,chr11,77323360,77332729,ES,False,94,106
ENSG00000149269.9,chr11,77473551,77474352,TSS,True,78,110
ENSG00000149269.9,chr11,77411773,77412075,TSS,True,53,110
ENSG00000142186.16,chr11,65525031,65525264,TSS,True,35,122
ENSG00000142186.16,chr11,65535590,65536750,TSS,True,98,109
ENSG00000142186.16,chr11,65538441,65538711,PAS,True,23,119
ENSG00000110057.7,chr11,68003947,68004141,TSS,True,21,113
ENSG00000174996.11,chr11,66257650,66257871,TSS,True,24,100
ENSG00000149499.11,chr11,62602889,62603148,IR,False,74,106
ENSG00000149499.11,chr11,62612435,62612936,TSS,True,34,120
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,50,265
ENSG00000173511.9,chr11,64237222,64237520,3AS,False,106,303
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,42,335
ENSG00000149418.10,chr11,130159682,130160060,TSS,False,266,967
ENSG00000172935.8,chr11,69013082,69013271,TSS,True,69,198
ENSG00000115286.19,chr19,1383866,1383942,TSS,True,52,240
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,33,231
ENSG00000182087.13,chr19,1010895,1011366,ME,False,206,238
ENSG00000182087.13,chr19,1011195,1011366,IR,False,207,306
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,64,307
ENSG00000182087.13,chr19,1012188,1012462,IR,False,204,322
ENSG00000182087.13,chr19,1020771,1021251,TSS,True,123,434
ENSG00000161281.10,chr19,36152392,36152489,TSS,True,22,173
ENSG00000129946.10,chr19,436431,436629,IR,True,82,104
ENSG00000129946.10,chr19,460528,461100,TSS,True,18,123
ENSG00000257103.8,chr19,34221738,34227364,ES,False,71,116
ENSG00000174917.8,chr19,5680457,5680594,TSS,True,13,119
ENSG00000141905.18,chr19,3359305,3359685,TSS,True,87,108
ENSG00000141905.18,chr19,3366560,3366666,TSS,True,81,107
ENSG00000130402.11,chr19,38647605,38647907,TSS,True,54,104
ENSG00000063177.12,chr19,48619140,48619191,TSS,True,73,366
ENSG00000063177.12,chr19,48616078,48616158,TSS,True,318,366
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,34,172
ENSG00000170906.15,chr19,54105932,54106011,TSS,False,148,172
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,23,102
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,38,253
ENSG00000126254.11,chr19,35631405,35633097,3AS,False,85,143
ENSG00000126254.11,chr19,35629018,35629281,TSS,True,25,171
ENSG00000065000.17,chr19,2100986,2102268,PAS,True,79,150
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,87,164
ENSG00000006015.17,chr19,18588773,18588900,TSS,True,49,129
ENSG00000006015.17,chr19,18588993,18589683,TSS,False,89,129
ENSG00000132002.7,chr19,14518138,14518397,TSS,True,38,287
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,372,630
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,70,166
ENSG00000105223.19,chr19,40364079,40365930,TSS,False,144,166
ENSG00000160953.15,chr19,1354922,1355020,TSS,False,68,132
ENSG00000160953.15,chr19,1354944,1355135,TSS,True,116,132
ENSG00000160953.15,chr19,1370641,1371078,TSS,True,103,120
ENSG00000160953.15,chr19,1376518,1378433,PAS,True,17,116
ENSG00000125505.16,chr19,54189337,54189735,TSS,False,72,143
ENSG00000125505.16,chr19,54180772,54181077,TSS,False,115,141
ENSG00000104852.14,chr19,49101471,49104633,3AS,True,76,124
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,97,419
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,405,540
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,274,531
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,109,431
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,334,431
ENSG00000105254.11,chr19,36114962,36115674,TSS,True,41,164
ENSG00000105254.11,chr19,36115750,36116184,TSS,True,146,164
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,114,208
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,31,218
ENSG00000123136.14,chr19,14409447,14409535,IR,False,112,128
ENSG00000123136.14,chr19,14409873,14410215,IR,False,64,119
ENSG00000123136.14,chr19,14410334,14410988,ES,False,62,109
ENSG00000123136.14,chr19,14411172,14411505,IR,False,99,122
ENSG00000123136.14,chr19,14413012,14414033,TSS,True,113,130
ENSG00000123136.14,chr19,14419269,14419393,TSS,True,26,130
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,123,232
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,53,231
ENSG00000172009.14,chr19,2785484,2785678,TSS,True,35,111
ENSG00000172009.14,chr19,2811422,2811734,TSS,True,85,110
ENSG00000175221.14,chr19,893085,893242,TSS,True,30,104
ENSG00000175221.14,chr19,871925,872416,TSS,True,91,103
ENSG00000099622.13,chr19,1272051,1272426,IR,False,173,262
ENSG00000099622.13,chr19,1272051,1274306,IR,False,141,179
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,139,497
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,241,417
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,234,432
ENSG00000004776.12,chr19,35756810,35757029,TSS,True,19,114
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,45,138
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,77,421
ENSG00000167644.11,chr19,38304490,38304623,3AS,False,111,124
ENSG00000167644.11,chr19,38304208,38304283,TSS,True,47,150
ENSG00000167644.11,chr19,38304294,38304490,TSS,True,127,150
ENSG00000167644.11,chr19,38304621,38304686,TSS,True,131,150
ENSG00000099804.8,chr19,531703,532108,TSS,True,61,255
ENSG00000099804.8,chr19,536240,536340,TSS,True,212,255
ENSG00000167608.11,chr19,54173038,54173219,TSS,True,28,103
ENSG00000125730.16,chr19,6720515,6720661,TSS,True,132,214
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,75,539
ENSG00000089356.18,chr19,35116359,35119167,ES,False,103,124
ENSG00000089356.18,chr19,35116359,35119362,ES,False,771,901
ENSG00000089356.18,chr19,35115649,35115959,TSS,False,881,985
ENSG00000089356.18,chr19,35115881,35116359,TSS,True,191,985
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,39,129
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,265,625
ENSG00000099812.8,chr19,751108,751171,TSS,False,489,643
ENSG00000099812.8,chr19,757299,758726,TSS,False,381,638
ENSG00000099812.8,chr19,748403,748516,TSS,True,457,643
ENSG00000105402.7,chr19,47487634,47488389,PAS,True,20,167
ENSG00000130382.8,chr19,6222120,6222309,TSS,True,94,110
ENSG00000167641.10,chr19,38256138,38256415,TSS,True,64,355
ENSG00000167641.10,chr19,38252893,38254560,TSS,True,296,355
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,72,401
ENSG00000105388.15,chr19,41715904,41717457,3AS,False,106,757
ENSG00000105388.15,chr19,41708620,41708795,TSS,True,269,1007
ENSG00000126247.10,chr19,36140157,36140999,3AS,False,30,142
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,64,203
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,159,202
ENSG00000104880.17,chr19,7395082,7395247,TSS,True,107,127
ENSG00000104880.17,chr19,7463692,7463955,TSS,True,99,124
ENSG00000104880.17,chr19,7468861,7469131,TSS,True,100,113
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,25,138
ENSG00000125753.13,chr19,45506953,45507776,TSS,True,102,176
ENSG00000125753.13,chr19,45521322,45521406,TSS,True,142,175
ENSG00000125753.13,chr19,45522056,45522581,TSS,False,151,174
ENSG00000125753.13,chr19,45522468,45522818,TSS,True,152,174
ENSG00000011422.11,chr19,43645681,43646548,PAS,False,91,111
ENSG00000011422.11,chr19,43670065,43670307,TSS,True,17,111
ENSG00000130159.13,chr19,11529061,11529194,TSS,True,18,155
ENSG00000123159.15,chr19,14491743,14496036,ES,False,173,549
ENSG00000125503.12,chr19,55092865,55093015,3AS,False,110,172
ENSG00000125503.12,chr19,55095600,55095866,3AS,False,56,110
ENSG00000125503.12,chr19,55095866,55096373,TSS,True,185,212
ENSG00000125503.12,chr19,55117222,55117697,TSS,True,162,214
ENSG00000125503.12,chr19,55095444,55095601,TSS,True,186,212
ENSG00000125503.12,chr19,55096050,55096815,TSS,True,188,212
ENSG00000141985.9,chr19,4400323,4400567,TSS,True,51,151
ENSG00000130813.17,chr19,10091353,10091475,IR,False,55,108
ENSG00000130813.17,chr19,10086147,10086448,TSS,True,13,121
ENSG00000186111.9,chr19,3700296,3700518,TSS,True,74,107
ENSG00000178078.11,chr19,4324529,4325215,3AS,False,88,113
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,279,797
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,644,797
ENSG00000121413.12,chr19,58085376,58086173,3AS,False,21,115
ENSG00000121413.12,chr19,58090386,58098173,5AS,False,85,101
ENSG00000121413.12,chr19,58083835,58085379,PAS,True,22,116
ENSG00000121413.12,chr19,58083822,58085376,PAS,True,95,116
ENSG00000121413.12,chr19,58098173,58098251,TSS,True,47,134
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,254,624
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,81,659
ENSG00000079385.21,chr19,42528310,42529391,TSS,True,192,548
ENSG00000063245.14,chr19,55675435,55678526,ES,True,151,169
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,81,206
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,54,231
ENSG00000124299.13,chr19,33521743,33521839,TSS,True,24,183
ENSG00000104936.17,chr19,45770640,45771567,ES,False,122,170
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,25,167
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,62,176
ENSG00000104936.17,chr19,45779777,45782504,TSS,True,151,176
ENSG00000006712.14,chr19,39390817,39391182,TSS,True,18,111
ENSG00000167658.15,chr19,3976050,3976747,PAS,True,201,1463
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,491,1672
ENSG00000104853.15,chr19,44955344,44955467,TSS,True,21,107
ENSG00000104853.15,chr19,44992610,44993351,PAS,True,18,101
ENSG00000105063.18,chr19,55226637,55230531,PAS,True,17,148
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,19,148
ENSG00000197380.10,chr19,46652659,46652783,TSS,True,94,117
ENSG00000197380.10,chr19,46660815,46661180,TSS,False,64,117
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,37,331
ENSG00000065717.14,chr19,3019463,3019698,3AS,False,70,217
ENSG00000065717.14,chr19,3019463,3019698,IR,False,70,104
