gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF911RNV_in_cov,right_cardiac_atrium_ENCFF911RNV_total_cov
ENSG00000006282.20,chr17,50547285,50548282,ES,False,57,472
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,91,569
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,109,1008
ENSG00000174231.16,chr17,1656647,1656763,TSS,True,150,174
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,155,174
ENSG00000174231.16,chr17,1674441,1674680,TSS,True,158,176
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,159,246
ENSG00000121057.12,chr17,57085616,57086074,TSS,True,214,246
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,174,246
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,49,440
ENSG00000133026.12,chr17,8569812,8577235,ES,False,284,379
ENSG00000133026.12,chr17,8623277,8630653,ES,True,296,339
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,53,385
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,71,415
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,70,100
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,60,100
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,80,100
ENSG00000109016.17,chr17,21126927,21126991,TSS,False,42,101
ENSG00000109016.17,chr17,21190947,21194139,PAS,True,13,101
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,316,498
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,249,498
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,753,927
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,165,935
ENSG00000163597.14,chr17,76557857,76561287,ES,False,697,951
ENSG00000006695.10,chr17,14069495,14069648,TSS,True,53,164
ENSG00000006695.10,chr17,14192058,14192221,TSS,True,134,163
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,204,256
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,112,256
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,203,256
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,195,388
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,364,2168
ENSG00000185133.13,chr22,31122400,31123119,TSS,True,116,143
ENSG00000185133.13,chr22,31125489,31126010,TSS,True,48,142
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,170,333
ENSG00000133424.20,chr22,33761370,33761561,TSS,True,283,344
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,194,1051
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,866,1051
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,415,501
ENSG00000100234.11,chr22,32858072,32858138,TSS,True,431,499
ENSG00000183762.12,chr22,29138782,29140281,5AS,False,126,142
ENSG00000183762.12,chr22,29072940,29073227,TSS,True,171,205
ENSG00000183762.12,chr22,29137458,29137674,TSS,True,109,205
ENSG00000253352.9,chr22,30973587,30975169,5AS,False,68,116
ENSG00000253352.9,chr22,30973587,30975169,IR,False,68,114
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,143,174
ENSG00000253352.9,chr22,30969223,30973601,TSS,True,141,174
ENSG00000253352.9,chr22,30972466,30973587,TSS,True,136,174
ENSG00000253352.9,chr22,30975169,30979395,PAS,True,48,165
ENSG00000100109.16,chr22,26510702,26512098,ES,False,123,138
ENSG00000198832.10,chr22,31107376,31107599,TSS,True,70,143
ENSG00000198832.10,chr22,31119882,31120382,TSS,False,83,143
ENSG00000100325.14,chr22,29825257,29832244,ES,False,71,242
ENSG00000100325.14,chr22,29832342,29838177,ES,False,154,236
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,104,378
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,313,378
ENSG00000100307.12,chr22,39152375,39152671,TSS,True,138,157
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,67,118
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,84,118
ENSG00000100413.16,chr22,41532157,41532658,5AS,False,106,119
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,42,106
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,173,231
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,117,231
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,192,334
ENSG00000198911.11,chr22,41876605,41878123,TSS,True,294,328
ENSG00000100296.13,chr22,29529239,29531830,ES,False,26,144
ENSG00000100296.13,chr22,29549158,29553670,ES,False,112,131
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,21,153
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,132,153
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,36,208
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,41,180
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,122,266
ENSG00000100266.18,chr22,42995148,42995237,TSS,True,238,266
ENSG00000100266.18,chr22,42959798,42959892,TSS,False,225,266
ENSG00000239900.12,chr22,40364365,40366435,ES,False,46,236
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,231,317
ENSG00000100014.19,chr22,24270983,24302194,ES,False,75,133
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,56,193
ENSG00000100014.19,chr22,24414533,24417739,PAS,True,123,169
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,118,151
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,134,156
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,124,156
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,267,415
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,321,472
ENSG00000183597.15,chr22,20052584,20055942,ES,False,143,368
ENSG00000183597.15,chr22,20052584,20063337,ME,False,102,136
ENSG00000183597.15,chr22,20052584,20061529,ES,False,107,428
ENSG00000183597.15,chr22,20056013,20063337,ES,False,40,364
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,256,525
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,372,525
ENSG00000099998.17,chr22,24220116,24224995,ES,False,130,157
ENSG00000099998.17,chr22,24233018,24233873,ES,False,22,143
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,23,167
ENSG00000184164.14,chr22,49921761,49922611,ES,False,101,134
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,89,104
ENSG00000100226.15,chr22,38727114,38727348,TSS,True,91,104
ENSG00000100226.15,chr22,38726281,38726440,TSS,True,69,104
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,101,114
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,22,124
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,68,125
ENSG00000186716.20,chr22,23315432,23318036,PAS,True,16,107
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,151,295
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,178,1456
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,208,261
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,205,261
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,80,108
ENSG00000213923.11,chr22,38290690,38294248,PAS,True,78,102
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,58,116
ENSG00000213923.11,chr22,38302860,38302983,TSS,True,105,117
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,31,144
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,127,144
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,1276,1984
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,1132,1984
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,58,443
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,387,443
ENSG00000100345.21,chr22,36319539,36320767,TSS,True,417,466
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,406,471
ENSG00000069998.12,chr22,17148560,17159125,ES,True,91,351
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,51,410
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,69,148
ENSG00000099942.12,chr22,20934140,20934244,TSS,True,131,148
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,13,129
ENSG00000075234.16,chr22,46289899,46292790,ES,True,102,118
ENSG00000075234.16,chr22,46265158,46268072,TSS,True,28,127
ENSG00000100242.15,chr22,38752506,38752671,TSS,True,257,287
ENSG00000100242.15,chr22,38738172,38738234,TSS,True,239,287
ENSG00000100263.13,chr22,29259849,29260237,PAS,True,21,127
ENSG00000100263.13,chr22,29263487,29265668,PAS,True,104,118
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,23,127
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,79,148
ENSG00000170638.9,chr22,50197995,50198074,IR,False,108,168
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,93,173
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,110,173
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,42,161
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,52,209
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,66,251
ENSG00000198355.4,chr22,49960754,49961811,TSS,True,202,251
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,235,1311
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,1096,1309
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,1112,1313
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,465,1313
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,13,109
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,75,210
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,164,210
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,186,356
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,186,353
ENSG00000099899.14,chr22,20115079,20115265,IR,False,87,106
ENSG00000099899.14,chr22,20115447,20115671,IR,False,89,104
ENSG00000099899.14,chr22,20116972,20117096,IR,False,22,113
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,38,131
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,109,131
ENSG00000100416.13,chr22,46337944,46346421,ES,False,76,317
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,72,242
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,73,315
ENSG00000100416.13,chr22,46355588,46355989,IR,False,255,298
ENSG00000100416.13,chr22,46356072,46356841,IR,False,270,302
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,39,337
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,39,337
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,69,292
ENSG00000100225.17,chr22,32475124,32483896,ES,False,45,335
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,77,415
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,351,415
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,108,200
ENSG00000100201.20,chr22,38483437,38486440,PAS,True,83,101
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,77,101
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,86,101
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,70,101
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,63,162
ENSG00000186951.16,chr22,46198338,46198591,TSS,True,85,109
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,42,211
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,48,149
ENSG00000183963.18,chr22,31095609,31097268,ES,False,479,581
ENSG00000183963.18,chr22,31097060,31097268,IR,False,101,157
ENSG00000183963.18,chr22,31099896,31104315,ES,False,185,646
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,205,651
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,37,213
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,61,127
ENSG00000100299.17,chr22,50627165,50627334,TSS,True,108,127
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,102,127
ENSG00000198792.12,chr22,38221710,38224784,ES,False,54,104
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,153,198
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,170,200
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,112,139
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,100,137
ENSG00000075240.16,chr22,46677146,46679791,PAS,True,12,107
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,605,1243
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,253,284
ENSG00000100320.22,chr22,35894812,35895082,TSS,True,222,284
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,28,215
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,38,229
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,119,329
ENSG00000100106.20,chr22,37757147,37758138,TSS,True,279,329
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,39,298
ENSG00000100219.16,chr22,28800297,28800587,TSS,True,21,202
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,446,530
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,278,318
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,242,306
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,240,282
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,58,318
ENSG00000128335.13,chr22,36239440,36239582,TSS,True,14,117
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,72,143
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,72,143
ENSG00000182858.13,chr22,49904066,49904178,IR,True,88,105
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,33,124
ENSG00000182858.13,chr22,49903177,49904254,PAS,True,107,124
ENSG00000099904.15,chr22,20142998,20143756,TSS,True,71,103
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,292,332
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,158,203
ENSG00000099968.17,chr22,17683321,17702242,ES,False,31,253
ENSG00000099968.17,chr22,17689142,17702242,ES,False,28,205
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,50,328
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,197,1542
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,856,1530
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,689,1539
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,474,886
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,290,967
ENSG00000182944.17,chr22,29272375,29272431,TSS,True,854,965
ENSG00000100227.17,chr22,42599793,42602769,ES,False,33,280
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,97,318
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,259,318
ENSG00000100359.20,chr22,40400813,40402138,ES,False,131,499
ENSG00000100359.20,chr22,40409018,40409249,IR,False,440,511
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,56,549
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,86,549
ENSG00000100239.15,chr22,50436452,50437505,ES,False,193,434
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,123,445
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,391,442
ENSG00000241978.9,chr9,110138539,110168398,ES,False,157,655
ENSG00000241978.9,chr9,110156497,110168398,ES,False,439,497
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,579,817
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,736,824
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,492,824
ENSG00000197694.15,chr9,128627942,128630320,ES,False,66,167
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,178,210
ENSG00000197694.15,chr9,128624676,128625978,TSS,True,162,189
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,22,208
ENSG00000172889.15,chr9,136664785,136668556,ES,False,13,108
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,174,207
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,182,207
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,96,207
ENSG00000130723.19,chr9,131483635,131484027,TSS,True,136,152
ENSG00000159884.11,chr9,35660647,35660745,IR,False,111,128
ENSG00000159884.11,chr9,35660858,35660939,IR,False,50,134
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,73,134
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,84,134
ENSG00000159884.11,chr9,35660556,35661187,PAS,True,119,134
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,88,100
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,89,100
ENSG00000165272.15,chr9,33447422,33447615,TSS,True,47,293
ENSG00000165282.13,chr9,35091291,35092542,IR,False,92,137
ENSG00000165282.13,chr9,35091239,35092631,TSS,True,141,169
ENSG00000165282.13,chr9,35096560,35096634,TSS,True,141,169
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,63,169
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,64,466
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,240,329
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,270,359
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,118,359
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,52,108
ENSG00000136826.14,chr9,107489167,107489769,TSS,True,80,108
ENSG00000160408.14,chr9,127896332,127899502,ES,False,59,105
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,58,163
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,30,133
ENSG00000106714.17,chr9,39133132,39140518,3AS,False,62,107
ENSG00000106714.17,chr9,39140638,39165932,ES,False,27,113
ENSG00000106714.17,chr9,39070195,39074011,PAS,True,86,142
ENSG00000106714.17,chr9,39103029,39103914,PAS,True,116,136
ENSG00000106714.17,chr9,39116965,39118259,PAS,True,91,135
ENSG00000188938.16,chr9,93447697,93450478,ES,False,74,173
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,108,177
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,157,177
ENSG00000188938.16,chr9,93452739,93453601,TSS,False,113,177
ENSG00000107372.12,chr9,72360787,72364695,ES,False,236,302
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,61,375
ENSG00000148399.12,chr9,137555648,137564433,3AS,True,100,114
ENSG00000148399.12,chr9,137564606,137565084,ES,False,24,104
ENSG00000148399.12,chr9,137576167,137578624,ES,False,42,106
ENSG00000148399.12,chr9,137554435,137555648,PAS,True,15,115
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,18,100
ENSG00000136856.17,chr9,127397286,127399906,ES,False,24,112
ENSG00000136856.17,chr9,127402753,127403737,3AS,False,15,107
ENSG00000136856.17,chr9,127404991,127407111,ES,False,17,116
ENSG00000136856.17,chr9,127397115,127397286,TSS,True,22,134
ENSG00000136856.17,chr9,127407111,127408417,PAS,True,18,134
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,140,187
ENSG00000137076.20,chr9,35706767,35706901,TSS,True,167,187
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,142,187
ENSG00000137076.20,chr9,35707730,35707895,TSS,True,166,187
ENSG00000106723.16,chr9,88448989,88468371,ES,False,27,113
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,61,152
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,5852,7225
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,3978,7223
ENSG00000148180.19,chr9,121299789,121302167,TSS,True,6307,7223
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,22,149
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,28,110
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,82,110
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,28,110
ENSG00000119333.11,chr9,128635175,128635657,3AS,True,14,114
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,17,122
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,141,909
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,34,170
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,25,238
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,97,232
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,173,238
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,204,237
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,49,166
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,120,166
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,66,106
ENSG00000147862.16,chr9,14307919,14308045,TSS,True,92,106
ENSG00000130714.15,chr9,131503073,131506402,ES,False,52,140
ENSG00000130714.15,chr9,131506453,131508910,ES,True,16,148
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,26,167
ENSG00000138835.22,chr9,113463090,113463881,TSS,True,260,346
ENSG00000138835.22,chr9,113507371,113507638,TSS,True,298,342
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,268,306
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,211,296
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,51,341
ENSG00000138835.22,chr9,113541319,113549766,PAS,True,164,194
ENSG00000169925.16,chr9,134050373,134050590,TSS,False,103,120
ENSG00000169925.16,chr9,134067944,134068122,TSS,False,106,120
ENSG00000169925.16,chr9,134051561,134051602,TSS,True,91,120
ENSG00000169925.16,chr9,134053264,134055816,TSS,True,103,120
ENSG00000213694.4,chr9,88991417,88991695,TSS,True,142,189
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,76,127
ENSG00000198121.13,chr9,111037840,111038452,TSS,True,114,127
ENSG00000198121.13,chr9,111038651,111038825,TSS,True,93,127
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,241,1420
ENSG00000159069.13,chr9,136941684,136942099,IR,True,241,298
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,1317,1527
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,393,1527
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,27,242
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,44,108
ENSG00000148120.16,chr9,94726626,94726751,TSS,True,105,117
ENSG00000148120.16,chr9,95003833,95004286,TSS,False,76,109
ENSG00000148120.16,chr9,95004954,95005220,TSS,True,96,109
