gene,chr,start,end,splice_type,novel,WTC11_ENCFF388HXU_in_cov,WTC11_ENCFF388HXU_total_cov
ENSG00000284294.1,chr22,18945166,18946790,IR,True,16,119
ENSG00000284294.1,chr22,18939455,18939749,TSS,True,119,137
ENSG00000284294.1,chr22,18946790,18947759,PAS,True,104,137
ENSG00000128309.16,chr22,37019872,37024191,ES,False,229,259
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,294,378
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,116,378
ENSG00000182541.17,chr22,31212424,31258290,ES,False,49,166
ENSG00000182541.17,chr22,31212166,31212424,TSS,True,30,201
ENSG00000182541.17,chr22,31278296,31280080,PAS,True,39,194
ENSG00000182541.17,chr22,31276788,31277638,PAS,False,164,194
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,835,957
ENSG00000100241.20,chr22,50467690,50467785,3AS,False,109,147
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,80,225
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,57,479
ENSG00000100167.20,chr22,41994714,41996901,IR,False,35,122
ENSG00000100167.20,chr22,41976745,41977074,TSS,True,19,135
ENSG00000100167.20,chr22,41996901,41998221,PAS,True,99,135
ENSG00000100167.20,chr22,41994620,41998221,PAS,True,37,124
ENSG00000133424.20,chr22,33761558,33919994,ES,False,97,111
ENSG00000133424.20,chr22,33919994,33921045,TSS,True,39,152
ENSG00000100084.14,chr22,19398087,19405785,ES,True,242,281
ENSG00000100084.14,chr22,19407274,19408482,5AS,True,185,260
ENSG00000100084.14,chr22,19431439,19432072,TSS,True,69,334
ENSG00000070010.18,chr22,19475100,19475495,5AS,False,25,226
ENSG00000070010.18,chr22,19448587,19450744,PAS,True,30,252
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,45,223
ENSG00000253352.9,chr22,30971779,30972854,ES,False,116,129
ENSG00000253352.9,chr22,30971779,30972923,3AS,False,27,157
ENSG00000253352.9,chr22,30973587,30975169,5AS,False,131,219
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,160,295
ENSG00000253352.9,chr22,30969223,30969386,TSS,True,258,295
ENSG00000100109.16,chr22,26510702,26512098,ES,False,113,137
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,30,159
ENSG00000184708.17,chr22,31447565,31448152,3AS,False,79,124
ENSG00000184708.17,chr22,31439357,31440121,PAS,True,22,144
ENSG00000184708.17,chr22,31489693,31489876,TSS,True,20,146
ENSG00000099949.19,chr22,20981980,20982571,TSS,True,33,110
ENSG00000100151.15,chr22,38073823,38074306,IR,False,92,105
ENSG00000100151.15,chr22,38057382,38057489,TSS,True,91,108
ENSG00000100151.15,chr22,38057382,38057587,TSS,True,34,108
ENSG00000100151.15,chr22,38074863,38077047,PAS,True,11,105
ENSG00000100325.14,chr22,29832342,29834488,ES,False,89,100
ENSG00000100325.14,chr22,29832342,29834488,5AS,False,89,113
ENSG00000100325.14,chr22,29832342,29838177,ES,False,133,257
ENSG00000183530.13,chr22,31712082,31714638,TSS,True,76,105
ENSG00000183530.13,chr22,31749992,31750187,TSS,True,88,105
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,65,323
ENSG00000100413.16,chr22,41532157,41532658,5AS,False,125,143
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,33,180
ENSG00000100335.14,chr22,39512026,39512317,3AS,False,44,152
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,54,201
ENSG00000100258.17,chr22,50504451,50504558,IR,False,120,164
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,36,175
ENSG00000100425.18,chr22,49787494,49794033,3AS,False,87,100
ENSG00000100425.18,chr22,49827496,49827952,TSS,False,46,135
ENSG00000100425.18,chr22,49822950,49824258,TSS,True,121,135
ENSG00000100281.13,chr22,35257476,35257557,TSS,True,32,109
ENSG00000100281.13,chr22,35264661,35265603,TSS,True,95,106
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,200,772
ENSG00000100393.12,chr22,41091745,41093098,TSS,False,156,208
ENSG00000100296.13,chr22,29549158,29553447,ES,True,54,111
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,128,199
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,88,199
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,42,118
ENSG00000100321.14,chr22,39381695,39385736,PAS,False,94,118
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,75,337
ENSG00000188130.13,chr22,50256646,50256934,5AS,False,136,164
ENSG00000188130.13,chr22,50257193,50258242,ES,True,132,150
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,32,183
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,49,185
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,157,185
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,56,419
ENSG00000159873.9,chr22,28772699,28773034,TSS,True,45,424
ENSG00000239900.12,chr22,40364365,40366435,ES,False,53,498
ENSG00000100014.19,chr22,24270983,24302194,ES,False,98,134
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,51,188
ENSG00000183579.15,chr22,28883477,28884066,TSS,False,18,121
ENSG00000100034.13,chr22,21952791,21952896,TSS,True,17,101
ENSG00000184164.14,chr22,49921761,49922611,ES,False,177,220
ENSG00000183506.17,chr22,21475300,21476001,IR,False,78,100
ENSG00000183506.17,chr22,21476160,21476643,IR,False,55,101
ENSG00000183506.17,chr22,21517324,21517546,TSS,True,37,119
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,62,223
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,46,168
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,551,625
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,554,630
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,77,630
ENSG00000219438.8,chr22,48489322,48489704,TSS,True,28,192
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,413,3134
ENSG00000185340.15,chr22,29310998,29311461,IR,True,97,108
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,31,129
ENSG00000185340.15,chr22,29307023,29308738,TSS,True,104,129
ENSG00000185340.15,chr22,29311461,29312787,PAS,False,30,127
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,107,314
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,60,195
ENSG00000138867.16,chr22,24555614,24555941,TSS,True,162,195
ENSG00000100360.14,chr22,36758409,36762903,IR,False,94,110
ENSG00000100360.14,chr22,36763013,36763918,IR,False,97,114
ENSG00000100360.14,chr22,36775794,36776030,IR,False,14,117
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,32,135
ENSG00000100360.14,chr22,36758210,36764036,PAS,True,106,122
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,32,135
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,117,135
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,69,166
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,108,173
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,141,169
ENSG00000196576.14,chr22,50289516,50290600,TSS,False,152,169
ENSG00000196576.14,chr22,50300276,50300507,TSS,True,140,169
ENSG00000188636.3,chr22,44498043,44498230,TSS,False,34,121
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,108,652
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,149,674
ENSG00000198951.11,chr22,42070366,42070762,IR,True,23,128
ENSG00000198951.11,chr22,42070373,42070762,IR,True,20,125
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,50,155
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,110,155
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,35,258
ENSG00000099889.13,chr22,19970743,19971215,IR,True,133,153
ENSG00000099889.13,chr22,19979080,19979742,IR,True,96,114
ENSG00000099889.13,chr22,19980242,19981210,IR,False,88,112
ENSG00000099889.13,chr22,19969859,19970743,PAS,True,26,165
ENSG00000099889.13,chr22,20016588,20016859,TSS,True,129,169
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,95,167
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,467,914
ENSG00000069998.12,chr22,17143131,17145023,3AS,True,515,593
ENSG00000069998.12,chr22,17148560,17159125,ES,True,128,526
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,107,655
ENSG00000183765.21,chr22,28725367,28734402,ES,False,291,325
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,97,574
ENSG00000241973.10,chr22,20858569,20858831,TSS,False,41,118
ENSG00000079974.17,chr22,50783500,50783680,TSS,True,41,106
ENSG00000079974.17,chr22,50783038,50783667,TSS,True,90,106
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,89,728
ENSG00000073169.13,chr22,50206520,50208535,3AS,False,125,141
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,22,186
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,53,377
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,323,375
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,63,413
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,195,245
ENSG00000100263.13,chr22,29264218,29265478,IR,True,106,223
ENSG00000100263.13,chr22,29267425,29268638,TSS,True,234,263
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,57,263
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,177,248
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,126,304
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,241,304
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,141,407
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,67,474
ENSG00000100426.6,chr22,49853989,49883333,5AS,True,120,134
ENSG00000100426.6,chr22,49853809,49853989,TSS,False,54,174
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,26,241
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,30,141
ENSG00000100288.19,chr22,50580271,50580357,IR,False,111,146
ENSG00000100288.19,chr22,50580660,50581419,IR,True,108,130
ENSG00000100288.19,chr22,50581553,50581748,IR,True,102,128
ENSG00000100288.19,chr22,50581862,50582248,IR,False,73,137
ENSG00000100288.19,chr22,50582357,50582557,IR,False,51,136
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,121,150
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,98,150
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,108,150
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,13,113
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,32,257
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,105,422
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,344,422
ENSG00000099899.14,chr22,20115079,20115265,IR,False,100,127
ENSG00000099899.14,chr22,20115079,20115671,ES,True,12,111
ENSG00000099899.14,chr22,20115447,20115671,IR,False,101,123
ENSG00000099899.14,chr22,20116972,20117096,IR,False,69,135
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,79,147
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,77,147
ENSG00000133422.12,chr22,30926871,30928027,5AS,False,62,265
ENSG00000133422.12,chr22,30967821,30969810,TSS,False,31,274
ENSG00000100416.13,chr22,46337944,46346421,ES,False,79,209
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,81,162
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,51,213
ENSG00000100416.13,chr22,46353867,46355443,IR,False,167,203
ENSG00000100416.13,chr22,46355588,46355989,IR,False,181,225
ENSG00000100416.13,chr22,46356072,46356841,IR,False,205,231
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,32,242
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,34,248
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,52,306
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,275,306
ENSG00000186575.17,chr22,29681601,29694751,ES,False,34,101
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,40,128
ENSG00000100116.16,chr22,37808163,37812886,ES,False,14,111
ENSG00000244486.8,chr22,20437581,20438352,TSS,True,20,100
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,185,209
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,70,280
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,228,280
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,58,170
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,139,170
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,27,204
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,251,856
ENSG00000100099.20,chr22,26465551,26466225,ES,False,90,125
ENSG00000100099.20,chr22,26466262,26468550,ES,True,107,119
ENSG00000100099.20,chr22,26470813,26472301,3AS,False,105,117
ENSG00000100099.20,chr22,26482240,26483764,5AS,False,47,115
ENSG00000100099.20,chr22,26451474,26453404,PAS,True,16,146
ENSG00000100099.20,chr22,26483764,26483865,TSS,True,102,149
ENSG00000100099.20,chr22,26483673,26483828,TSS,True,93,149
ENSG00000100099.20,chr22,26483744,26483851,TSS,True,134,149
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,42,130
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,96,130
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,76,404
ENSG00000075218.18,chr22,46297479,46308318,ES,True,32,159
ENSG00000075218.18,chr22,46296768,46296931,TSS,False,89,176
ENSG00000075218.18,chr22,46296924,46297479,TSS,True,104,176
ENSG00000075218.18,chr22,46330046,46330810,PAS,True,86,176
ENSG00000075218.18,chr22,46333081,46334270,PAS,True,103,176
ENSG00000161179.13,chr22,21628787,21629307,ES,False,19,111
ENSG00000161179.13,chr22,21629187,21629307,IR,False,96,107
ENSG00000161179.13,chr22,21629407,21629601,5AS,False,52,100
ENSG00000161179.13,chr22,21629761,21629850,IR,False,104,125
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,32,137
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,21,190
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,592,1318
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,624,1352
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,760,1352
ENSG00000015475.18,chr22,17739488,17774380,ES,False,13,124
ENSG00000015475.18,chr22,17744013,17774380,ES,False,12,109
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,15,139
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,131,196
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,119,184
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,142,283
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,245,283
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,61,292
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,55,335
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,61,333
ENSG00000100105.17,chr22,31327309,31335691,ES,False,207,246
ENSG00000100105.17,chr22,31325803,31327309,PAS,True,65,313
ENSG00000100105.17,chr22,31340676,31341683,PAS,False,250,308
ENSG00000099917.17,chr22,20568631,20582610,ES,False,201,269
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,49,312
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,120,134
ENSG00000100023.18,chr22,21669962,21670565,ES,False,155,177
ENSG00000100023.18,chr22,21665982,21666131,TSS,True,22,213
ENSG00000100023.18,chr22,21696884,21698261,PAS,True,191,213
ENSG00000100023.18,chr22,21696746,21698261,PAS,True,189,213
ENSG00000100023.18,chr22,21695393,21698306,PAS,True,109,205
ENSG00000100023.18,chr22,21695866,21698284,PAS,True,164,205
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,159,1041
ENSG00000128191.15,chr22,20080034,20080383,TSS,False,60,124
ENSG00000128191.15,chr22,20085683,20086683,TSS,True,103,124
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,141,1111
ENSG00000100395.14,chr22,41205284,41205386,TSS,True,23,186
ENSG00000099904.15,chr22,20139892,20140114,IR,True,63,102
ENSG00000099904.15,chr22,20140217,20140616,IR,True,78,102
ENSG00000099904.15,chr22,20131177,20132051,TSS,True,31,153
ENSG00000093009.9,chr22,19480019,19480157,IR,False,93,108
ENSG00000093009.9,chr22,19479755,19480019,TSS,True,22,115
ENSG00000093009.9,chr22,19479880,19480217,TSS,True,99,115
ENSG00000093009.9,chr22,19520480,19520617,PAS,True,15,115
ENSG00000100316.15,chr22,39317021,39317460,IR,True,76,125
ENSG00000100316.15,chr22,39318566,39319594,IR,True,94,137
ENSG00000093000.18,chr22,45168246,45171599,ES,False,517,610
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,98,706
ENSG00000241484.9,chr22,44752555,44752627,TSS,True,76,194
ENSG00000241484.9,chr22,44785405,44786606,TSS,True,133,194
ENSG00000241484.9,chr22,44862274,44862787,PAS,True,21,194
ENSG00000100038.19,chr22,21957595,21958491,IR,False,112,167
ENSG00000100038.19,chr22,21959232,21959650,5AS,True,18,154
ENSG00000100038.19,chr22,21970406,21971876,ES,False,61,128
ENSG00000100038.19,chr22,21975807,21982729,ES,False,90,118
ENSG00000100038.19,chr22,21957018,21957595,PAS,True,64,178
ENSG00000100038.19,chr22,21954356,21958693,PAS,True,116,171
ENSG00000100038.19,chr22,21982729,21982846,TSS,False,60,178
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,155,175
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,58,182
ENSG00000099968.17,chr22,17689142,17702242,ES,False,12,114
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,22,158
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,20,145
ENSG00000099968.17,chr22,17702242,17703760,PAS,True,126,145
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,86,710
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,149,696
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,571,710
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,1418,2506
ENSG00000185252.18,chr22,20394662,20400631,ES,False,43,158
ENSG00000185252.18,chr22,20394114,20394662,TSS,True,50,210
ENSG00000100227.17,chr22,42599793,42602769,ES,False,110,547
ENSG00000100359.20,chr22,40400813,40402138,ES,False,71,270
ENSG00000100359.20,chr22,40407328,40407412,IR,False,259,291
ENSG00000100359.20,chr22,40409018,40409249,IR,False,184,267
ENSG00000100359.20,chr22,40409018,40409339,IR,False,17,100
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,35,301
ENSG00000100239.15,chr22,50372150,50393892,ES,False,100,114
ENSG00000100239.15,chr22,50436452,50437505,ES,False,29,125
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,21,138
ENSG00000133477.16,chr22,39994780,39995531,TSS,True,48,119
ENSG00000160293.16,chr9,133768596,133770377,ES,False,100,121
ENSG00000160293.16,chr9,133992074,133993499,TSS,True,40,140
ENSG00000148331.11,chr9,129638659,129639201,IR,True,111,133
ENSG00000148331.11,chr9,129641886,129642162,TSS,True,15,146
ENSG00000167106.11,chr9,127979991,127981068,TSS,True,17,133
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,101,120
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,61,122
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,133,461
ENSG00000196730.12,chr9,87706131,87708651,PAS,True,47,431
ENSG00000197694.15,chr9,128591625,128594174,ES,False,168,225
ENSG00000197694.15,chr9,128609284,128611713,ES,False,175,295
ENSG00000197694.15,chr9,128609284,128611713,5AS,True,175,201
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,280,421
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,193,239
ENSG00000126883.16,chr9,131144754,131146161,3AS,False,19,116
ENSG00000126883.16,chr9,131189131,131197215,ES,True,16,132
ENSG00000126883.16,chr9,131125572,131125749,TSS,True,52,159
ENSG00000126883.16,chr9,131197273,131199015,TSS,True,141,157
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,68,195
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,133,195
ENSG00000130723.19,chr9,131481808,131482373,3AS,False,79,140
ENSG00000130723.19,chr9,131486182,131487166,ES,True,138,162
ENSG00000130723.19,chr9,131492260,131495739,ES,False,93,201
ENSG00000130723.19,chr9,131393953,131394263,TSS,True,292,357
ENSG00000130723.19,chr9,131474477,131476535,TSS,False,310,345
ENSG00000148019.13,chr9,78248873,78251907,3AS,False,115,138
ENSG00000148019.13,chr9,78248873,78251907,IR,True,115,129
ENSG00000148019.13,chr9,78265543,78266441,ES,False,97,143
ENSG00000148019.13,chr9,78236036,78236603,TSS,True,31,171
ENSG00000148019.13,chr9,78270840,78278431,PAS,True,93,165
ENSG00000148019.13,chr9,78266441,78267076,PAS,True,80,165
ENSG00000172785.18,chr9,175784,178815,ES,False,212,259
ENSG00000172785.18,chr9,119276,121573,PAS,True,34,265
ENSG00000172785.18,chr9,172901,173366,PAS,True,232,261
ENSG00000167081.16,chr9,125748623,125929654,ES,False,18,122
ENSG00000167081.16,chr9,125960849,125963011,ES,False,59,132
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,20,150
ENSG00000148154.9,chr9,111896766,111897313,TSS,True,40,232
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,33,232
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,91,419
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,73,410
ENSG00000196642.18,chr9,136833719,136834341,PAS,False,320,361
ENSG00000198722.14,chr9,35386293,35389848,3AS,True,25,140
ENSG00000198722.14,chr9,35161930,35162305,TSS,True,66,172
ENSG00000165282.13,chr9,35096560,35096634,TSS,True,52,108
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,92,108
ENSG00000165282.13,chr9,35096154,35096587,TSS,True,95,108
ENSG00000099219.13,chr9,5801328,5810010,ES,True,45,207
ENSG00000099219.13,chr9,5832689,5833164,TSS,True,30,229
ENSG00000137135.17,chr9,35658874,35659173,PAS,True,93,136
