gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000184436.11,chr22,21001255,21001779,TSS,True,96,145
ENSG00000100201.20,chr22,38483437,38486440,PAS,True,130,150
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,117,149
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,104,149
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,110,148
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,53,195
ENSG00000167065.13,chr22,30667461,30667879,TSS,True,17,103
ENSG00000128271.21,chr22,24423896,24423957,TSS,True,66,103
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,39,315
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,279,315
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,35,145
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,59,122
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,101,122
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,109,122
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,52,351
ENSG00000100299.17,chr22,50627792,50627945,IR,False,26,128
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,73,180
ENSG00000100299.17,chr22,50627165,50627334,TSS,True,154,180
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,149,180
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,146,168
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,155,173
ENSG00000161179.13,chr22,21629187,21629307,IR,False,112,130
ENSG00000161179.13,chr22,21629761,21629850,IR,False,102,136
ENSG00000161179.13,chr22,21629307,21630065,TSS,True,124,146
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,44,146
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,22,117
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,37,114
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,73,366
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,326,366
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,54,276
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,95,363
ENSG00000100106.20,chr22,37757147,37758138,TSS,True,324,363
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,634,732
ENSG00000128335.13,chr22,36239440,36239582,TSS,True,13,128
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,47,108
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,78,108
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,87,238
ENSG00000100297.15,chr22,35406550,35406725,TSS,True,214,238
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,185,276
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,95,276
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,44,301
ENSG00000100316.15,chr22,39318566,39319594,IR,True,117,153
ENSG00000100100.12,chr22,31283288,31289498,ES,False,31,284
ENSG00000100100.12,chr22,31292274,31292529,TSS,True,38,286
ENSG00000239282.7,chr22,30286098,30286824,ES,False,18,134
ENSG00000239282.7,chr22,30286948,30287154,3AS,False,114,137
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,330,371
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,73,116
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,42,105
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,265,330
ENSG00000077942.18,chr22,45541222,45541372,TSS,True,296,330
ENSG00000077942.18,chr22,45543399,45543526,TSS,True,282,330
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,216,327
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,112,330
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,492,976
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,282,1131
ENSG00000100227.17,chr22,42599793,42602769,ES,False,13,122
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,107,196
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,162,196
ENSG00000180957.17,chr22,27851668,27853663,PAS,True,13,115
ENSG00000100359.20,chr22,40400813,40402138,ES,False,157,496
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,58,543
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,73,542
ENSG00000128245.14,chr22,31944515,31944820,TSS,True,15,108
ENSG00000128245.14,chr22,31944512,31945235,TSS,False,97,108
ENSG00000100239.15,chr22,50438762,50439700,3AS,False,91,104
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,50,110
ENSG00000241978.9,chr9,110138539,110168398,ES,False,217,396
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,311,436
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,213,440
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,389,440
ENSG00000172889.15,chr9,136663108,136664694,ES,True,67,108
ENSG00000172889.15,chr9,136663108,136664694,3AS,True,67,669
ENSG00000172889.15,chr9,136664785,136668556,ES,False,78,734
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,866,1002
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,294,1002
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,158,255
ENSG00000095370.19,chr9,127762120,127762301,TSS,True,221,254
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,178,253
ENSG00000172785.18,chr9,175784,178815,ES,False,225,305
ENSG00000165282.13,chr9,35091291,35092542,IR,False,73,102
ENSG00000165282.13,chr9,35091239,35092631,TSS,True,106,141
ENSG00000165282.13,chr9,35096560,35096634,TSS,True,121,141
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,56,141
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,15,149
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,96,150
ENSG00000196305.17,chr9,92255606,92256800,PAS,True,93,126
ENSG00000196305.17,chr9,92256357,92260234,PAS,True,98,120
ENSG00000196305.17,chr9,92262968,92263055,PAS,True,88,116
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,120,150
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,84,150
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,36,202
ENSG00000160408.14,chr9,127896332,127899502,ES,False,63,141
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,82,223
ENSG00000281649.1,chr9,37080536,37086667,ES,False,162,182
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,40,219
ENSG00000188938.16,chr9,93447697,93450478,ES,False,71,156
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,105,132
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,57,164
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,137,164
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,59,118
ENSG00000107372.12,chr9,72356930,72357059,TSS,True,94,118
ENSG00000148399.12,chr9,137574843,137576079,3AS,True,138,181
ENSG00000148399.12,chr9,137574843,137576079,IR,False,138,168
ENSG00000148399.12,chr9,137576167,137577469,ES,False,79,160
ENSG00000148399.12,chr9,137576167,137578624,ES,False,35,216
ENSG00000148399.12,chr9,137576402,137578624,ES,False,23,103
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,36,102
ENSG00000148308.17,chr9,133054809,133056011,ES,False,115,136
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,20,143
ENSG00000106789.12,chr9,98192558,98192782,TSS,False,30,198
ENSG00000135040.15,chr9,85941033,85941874,TSS,False,74,115
ENSG00000135040.15,chr9,85941050,85941273,TSS,True,71,115
ENSG00000135040.15,chr9,85941145,85941405,TSS,True,96,115
ENSG00000135040.15,chr9,86016538,86016676,PAS,True,12,110
ENSG00000148180.19,chr9,121281562,121301962,ME,False,90,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,89,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,89,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,89,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,88,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,85,130
ENSG00000148180.19,chr9,121281562,121301962,ME,False,85,130
ENSG00000148180.19,chr9,121300005,121301962,5AS,True,88,103
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,536,2140
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,30,119
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,97,119
ENSG00000153714.5,chr9,12775019,12776027,TSS,True,27,249
ENSG00000153714.5,chr9,12821385,12823059,PAS,False,30,249
ENSG00000048828.16,chr9,93527154,93527242,TSS,True,108,122
ENSG00000048828.16,chr9,93529350,93529580,TSS,False,101,122
ENSG00000048828.16,chr9,93557855,93558010,TSS,True,94,121
ENSG00000169155.9,chr9,126805132,126832486,ES,False,21,138
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,19,157
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,69,191
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,124,194
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,71,194
ENSG00000148396.18,chr9,136443822,136447264,TSS,True,100,115
ENSG00000148396.18,chr9,136446854,136446984,TSS,True,102,115
ENSG00000148396.18,chr9,136447226,136447368,TSS,True,102,115
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,105,117
ENSG00000085265.10,chr9,134907444,134910045,PAS,True,50,482
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,58,106
ENSG00000181090.20,chr9,137834772,137836127,PAS,True,54,101
ENSG00000106853.19,chr9,111563231,111570090,ES,False,113,132
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,76,144
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,79,144
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,339,1715
ENSG00000160326.13,chr9,133473250,133473979,ES,False,37,250
ENSG00000160326.13,chr9,133478967,133479561,TSS,True,95,267
ENSG00000160326.13,chr9,133477034,133477407,TSS,True,226,267
ENSG00000106785.14,chr9,98118981,98119401,TSS,True,23,111
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,77,404
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,344,410
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,169,521
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,364,521
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,18,104
ENSG00000138835.22,chr9,113580885,113581005,TSS,True,270,301
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,221,301
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,155,282
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,38,320
ENSG00000169925.16,chr9,134050373,134050590,TSS,False,93,105
ENSG00000169925.16,chr9,134067944,134068122,TSS,False,93,108
ENSG00000169925.16,chr9,134051561,134051602,TSS,True,75,105
ENSG00000169925.16,chr9,134053264,134055816,TSS,True,97,108
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,124,928
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,92,805
ENSG00000159069.13,chr9,136941684,136942099,IR,True,92,111
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,739,853
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,229,853
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,351,681
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,63,318
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,400,756
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,501,756
ENSG00000198917.12,chr9,128823863,128824071,3AS,True,27,209
ENSG00000127191.17,chr9,136886418,136886541,TSS,False,40,144
ENSG00000127191.17,chr9,136896008,136898928,TSS,True,125,144
ENSG00000106733.20,chr9,75069102,75069894,ES,False,36,182
ENSG00000106733.20,chr9,75077580,75083086,ES,False,129,175
ENSG00000106733.20,chr9,75083150,75088007,5AS,True,151,169
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,29,192
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,163,1380
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,334,1162
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,87,219
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,168,219
ENSG00000080608.9,chr9,2826112,2828778,PAS,True,185,216
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,35,219
ENSG00000080608.9,chr9,2838425,2838518,TSS,True,197,219
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,62,109
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,85,109
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,95,109
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,34,239
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,40,225
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,29,176
ENSG00000122729.18,chr9,32449997,32457040,PAS,True,30,175
ENSG00000160325.14,chr9,133463555,133467920,ES,False,72,378
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,110,442
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,393,442
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,203,830
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,688,830
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,677,830
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,164,830
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,111,195
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,155,195
ENSG00000148356.13,chr9,127451669,127451928,IR,False,125,166
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,47,172
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,131,172
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,97,172
ENSG00000148356.13,chr9,127479838,127479979,PAS,True,109,171
ENSG00000148356.13,chr9,127481182,127481218,PAS,True,146,172
ENSG00000187742.14,chr9,89318469,89318612,TSS,True,18,117
ENSG00000187742.14,chr9,89358720,89359660,PAS,True,103,117
ENSG00000148187.17,chr9,122264938,122270863,ES,False,121,138
ENSG00000148187.17,chr9,122285287,122291748,ES,False,124,140
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,30,181
ENSG00000122694.15,chr9,36136709,36136791,TSS,False,16,148
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,326,786
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,201,244
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,330,791
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,465,791
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,460,796
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,595,796
ENSG00000165119.20,chr9,83978372,83980623,TSS,False,648,796
ENSG00000176978.13,chr9,137111754,137111940,IR,True,103,121
ENSG00000176978.13,chr9,137112230,137112744,IR,True,1304,1490
ENSG00000176978.13,chr9,137114576,137114646,IR,False,1252,1461
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,259,1514
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,1304,1514
ENSG00000136874.10,chr9,99906645,99906706,TSS,True,13,106
ENSG00000136874.10,chr9,99911966,99915362,TSS,True,95,106
ENSG00000095261.13,chr9,120816037,120818163,PAS,True,18,137
ENSG00000119321.8,chr9,113169273,113169942,PAS,True,73,138
ENSG00000119321.8,chr9,113176438,113178801,PAS,True,111,136
ENSG00000119321.8,chr9,113221190,113221418,TSS,True,36,141
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,72,203
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,171,203
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,71,590
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,14,127
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,21,101
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,43,176
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,147,176
ENSG00000119414.11,chr9,125189643,125189915,TSS,True,12,117
ENSG00000095321.16,chr9,129108077,129110482,ES,False,55,114
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,29,145
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,23,104
ENSG00000197958.12,chr9,127447673,127447726,PAS,False,28,271
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,44,271
ENSG00000204054.13,chr9,129489299,129493418,3AS,False,235,295
ENSG00000204054.13,chr9,129489299,129503322,ES,False,88,419
ENSG00000204054.13,chr9,129488667,129489299,TSS,True,53,469
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,36,156
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,70,192
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,154,192
ENSG00000095383.19,chr9,98198997,98199588,PAS,True,57,306
ENSG00000095383.19,chr9,98255172,98256104,TSS,True,68,306
ENSG00000197070.13,chr9,137615000,137615073,IR,False,254,322
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,71,327
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,261,327
ENSG00000136908.17,chr9,127936655,127937433,IR,False,55,108
ENSG00000136908.17,chr9,127936552,127937830,TSS,True,98,115
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,31,115
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,103,115
ENSG00000148288.12,chr9,133154242,133155177,3AS,False,12,101
ENSG00000148288.12,chr9,133155936,133156019,5AS,True,14,108
ENSG00000148288.12,chr9,133156065,133161466,3AS,False,92,109
ENSG00000148288.12,chr9,133152929,133154261,PAS,True,23,113
ENSG00000148288.12,chr9,133152948,133154242,PAS,True,101,113
ENSG00000148288.12,chr9,133163753,133163981,TSS,True,12,113
ENSG00000235106.9,chr9,134025333,134025536,TSS,True,30,166
ENSG00000235106.9,chr9,134026207,134028099,PAS,True,24,144
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,11,102
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,85,339
ENSG00000165025.14,chr9,90801787,90802039,TSS,True,297,339
ENSG00000137074.18,chr9,32987731,32988082,IR,False,14,123
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,13,124
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,47,126
ENSG00000137074.18,chr9,32989895,33001566,ES,True,83,103
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,17,154
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,42,148
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,70,108
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,25,123
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,63,119
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,97,119
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,17,134
ENSG00000165219.21,chr9,125261959,125298889,ES,False,49,108
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,37,115
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,28,136
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,72,130
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,74,130
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,40,274
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,76,220
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,219,295
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,152,295
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,231,295
ENSG00000136783.9,chr9,104747667,104747852,TSS,False,23,161
ENSG00000136783.9,chr9,104759082,104759171,TSS,True,142,161
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,194,283
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,205,281
ENSG00000106771.12,chr9,109087172,109087269,TSS,False,43,119
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,17,119
ENSG00000185432.11,chr12,50929913,50932500,PAS,True,38,103
ENSG00000185432.11,chr12,50931614,50932522,PAS,False,89,119
ENSG00000073060.15,chr12,124778586,124786356,ES,False,28,199
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,40,210
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,57,284
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,53,419
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,81,112
ENSG00000111237.18,chr12,110491524,110492122,PAS,True,28,158
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,124,158
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,63,158
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,94,213
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,239,289
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,83,289
ENSG00000092841.18,chr12,56160320,56160625,IR,False,196,418
ENSG00000092841.18,chr12,56160320,56161386,ES,False,257,447
ENSG00000092841.18,chr12,56160320,56161386,IR,True,257,476
ENSG00000092841.18,chr12,56160670,56161386,IR,True,195,419
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,112,744
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,229,681
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,471,678
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,101,157
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,20,166
ENSG00000111452.12,chr12,130953078,130954531,TSS,True,121,157
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,93,112
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,18,103
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,17,115
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,638,1200
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,815,1200
ENSG00000139579.12,chr12,56224441,56224833,IR,False,99,113
ENSG00000139579.12,chr12,56224322,56224441,TSS,False,33,132
ENSG00000139579.12,chr12,56222049,56224935,TSS,True,118,132
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,520,1835
ENSG00000182199.10,chr12,57230053,57230244,TSS,True,1580,1835
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,37,126
