gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000139636.15,chr12,49103813,49104447,IR,True,109,123
ENSG00000139636.15,chr12,49105957,49106960,IR,True,93,113
ENSG00000139636.15,chr12,49096546,49097739,PAS,True,40,135
ENSG00000139372.14,chr12,103966060,103979830,ES,False,12,113
ENSG00000139372.14,chr12,103965802,103966060,TSS,True,15,130
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,28,269
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,378,503
ENSG00000135506.15,chr12,57719182,57720405,ES,False,240,500
ENSG00000111790.13,chr12,26957743,26963341,ES,False,274,340
ENSG00000172572.6,chr12,20368515,20370244,TSS,True,93,245
ENSG00000172572.6,chr12,20556656,20556710,TSS,True,209,241
ENSG00000172572.6,chr12,20680029,20685409,PAS,True,184,224
ENSG00000172572.6,chr12,20653946,20654205,PAS,True,108,223
ENSG00000172572.6,chr12,20556659,20559670,PAS,True,180,210
ENSG00000090612.20,chr12,133181627,133181945,5AS,False,23,171
ENSG00000090612.20,chr12,133192003,133202143,ES,False,49,174
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,39,186
ENSG00000090612.20,chr12,133181492,133181627,TSS,True,163,186
ENSG00000120832.9,chr12,106977012,106978771,PAS,True,18,101
ENSG00000120832.9,chr12,106986968,106987162,TSS,True,62,101
ENSG00000120832.9,chr12,106985114,106987146,TSS,True,54,101
ENSG00000111641.11,chr12,6560326,6560446,IR,False,213,262
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,87,243
ENSG00000111641.11,chr12,6566324,6566528,IR,False,87,101
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,221,256
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,50,271
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,236,271
ENSG00000152556.16,chr12,48135038,48137720,ES,False,73,553
ENSG00000152556.16,chr12,48135038,48137720,5AS,False,73,115
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,130,628
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,250,364
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,123,387
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,276,387
ENSG00000184047.17,chr12,122218397,122225964,ME,False,17,155
ENSG00000151135.9,chr12,106956065,106967110,ES,False,40,162
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,124,243
ENSG00000139697.13,chr12,123350441,123364700,ES,True,225,254
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,110,266
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,191,266
ENSG00000198040.10,chr12,133037545,133041277,ES,True,104,122
ENSG00000198040.10,chr12,133037545,133041277,5AS,False,104,138
ENSG00000198040.10,chr12,133037275,133037545,TSS,True,83,216
ENSG00000198040.10,chr12,133037282,133037554,TSS,True,181,216
ENSG00000123415.15,chr12,54187818,54188957,TSS,True,126,153
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,83,153
ENSG00000123415.15,chr12,54183655,54183963,TSS,True,125,153
ENSG00000065361.15,chr12,56079188,56080382,TSS,True,73,122
ENSG00000065361.15,chr12,56101528,56103505,PAS,True,28,118
ENSG00000073614.12,chr12,388926,389635,TSS,True,61,467
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,718,6719
ENSG00000058272.18,chr12,79805768,79807225,ES,False,37,113
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,52,162
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,135,161
ENSG00000078246.16,chr12,2909580,2922261,ES,False,21,106
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,42,381
ENSG00000111371.15,chr12,46243314,46268525,ES,False,181,204
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,258,474
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,326,474
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,17,143
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,32,143
ENSG00000139350.11,chr12,96944638,96944795,PAS,True,126,143
ENSG00000134283.17,chr12,42326229,42335882,ES,False,87,107
ENSG00000134283.17,chr12,42335974,42355160,ES,False,31,104
ENSG00000134283.17,chr12,42375074,42387455,ES,False,78,101
ENSG00000134283.17,chr12,42325947,42326229,TSS,True,18,125
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,21,109
ENSG00000111445.13,chr12,118016892,118019071,ES,False,161,188
ENSG00000111445.13,chr12,118031181,118032239,PAS,True,28,191
ENSG00000082805.19,chr12,1110347,1115865,ES,False,87,158
ENSG00000082805.19,chr12,990396,990629,TSS,False,177,208
ENSG00000082805.19,chr12,991222,991322,TSS,True,146,208
ENSG00000082805.19,chr12,991206,991487,TSS,True,181,208
ENSG00000082805.19,chr12,991531,991619,TSS,True,176,208
ENSG00000082805.19,chr12,1181924,1182159,PAS,True,117,180
ENSG00000082805.19,chr12,1490092,1495932,PAS,True,156,188
ENSG00000082805.19,chr12,1141619,1142213,PAS,False,148,179
ENSG00000151743.10,chr12,31728970,31729100,TSS,True,11,109
ENSG00000110911.15,chr12,51010766,51026314,5AS,False,146,262
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,216,306
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,107,306
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,157,306
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,189,306
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,135,253
ENSG00000111653.19,chr12,6652770,6652944,5AS,False,41,159
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,106,132
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,16,143
ENSG00000111605.17,chr12,69269511,69274358,PAS,True,18,138
ENSG00000196387.9,chr12,133081072,133083102,ES,False,18,145
ENSG00000196387.9,chr12,133083561,133105509,ES,False,100,165
ENSG00000196387.9,chr12,133080357,133080551,TSS,False,147,172
ENSG00000196387.9,chr12,133080424,133081072,TSS,True,29,172
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,143,226
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,123,226
ENSG00000064102.14,chr12,26914026,26914128,PAS,True,201,226
ENSG00000050426.15,chr12,51049185,51053777,ES,False,23,117
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,25,142
ENSG00000050426.15,chr12,51049185,51056349,ES,False,72,253
ENSG00000050426.15,chr12,51052207,51056349,ES,False,25,119
ENSG00000050426.15,chr12,51056502,51059360,ES,False,33,254
ENSG00000161813.21,chr12,50400824,50401028,TSS,True,27,106
ENSG00000161813.21,chr12,50401351,50401479,TSS,True,93,106
ENSG00000161813.21,chr12,50475525,50480025,PAS,True,20,100
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,54,486
ENSG00000187109.13,chr12,76047718,76048392,IR,False,135,367
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,87,222
ENSG00000187109.13,chr12,76047718,76048420,IR,False,87,319
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,343,574
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,352,574
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,501,572
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,58,115
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,72,115
ENSG00000111602.11,chr12,56432521,56433025,3AS,False,37,233
ENSG00000111602.11,chr12,56416355,56417786,PAS,True,105,272
ENSG00000111602.11,chr12,56428235,56428405,PAS,True,215,253
ENSG00000111602.11,chr12,56449309,56449457,TSS,True,48,274
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,882,2245
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1832,2076
ENSG00000166598.14,chr12,103947310,103949346,PAS,True,2002,2244
ENSG00000204852.15,chr12,110614402,110626361,ES,False,16,138
ENSG00000204852.15,chr12,110649042,110649133,PAS,True,30,147
ENSG00000135678.11,chr12,68933141,68933214,TSS,True,15,124
ENSG00000089154.10,chr12,120127177,120127974,PAS,False,43,140
ENSG00000089154.10,chr12,120194679,120194980,TSS,False,103,140
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,24,215
ENSG00000070961.15,chr12,89588048,89591295,PAS,True,158,183
ENSG00000070961.15,chr12,89626505,89626615,PAS,True,144,161
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,52,158
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,133,196
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,105,196
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,294,405
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,44,171
ENSG00000089818.17,chr12,8082202,8082383,TSS,True,21,190
ENSG00000136051.14,chr12,105120597,105121100,3AS,False,226,253
ENSG00000136051.14,chr12,105164640,105169134,PAS,True,227,263
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,77,261
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,65,115
ENSG00000111011.17,chr12,122511117,122511188,PAS,False,95,113
ENSG00000111011.17,chr12,122516725,122517430,PAS,True,95,112
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,12,116
ENSG00000175203.15,chr12,57535845,57546019,5AS,True,107,120
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,826,946
ENSG00000139531.12,chr12,55997723,56002211,ES,False,88,139
ENSG00000139531.12,chr12,56002271,56003617,ES,False,28,147
ENSG00000139531.12,chr12,55997256,55997339,TSS,False,31,176
ENSG00000139055.6,chr12,14928944,14929127,TSS,False,74,125
ENSG00000139055.6,chr12,14938414,14938524,TSS,False,55,125
ENSG00000135655.15,chr12,62404192,62409721,PAS,True,44,117
ENSG00000135655.15,chr12,62302789,62304845,PAS,True,96,110
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,122,137
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,15,148
ENSG00000075415.12,chr12,98593740,98593974,IR,False,2318,2584
ENSG00000075415.12,chr12,98593740,98593978,IR,False,98,368
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,280,2697
ENSG00000028203.17,chr12,95252071,95257149,ES,False,367,534
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,349,570
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,70,622
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,238,456
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,299,456
ENSG00000111581.9,chr12,68713729,68715495,PAS,True,404,452
ENSG00000135486.17,chr12,54281499,54281794,IR,True,83,105
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,287,447
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,100,185
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,157,183
ENSG00000004700.15,chr12,21499615,21501412,5AS,False,16,155
ENSG00000004700.15,chr12,21501215,21501412,IR,False,45,186
ENSG00000004700.15,chr12,21501215,21501462,IR,False,32,173
ENSG00000004700.15,chr12,21501372,21501462,IR,False,35,176
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,171,311
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,250,311
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,223,311
ENSG00000089234.15,chr12,111642144,111644562,PAS,True,24,149
ENSG00000139620.12,chr12,48655060,48660467,5AS,False,54,262
ENSG00000139620.12,chr12,48660619,48667692,ES,False,226,264
ENSG00000139620.12,chr12,48671962,48679654,ES,False,32,271
ENSG00000110906.12,chr12,109477259,109477352,TSS,True,12,101
ENSG00000174456.13,chr12,110042459,110048362,ES,False,88,121
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,30,113
ENSG00000136044.11,chr12,105176082,105177225,ES,True,101,623
ENSG00000136044.11,chr12,105173294,105174448,PAS,True,111,732
ENSG00000171681.12,chr12,14425473,14434339,3AS,False,38,186
ENSG00000171681.12,chr12,14365492,14365827,TSS,True,87,228
ENSG00000171681.12,chr12,14384627,14385400,TSS,True,171,228
ENSG00000171681.12,chr12,14423908,14425153,PAS,True,176,206
ENSG00000171681.12,chr12,14460494,14461133,PAS,True,127,218
ENSG00000171681.12,chr12,14475889,14476435,PAS,True,161,218
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,99,282
ENSG00000139116.18,chr12,39442926,39443689,TSS,True,15,102
ENSG00000166986.14,chr12,57512103,57512235,IR,False,1222,1459
ENSG00000166986.14,chr12,57512103,57512302,IR,False,43,281
ENSG00000166986.14,chr12,57512103,57512750,5AS,True,67,104
ENSG00000166986.14,chr12,57512103,57512750,IR,True,67,235
ENSG00000166986.14,chr12,57512353,57512750,IR,True,1301,1470
ENSG00000166986.14,chr12,57516434,57516660,PAS,True,190,1593
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,195,1382
ENSG00000052126.14,chr12,19129475,19129888,TSS,True,56,192
ENSG00000052126.14,chr12,19274513,19274983,TSS,True,89,102
ENSG00000052126.14,chr12,19283271,19283745,TSS,False,91,102
ENSG00000052126.14,chr12,19375530,19376402,PAS,True,159,192
ENSG00000052126.14,chr12,19274515,19275083,PAS,True,102,157
ENSG00000111144.9,chr12,96003064,96006313,ES,False,253,858
ENSG00000151498.11,chr11,134256648,134258514,ES,False,78,251
ENSG00000176485.11,chr11,63614068,63614384,IR,True,39,125
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,47,133
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,91,133
ENSG00000175582.19,chr11,73716362,73720845,ME,False,74,141
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,26,176
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,116,783
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,111,777
ENSG00000110756.17,chr11,18278671,18279942,PAS,True,90,114
ENSG00000110756.17,chr11,18288664,18292019,PAS,True,31,112
ENSG00000110756.17,chr11,18322132,18322527,TSS,False,91,114
ENSG00000110756.17,chr11,18321945,18322501,TSS,True,44,114
ENSG00000110756.17,chr11,18322076,18322531,TSS,True,98,114
ENSG00000256269.8,chr11,119092163,119092403,IR,False,93,122
ENSG00000256269.8,chr11,119084859,119085066,TSS,True,15,131
ENSG00000137700.18,chr11,119029221,119030877,TSS,True,187,225
ENSG00000137700.18,chr11,119030848,119030908,TSS,False,68,225
ENSG00000132254.12,chr11,6480423,6481230,3AS,False,93,166
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,28,140
ENSG00000118137.9,chr11,116837604,116837730,TSS,False,22,110
ENSG00000118137.9,chr11,116837344,116837622,TSS,True,91,110
ENSG00000172890.12,chr11,71453180,71453381,TSS,True,27,202
ENSG00000172890.12,chr11,71501301,71501548,PAS,True,33,201
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,189,225
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,91,225
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,42,256
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,38,101
ENSG00000149131.15,chr11,57599877,57600377,TSS,True,80,100
ENSG00000085733.15,chr11,70435025,70436584,PAS,True,32,211
ENSG00000149179.13,chr11,47161190,47161463,IR,False,200,223
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,69,268
ENSG00000166387.12,chr11,7604878,7606015,TSS,False,103,327
ENSG00000166387.12,chr11,7573904,7574022,TSS,False,279,329
ENSG00000172500.12,chr11,65884656,65884934,IR,False,103,122
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,105,122
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,104,267
ENSG00000166037.10,chr11,95817903,95818826,5AS,True,163,195
ENSG00000166037.10,chr11,95818826,95820595,PAS,False,143,197
ENSG00000166037.10,chr11,95831025,95832698,PAS,True,92,203
ENSG00000166037.10,chr11,95821870,95824096,PAS,True,166,197
ENSG00000149182.14,chr11,47173840,47175014,3AS,False,164,189
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,25,242
ENSG00000005801.17,chr11,3360565,3370974,ES,False,212,332
ENSG00000005801.17,chr11,3361889,3370974,ES,False,78,100
ENSG00000005801.17,chr11,3371703,3379037,ME,False,13,113
ENSG00000005801.17,chr11,3371703,3379037,ES,False,207,332
ENSG00000137713.15,chr11,111766247,111766706,TSS,True,39,355
ENSG00000178105.10,chr11,108841314,108843406,PAS,False,134,190
ENSG00000178105.10,chr11,108722996,108728059,PAS,True,136,190
ENSG00000178105.10,chr11,108838445,108838526,PAS,True,124,190
ENSG00000255717.6,chr11,62852681,62852810,IR,True,83,106
ENSG00000255717.6,chr11,62852839,62853074,IR,False,54,105
ENSG00000255717.6,chr11,62853115,62853551,IR,False,56,106
ENSG00000255717.6,chr11,62853590,62853800,IR,True,90,104
ENSG00000255717.6,chr11,62853833,62854017,IR,False,62,102
ENSG00000255717.6,chr11,62854064,62854518,IR,True,75,103
ENSG00000255717.6,chr11,62854551,62854887,IR,False,70,100
ENSG00000255717.6,chr11,62854938,62855132,IR,False,52,100
ENSG00000255717.6,chr11,62855216,62855423,IR,False,61,104
ENSG00000255717.6,chr11,62851978,62852681,PAS,True,25,106
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,32,106
ENSG00000137500.9,chr11,83274740,83280140,ES,False,21,162
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,50,155
ENSG00000137500.9,chr11,83258885,83261966,PAS,True,22,164
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,96,164
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,112,164
ENSG00000137500.9,chr11,83285126,83286367,TSS,True,129,164
ENSG00000168004.9,chr11,63463595,63466109,5AS,True,97,109
ENSG00000168004.9,chr11,63466372,63490242,ES,False,26,101
ENSG00000168004.9,chr11,63490886,63491202,TSS,True,99,138
ENSG00000168004.9,chr11,63490242,63491271,TSS,True,76,138
ENSG00000110619.17,chr11,3001248,3001961,IR,True,127,149
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,311,438
ENSG00000110619.17,chr11,3002053,3002540,IR,False,394,444
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,539,658
ENSG00000110619.17,chr11,3042256,3057342,ES,False,557,651
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,239,677
ENSG00000110619.17,chr11,3005361,3005433,PAS,True,478,677
ENSG00000052841.14,chr11,43358871,43359113,TSS,True,39,223
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,71,221
ENSG00000052841.14,chr11,43445930,43447227,PAS,True,192,216
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,141,261
ENSG00000168000.14,chr11,62709146,62709536,TSS,True,224,261
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,183,261
ENSG00000129084.17,chr11,14513887,14514402,IR,False,334,444
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,344,435
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,107,451
ENSG00000129084.17,chr11,14519904,14520402,TSS,True,397,451
ENSG00000166900.16,chr11,59755064,59755635,TSS,True,48,157
ENSG00000173914.11,chr11,66665578,66668614,3AS,True,150,178
ENSG00000173914.11,chr11,66664997,66665578,PAS,True,168,323
ENSG00000173914.11,chr11,66664997,66669291,PAS,False,259,316
ENSG00000173914.11,chr11,66675208,66677091,PAS,True,241,313
ENSG00000180210.14,chr11,46728837,46739047,ES,True,23,229
ENSG00000166483.10,chr11,9573689,9576093,TSS,True,45,165
ENSG00000110768.11,chr11,18365782,18367881,PAS,True,34,239
ENSG00000149150.8,chr11,57501329,57513957,3AS,False,158,179
ENSG00000149150.8,chr11,57515443,57515786,TSS,True,70,213
ENSG00000149150.8,chr11,57514780,57515063,TSS,True,185,213
ENSG00000110074.10,chr11,126269028,126269291,TSS,True,16,150
ENSG00000085063.15,chr11,33722463,33736381,ES,False,406,498
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,130,628
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,553,628
ENSG00000205339.9,chr11,9445096,9448136,PAS,False,135,190
ENSG00000205339.9,chr11,9429030,9429187,PAS,True,170,190
ENSG00000205339.9,chr11,9425145,9425896,PAS,True,158,190
ENSG00000205339.9,chr11,9442080,9442197,PAS,True,133,190
ENSG00000146670.9,chr11,65083932,65084180,TSS,True,22,214
ENSG00000166478.9,chr11,9474024,9474552,3AS,False,72,243
ENSG00000110002.15,chr11,124115482,124117496,ES,False,148,177
ENSG00000110002.15,chr11,124115407,124115482,TSS,False,22,200
ENSG00000110002.15,chr11,124145865,124146909,PAS,True,41,199
ENSG00000110002.15,chr11,124124236,124125226,PAS,True,159,196
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,17,141
ENSG00000172269.18,chr11,119100843,119101017,IR,False,134,151
ENSG00000084234.17,chr11,130122513,130126699,ES,False,569,709
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,117,774
ENSG00000160695.14,chr11,119067758,119068010,TSS,False,39,210
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,25,211
ENSG00000109919.9,chr11,47634734,47638698,ES,False,41,260
ENSG00000151366.12,chr11,78069691,78070036,PAS,True,30,107
ENSG00000151366.12,chr11,78068297,78068639,PAS,True,78,107
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,87,178
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,219,311
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,224,311
ENSG00000166181.12,chr11,43339240,43344523,PAS,False,257,311
ENSG00000166181.12,chr11,43335857,43337162,PAS,True,254,311
ENSG00000110367.12,chr11,118791097,118791184,TSS,True,49,116
ENSG00000110367.12,chr11,118790886,118790989,TSS,True,81,116
ENSG00000021300.13,chr11,73647566,73647738,TSS,False,33,193
ENSG00000021300.13,chr11,73648846,73649087,TSS,True,171,193
ENSG00000087053.18,chr11,95865676,95888155,ME,True,52,103
ENSG00000087053.18,chr11,95865676,95888155,ES,False,210,331
ENSG00000087053.18,chr11,95888261,95923874,ES,False,127,290
