gene,chr,start,end,splice_type,novel,MCF-7_ENCFF118JEI_in_cov,MCF-7_ENCFF118JEI_total_cov
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,66,108
ENSG00000169683.7,chr17,82028311,82028396,IR,True,128,158
ENSG00000169683.7,chr17,82028508,82028612,IR,True,132,158
ENSG00000169683.7,chr17,82028683,82029092,IR,False,96,158
ENSG00000169683.7,chr17,82029185,82029542,IR,True,134,153
ENSG00000169683.7,chr17,82029185,82030064,ES,False,15,149
ENSG00000169683.7,chr17,82023042,82023863,TSS,True,127,175
ENSG00000169683.7,chr17,82025396,82025507,TSS,True,83,175
ENSG00000169683.7,chr17,82025554,82027011,TSS,True,154,175
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,92,402
ENSG00000188612.11,chr17,75182813,75182990,TSS,True,102,430
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,89,117
ENSG00000133030.20,chr17,17137918,17138429,TSS,True,100,114
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,97,114
ENSG00000087191.12,chr17,63827923,63828137,IR,False,60,121
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,299,1210
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,40,157
ENSG00000161526.14,chr17,75667317,75667478,TSS,True,36,304
ENSG00000072778.19,chr17,7222081,7222176,IR,False,299,383
ENSG00000072778.19,chr17,7222302,7222666,IR,True,341,388
ENSG00000072778.19,chr17,7222865,7223132,IR,False,307,439
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,219,510
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,30,171
ENSG00000170004.16,chr17,7905619,7905706,TSS,True,142,158
ENSG00000170004.16,chr17,7910427,7910591,TSS,True,128,156
ENSG00000180891.12,chr17,57866544,57867356,IR,False,68,105
ENSG00000180891.12,chr17,57861242,57863285,PAS,True,16,118
ENSG00000180891.12,chr17,57866473,57868042,TSS,True,119,146
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,106,153
ENSG00000180891.12,chr17,57885228,57885880,TSS,True,135,153
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,83,160
ENSG00000161547.16,chr17,76734562,76735060,IR,False,45,343
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,63,344
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,310,357
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,60,392
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,68,107
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,22,132
ENSG00000008283.15,chr17,63446244,63446357,TSS,True,294,467
ENSG00000008283.15,chr17,63445897,63446180,TSS,False,413,467
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,23,109
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,76,111
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,15,125
ENSG00000070731.10,chr17,76570668,76572636,ES,True,95,110
ENSG00000070731.10,chr17,76572775,76573194,3AS,True,79,111
ENSG00000070731.10,chr17,76585683,76586340,TSS,True,36,119
ENSG00000070731.10,chr17,76574364,76574539,TSS,True,94,118
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,146,246
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,1009,6006
ENSG00000173818.16,chr17,80415151,80415250,TSS,True,58,113
ENSG00000198909.7,chr17,63632802,63646033,ES,False,87,129
ENSG00000198909.7,chr17,63685578,63688526,5AS,False,52,140
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,61,195
ENSG00000198909.7,chr17,63693548,63696310,PAS,True,22,173
ENSG00000198909.7,chr17,63685516,63687510,PAS,True,142,158
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,42,121
ENSG00000108654.14,chr17,64500773,64501056,IR,False,34,249
ENSG00000108654.14,chr17,64500773,64502009,IR,False,1085,1299
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,211,1446
ENSG00000108639.7,chr17,78171054,78171738,ES,False,103,466
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,97,555
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,72,183
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,21,204
ENSG00000175061.17,chr17,16439414,16440184,ES,False,252,455
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,169,516
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,399,516
ENSG00000108406.9,chr17,59565588,59565783,TSS,True,33,326
ENSG00000108469.14,chr17,75667043,75667198,TSS,False,83,107
ENSG00000108469.14,chr17,75666427,75667192,TSS,True,89,107
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,175,210
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,133,210
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,136,215
ENSG00000136451.8,chr17,57988078,57988386,TSS,True,23,120
ENSG00000153976.2,chr17,13496818,13600530,ES,True,148,165
ENSG00000153976.2,chr17,13600530,13601951,TSS,False,22,190
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,18,158
ENSG00000131475.6,chr17,42773448,42773528,TSS,True,14,117
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,322,580
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,321,580
ENSG00000171634.17,chr17,67825498,67826337,TSS,True,37,155
ENSG00000171634.17,chr17,67853939,67854762,PAS,True,69,119
ENSG00000171634.17,chr17,67903788,67903868,PAS,False,71,127
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,43,234
ENSG00000108384.14,chr17,58692685,58694930,5AS,False,46,243
ENSG00000108384.14,chr17,58692788,58694930,IR,True,189,217
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,135,328
ENSG00000108384.14,chr17,58692569,58692685,TSS,True,275,328
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,114,310
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,227,295
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,30,104
ENSG00000040633.12,chr17,7235929,7236253,TSS,True,86,101
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,104,146
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,89,219
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,137,312
ENSG00000187531.13,chr17,81914167,81914293,IR,False,99,124
ENSG00000187531.13,chr17,81914530,81914603,IR,False,81,108
ENSG00000187531.13,chr17,81914702,81915439,IR,False,93,114
ENSG00000187531.13,chr17,81917719,81917829,IR,False,105,121
ENSG00000187531.13,chr17,81917967,81918038,IR,False,85,124
ENSG00000187531.13,chr17,81911937,81912614,PAS,False,18,141
ENSG00000187531.13,chr17,81918038,81918190,TSS,True,66,151
ENSG00000187531.13,chr17,81917829,81918209,TSS,True,125,151
ENSG00000108389.9,chr17,58494931,58496122,TSS,True,36,217
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,186,253
ENSG00000141510.17,chr17,7675993,7676318,TSS,True,206,248
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,335,676
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,29,123
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,229,266
ENSG00000169696.15,chr17,82016869,82016940,IR,False,93,106
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,40,117
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,31,124
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,94,428
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,377,471
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,138,471
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,409,499
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,240,495
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,443,494
ENSG00000131747.14,chr17,40416871,40416895,PAS,True,408,464
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,83,539
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,341,616
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,511,616
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,411,616
ENSG00000189050.15,chr17,59958444,59962826,ES,False,38,126
ENSG00000189050.15,chr17,59962616,59962826,IR,True,97,111
ENSG00000189050.15,chr17,59952239,59953111,PAS,True,21,156
ENSG00000075461.5,chr17,66964560,66965131,TSS,False,188,392
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,31,122
ENSG00000089685.14,chr17,78214789,78216663,ES,False,154,182
ENSG00000089685.14,chr17,78214248,78214427,TSS,True,43,237
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,91,260
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,88,281
ENSG00000126581.12,chr17,42810928,42813947,ES,False,30,224
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,126,212
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,145,231
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,105,231
ENSG00000109062.11,chr17,74748606,74749287,TSS,False,242,1240
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,262,338
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,228,329
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,20,166
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,29,112
ENSG00000011295.15,chr17,15999470,16000245,TSS,True,97,112
ENSG00000121067.17,chr17,49622876,49677932,ES,False,132,171
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,69,241
ENSG00000108395.13,chr17,58999459,59012327,ES,False,108,925
ENSG00000108395.13,chr17,59091340,59106440,ES,False,119,1002
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,256,1130
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,141,1154
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,33,121
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,100,180
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,161,180
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,40,113
ENSG00000141552.17,chr17,81891833,81894466,ES,False,76,116
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,76,217
ENSG00000141552.17,chr17,81891841,81894466,ES,False,55,112
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,177,293
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,181,293
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,371,481
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,154,598
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,47,125
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,40,115
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,43,180
ENSG00000185298.12,chr17,81672494,81673907,PAS,True,16,151
ENSG00000176974.19,chr17,18333288,18340042,ES,False,23,163
ENSG00000176974.19,chr17,18356000,18363371,ES,False,103,144
ENSG00000176974.19,chr17,18363371,18363561,TSS,True,26,175
ENSG00000141258.12,chr17,2365341,2371261,ES,False,87,106
ENSG00000141258.12,chr17,2372254,2372342,IR,False,72,113
ENSG00000141258.12,chr17,2372488,2372952,IR,False,69,119
ENSG00000141258.12,chr17,2373081,2373330,IR,False,81,120
ENSG00000141258.12,chr17,2379493,2380264,IR,False,20,112
ENSG00000141258.12,chr17,2336518,2337745,TSS,True,166,224
ENSG00000141258.12,chr17,2364593,2365341,TSS,True,195,222
ENSG00000141258.12,chr17,2373566,2375875,TSS,True,132,165
ENSG00000141258.12,chr17,2373330,2374602,PAS,False,108,126
ENSG00000141258.12,chr17,2372189,2374602,PAS,True,100,116
ENSG00000141258.12,chr17,2379431,2381074,PAS,True,93,182
ENSG00000141258.12,chr17,2380264,2381074,PAS,True,197,224
ENSG00000132470.13,chr17,75752482,75752577,TSS,True,119,138
ENSG00000132470.13,chr17,75753518,75754815,TSS,True,120,138
ENSG00000132470.13,chr17,75754813,75755850,TSS,True,123,138
ENSG00000136450.12,chr17,58004001,58004922,IR,False,128,315
ENSG00000136450.12,chr17,58005600,58005800,IR,False,222,297
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,206,333
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,154,328
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,293,597
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,46,130
ENSG00000006282.20,chr17,50547285,50548282,ES,False,25,155
ENSG00000006282.20,chr17,50550115,50550207,IR,False,156,178
ENSG00000006282.20,chr17,50551679,50551968,IR,False,181,211
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,62,218
ENSG00000182628.12,chr17,59112345,59131280,ES,False,50,114
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,36,164
ENSG00000174231.16,chr17,1656647,1656763,TSS,True,134,153
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,128,153
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,38,172
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,68,289
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,130,857
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,30,105
ENSG00000183048.11,chr17,81712519,81714952,ES,False,128,147
ENSG00000183048.11,chr17,81711966,81712519,TSS,True,58,209
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,238,621
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,63,119
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,339,393
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,57,402
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,97,426
ENSG00000163597.14,chr17,76557857,76561287,ES,False,114,256
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,59,316
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,87,148
ENSG00000154217.14,chr17,67675542,67692571,ES,False,27,172
ENSG00000072310.16,chr17,17817255,17817628,TSS,True,293,329
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,296,331
ENSG00000072310.16,chr17,17819537,17822762,TSS,True,295,331
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,174,219
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,126,219
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,175,219
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,209,372
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,18,100
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,47,125
ENSG00000100412.15,chr22,41523844,41523941,TSS,True,104,120
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,43,140
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,40,130
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,83,117
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,88,117
ENSG00000100280.16,chr22,29356425,29356611,TSS,True,98,109
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,87,111
ENSG00000100280.16,chr22,29341500,29341643,TSS,True,94,109
ENSG00000100280.16,chr22,29334264,29334383,TSS,True,97,109
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,76,382
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,77,109
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,35,295
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,36,145
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,237,268
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,93,331
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,80,154
ENSG00000196576.14,chr22,50279629,50279782,TSS,True,133,155
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,126,155
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,134,155
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,106,123
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,74,126
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,26,155
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,40,148
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,42,107
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,150,170
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,146,178
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,31,183
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,20,128
ENSG00000240972.1,chr22,23894374,23894582,TSS,True,100,974
ENSG00000240972.1,chr22,23895039,23895223,PAS,True,99,974
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,87,146
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,101,175
ENSG00000070413.19,chr22,19041057,19041276,TSS,True,152,172
ENSG00000198355.4,chr22,49961032,49961124,IR,False,331,399
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,124,456
ENSG00000198355.4,chr22,49960492,49961234,TSS,True,400,456
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,57,101
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,63,100
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,33,100
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,22,107
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,439,489
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,17,119
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,18,142
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,49,193
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,164,193
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,46,118
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,82,118
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,306,369
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,54,176
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,130,176
ENSG00000100401.19,chr22,41281082,41285985,5AS,True,115,128
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,76,201
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,68,438
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,137,322
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,146,331
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,194,331
ENSG00000128311.13,chr22,37018137,37019298,TSS,True,86,191
ENSG00000128311.13,chr22,37019399,37019448,TSS,False,149,191
ENSG00000128311.13,chr22,37019582,37019725,TSS,False,168,191
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,128,152
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,58,152
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,15,106
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,30,138
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,19,126
ENSG00000100105.17,chr22,31344331,31346362,TSS,True,48,102
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,60,504
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,104,330
ENSG00000100297.15,chr22,35406550,35406725,TSS,True,295,328
ENSG00000093009.9,chr22,19479755,19480019,TSS,True,21,128
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,11,106
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,77,209
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,95,114
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,41,148
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,354,686
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,239,859
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,51,111
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,16,102
ENSG00000100359.20,chr22,40400813,40402138,ES,False,31,112
ENSG00000100359.20,chr22,40404664,40405648,ES,True,13,124
ENSG00000100359.20,chr22,40407568,40407788,IR,False,109,123
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,117,132
ENSG00000100359.20,chr22,40409018,40409249,IR,False,75,133
ENSG00000100359.20,chr22,40409525,40409681,IR,False,100,116
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,40,144
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,35,138
ENSG00000100359.20,chr22,40410131,40412320,PAS,True,129,144
ENSG00000100359.20,chr22,40409464,40413136,PAS,True,122,138
ENSG00000160293.16,chr9,133992074,133993499,TSS,True,71,130
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,90,114
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,34,111
ENSG00000169692.12,chr9,136674807,136676960,ES,False,28,249
ENSG00000169692.12,chr9,136687175,136687466,TSS,True,49,292
ENSG00000172785.18,chr9,135030,152033,ES,False,14,112
ENSG00000172785.18,chr9,146158,154708,ES,True,11,109
ENSG00000172785.18,chr9,119276,121573,PAS,True,19,146
ENSG00000172785.18,chr9,178815,179097,TSS,True,16,146
ENSG00000167081.16,chr9,125960849,125963011,ES,False,48,100
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,33,120
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,136,235
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,109,240
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,179,218
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,120,227
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,133,227
ENSG00000099219.13,chr9,5801328,5810010,ES,True,23,122
ENSG00000099219.13,chr9,5784542,5787308,PAS,True,17,141
ENSG00000099219.13,chr9,5832689,5833164,TSS,True,18,147
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,175,241
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,214,281
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,96,281
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,289,2220
ENSG00000188938.16,chr9,93447697,93450478,ES,False,89,216
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,176,197
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,68,246
ENSG00000196363.9,chr9,134136069,134136200,TSS,False,79,121
ENSG00000148399.12,chr9,137578624,137578939,TSS,True,61,161
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,23,149
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,79,487
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,188,487
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,395,487
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,91,148
ENSG00000148308.17,chr9,133056797,133056908,TSS,True,107,146
