gene,chr,start,end,splice_type,novel,osteocyte_ENCFF925MYC_in_cov,osteocyte_ENCFF925MYC_total_cov
ENSG00000196387.9,chr12,133083229,133083465,3AS,False,121,141
ENSG00000196387.9,chr12,133083561,133105509,ES,False,78,138
ENSG00000196387.9,chr12,133080357,133080551,TSS,False,125,143
ENSG00000196387.9,chr12,133080424,133081072,TSS,True,25,143
ENSG00000064102.14,chr12,26914128,26916001,ES,False,22,138
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,98,141
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,69,141
ENSG00000064102.14,chr12,26914026,26914128,PAS,True,126,141
ENSG00000050426.15,chr12,51049185,51053777,ES,False,25,112
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,38,149
ENSG00000050426.15,chr12,51049185,51056349,ES,False,65,260
ENSG00000050426.15,chr12,51052207,51056349,ES,False,26,119
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,32,280
ENSG00000135480.15,chr12,52232613,52233620,TSS,True,45,113
ENSG00000135480.15,chr12,52232611,52232791,TSS,True,73,113
ENSG00000074527.11,chr12,95790254,95791334,TSS,True,516,582
ENSG00000074527.11,chr12,95786938,95790860,TSS,True,425,582
ENSG00000074527.11,chr12,95737865,95738146,TSS,True,520,580
ENSG00000074527.11,chr12,95791111,95791343,TSS,False,485,582
ENSG00000111596.12,chr12,70278274,70310894,ES,False,392,438
ENSG00000187109.13,chr12,76047718,76048392,IR,False,148,353
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,96,245
ENSG00000187109.13,chr12,76047718,76048420,IR,False,96,301
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,425,631
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,388,633
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,501,630
ENSG00000183735.9,chr12,64501329,64502119,PAS,False,36,209
ENSG00000123349.13,chr12,53295941,53296243,IR,False,170,189
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,66,209
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,150,209
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,46,380
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,1282,2815
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,2097,2611
ENSG00000166598.14,chr12,103947310,103949346,PAS,True,2508,2815
ENSG00000111615.13,chr12,75511512,75511657,TSS,True,13,129
ENSG00000204852.15,chr12,110614402,110626361,ES,False,24,130
ENSG00000204852.15,chr12,110641627,110644972,3AS,False,22,116
ENSG00000204852.15,chr12,110649042,110649133,PAS,True,17,141
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,127,751
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,42,192
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,79,203
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,141,203
ENSG00000134533.6,chr12,15111417,15121062,ES,True,538,602
ENSG00000139641.12,chr12,56133873,56134109,3AS,False,148,188
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,85,241
ENSG00000089818.17,chr12,8082202,8082383,TSS,True,22,186
ENSG00000136051.14,chr12,105164640,105169134,PAS,True,454,557
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,151,550
ENSG00000136010.13,chr12,105019783,105024479,PAS,True,119,156
ENSG00000136010.13,chr12,105032097,105034398,PAS,True,81,156
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,75,103
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,81,102
ENSG00000197111.15,chr12,53464765,53465973,TSS,True,84,102
ENSG00000135090.13,chr12,118149798,118151158,PAS,True,38,139
ENSG00000135090.13,chr12,118177202,118177329,PAS,True,122,139
ENSG00000135090.13,chr12,118372647,118372949,TSS,True,95,139
ENSG00000135090.13,chr12,118189806,118190563,TSS,True,69,129
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,27,182
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,138,156
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,56,194
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,167,194
ENSG00000111725.10,chr12,119667868,119668403,TSS,True,22,140
ENSG00000135655.15,chr12,62325933,62355330,ES,False,53,127
ENSG00000135655.15,chr12,62404192,62409721,PAS,True,68,175
ENSG00000135655.15,chr12,62335165,62336696,PAS,True,151,168
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,461,521
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,510,571
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,81,567
ENSG00000075415.12,chr12,98593740,98593978,IR,False,169,383
ENSG00000028203.17,chr12,95252071,95257149,ES,False,172,344
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,193,378
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,52,403
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,116,203
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,121,203
ENSG00000111581.9,chr12,68713729,68715495,PAS,True,178,201
ENSG00000059804.15,chr12,7919226,7921631,PAS,True,13,120
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,59,132
ENSG00000059804.15,chr12,7931244,7931441,TSS,True,107,123
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,228,361
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,66,159
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,125,156
ENSG00000004700.15,chr12,21499615,21501412,ES,False,30,119
ENSG00000004700.15,chr12,21499615,21501412,5AS,False,30,286
ENSG00000004700.15,chr12,21499615,21501462,ES,False,26,129
ENSG00000004700.15,chr12,21501215,21501412,IR,False,89,344
ENSG00000004700.15,chr12,21501215,21501462,5AS,False,53,144
ENSG00000004700.15,chr12,21501215,21501462,3AS,False,53,102
ENSG00000004700.15,chr12,21501215,21501462,IR,False,53,308
ENSG00000004700.15,chr12,21501372,21501462,IR,False,49,305
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,289,544
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,424,544
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,414,544
ENSG00000089234.15,chr12,111642144,111644562,PAS,True,20,144
ENSG00000089234.15,chr12,111685710,111686017,TSS,False,16,147
ENSG00000139620.12,chr12,48655060,48660467,5AS,False,41,266
ENSG00000139620.12,chr12,48671962,48679654,ES,False,28,266
ENSG00000060982.14,chr12,24811362,24818049,PAS,True,46,427
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,114,517
ENSG00000136044.11,chr12,105173294,105174448,PAS,True,76,370
ENSG00000136044.11,chr12,105194176,105195349,PAS,True,324,364
ENSG00000136044.11,chr12,105235958,105236249,TSS,True,38,371
ENSG00000171681.12,chr12,14365492,14365827,TSS,True,46,129
ENSG00000171681.12,chr12,14384627,14385400,TSS,True,95,129
ENSG00000171681.12,chr12,14423908,14425153,PAS,True,88,118
ENSG00000171681.12,chr12,14460494,14461133,PAS,True,70,124
ENSG00000171681.12,chr12,14475889,14476435,PAS,True,99,124
ENSG00000075188.8,chr12,102073849,102074467,PAS,True,14,114
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,45,167
ENSG00000166986.14,chr12,57512103,57512302,IR,False,33,199
ENSG00000139146.13,chr12,31298224,31326023,ES,True,118,144
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,49,193
ENSG00000139146.13,chr12,31323943,31324214,TSS,False,166,193
ENSG00000111144.9,chr12,96003064,96006313,ES,False,91,652
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,41,300
ENSG00000151498.11,chr11,134256648,134258514,ES,False,39,188
ENSG00000132274.15,chr11,5696655,5698314,ES,False,58,451
ENSG00000175582.19,chr11,73716362,73720845,ME,False,102,167
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,95,269
ENSG00000173933.20,chr11,66640123,66646026,ES,False,54,406
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,52,507
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,98,505
ENSG00000173933.20,chr11,66639699,66641189,PAS,True,437,494
ENSG00000110756.17,chr11,18312024,18321945,ES,False,151,407
ENSG00000110756.17,chr11,18312024,18322076,ES,True,56,111
ENSG00000110756.17,chr11,18312024,18322076,5AS,False,56,464
ENSG00000110756.17,chr11,18317907,18322076,5AS,True,59,323
ENSG00000110756.17,chr11,18317907,18322132,5AS,True,47,347
ENSG00000110756.17,chr11,18278671,18279942,PAS,True,409,671
ENSG00000110756.17,chr11,18288664,18292019,PAS,True,285,660
ENSG00000110756.17,chr11,18322132,18322527,TSS,False,586,673
ENSG00000110756.17,chr11,18321945,18322501,TSS,True,252,673
ENSG00000110756.17,chr11,18322076,18322531,TSS,True,554,673
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,26,102
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,34,102
ENSG00000132254.12,chr11,6480423,6481230,3AS,False,85,149
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,58,468
ENSG00000172890.12,chr11,71501301,71501548,PAS,True,18,175
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,94,115
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,43,115
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,74,540
ENSG00000085733.15,chr11,70420510,70422939,ES,False,28,274
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,34,310
ENSG00000085733.15,chr11,70435025,70436584,PAS,True,31,299
ENSG00000149179.13,chr11,46936851,47052387,ES,False,44,222
ENSG00000149179.13,chr11,47161190,47161463,IR,False,167,186
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,62,228
ENSG00000150687.11,chr11,86823593,86939019,ES,True,295,335
ENSG00000110315.6,chr11,10541121,10541232,TSS,True,16,119
ENSG00000166387.12,chr11,7576349,7577638,TSS,True,81,164
ENSG00000166387.12,chr11,7577010,7577161,TSS,False,133,164
ENSG00000166387.12,chr11,7653023,7653767,PAS,True,26,165
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,23,184
ENSG00000149557.13,chr11,125487732,125489822,PAS,True,156,178
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,203,248
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,81,250
ENSG00000184743.12,chr11,63671289,63671724,TSS,True,41,159
ENSG00000166037.10,chr11,95817903,95818826,5AS,True,112,130
ENSG00000166037.10,chr11,95831025,95832698,PAS,True,43,133
ENSG00000166037.10,chr11,95821870,95824096,PAS,True,110,133
ENSG00000149182.14,chr11,47173840,47175014,3AS,False,139,160
ENSG00000005801.17,chr11,3360565,3370974,ES,False,78,121
ENSG00000005801.17,chr11,3371703,3379037,ES,False,98,124
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,106,650
ENSG00000137713.15,chr11,111738834,111741612,PAS,True,22,151
ENSG00000178105.10,chr11,108841314,108843406,PAS,False,173,255
ENSG00000178105.10,chr11,108722996,108728059,PAS,True,177,255
ENSG00000178105.10,chr11,108838445,108838526,PAS,True,190,255
ENSG00000197601.12,chr11,13728611,13732346,PAS,False,17,105
ENSG00000137500.9,chr11,83274740,83280140,ES,False,26,186
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,85,174
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,134,189
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,101,189
ENSG00000137500.9,chr11,83285126,83286367,TSS,True,159,189
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,944,1335
ENSG00000110619.17,chr11,3002174,3002540,IR,False,25,100
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,1548,1962
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,691,2028
ENSG00000110619.17,chr11,3005361,3005433,PAS,True,1430,2026
ENSG00000052841.14,chr11,43358871,43359113,TSS,True,30,289
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,88,287
ENSG00000052841.14,chr11,43445930,43447227,PAS,True,243,282
ENSG00000177963.14,chr11,208938,209270,3AS,False,208,232
ENSG00000177963.14,chr11,207496,208938,TSS,True,27,259
ENSG00000168000.14,chr11,62705617,62706258,5AS,False,26,145
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,82,200
ENSG00000168000.14,chr11,62706258,62706318,TSS,True,174,200
ENSG00000168000.14,chr11,62709146,62709536,TSS,True,166,200
ENSG00000129084.17,chr11,14519041,14520192,5AS,False,21,119
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,737,856
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,129,867
ENSG00000173914.11,chr11,66664997,66665578,PAS,True,78,172
ENSG00000173914.11,chr11,66675208,66677091,PAS,True,115,167
ENSG00000166483.10,chr11,9573689,9576093,TSS,True,29,106
ENSG00000026508.18,chr11,35139014,35139370,TSS,True,158,739
ENSG00000149547.14,chr11,125569379,125569573,TSS,True,19,117
ENSG00000184014.7,chr11,9178857,9179075,TSS,True,172,212
ENSG00000184014.7,chr11,9203659,9204299,TSS,True,187,212
ENSG00000184014.7,chr11,9178131,9178370,TSS,False,132,212
ENSG00000110768.11,chr11,18365782,18367881,PAS,True,86,787
ENSG00000109911.18,chr11,31594901,31603767,3AS,False,100,119
ENSG00000167985.6,chr11,61445940,61449526,PAS,True,20,119
ENSG00000167985.6,chr11,61472744,61473538,PAS,True,101,120
ENSG00000085063.15,chr11,33722463,33736381,ES,False,2040,2994
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,574,3568
ENSG00000172977.12,chr11,65713058,65713592,ES,False,78,114
ENSG00000172977.12,chr11,65711996,65712279,TSS,True,31,122
ENSG00000172977.12,chr11,65712377,65712834,TSS,False,107,122
ENSG00000205339.9,chr11,9445096,9448136,PAS,False,135,193
ENSG00000205339.9,chr11,9425145,9425896,PAS,True,158,193
ENSG00000205339.9,chr11,9442080,9442197,PAS,True,133,193
ENSG00000166478.9,chr11,9474024,9474552,3AS,False,49,155
ENSG00000110002.15,chr11,124115407,124115482,TSS,False,12,104
ENSG00000110002.15,chr11,124145865,124146909,PAS,True,39,104
ENSG00000133794.17,chr11,13310059,13349944,ES,False,69,110
ENSG00000133794.17,chr11,13354448,13356738,ES,False,92,118
ENSG00000133794.17,chr11,13369767,13372165,3AS,False,38,120
ENSG00000133794.17,chr11,13376728,13378336,3AS,True,104,117
ENSG00000086991.12,chr11,89324354,89326876,PAS,True,14,114
ENSG00000086991.12,chr11,89491189,89491789,TSS,True,29,114
ENSG00000086991.12,chr11,89451784,89452186,TSS,True,95,107
ENSG00000150433.9,chr11,125102809,125111586,5AS,False,17,107
ENSG00000150433.9,chr11,125111584,125111872,TSS,True,94,112
ENSG00000150433.9,chr11,125111586,125111858,TSS,True,95,112
ENSG00000150433.9,chr11,125111538,125111632,TSS,True,42,112
ENSG00000084234.17,chr11,130122513,130126699,ES,False,732,827
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,135,931
ENSG00000073921.17,chr11,85976682,85981128,ES,False,20,120
ENSG00000073921.17,chr11,85981988,85983865,3AS,False,42,117
ENSG00000073921.17,chr11,86068650,86069162,TSS,True,121,157
ENSG00000073921.17,chr11,86000642,86000780,TSS,True,140,157
ENSG00000073921.17,chr11,86001034,86001159,TSS,True,136,157
ENSG00000160695.14,chr11,119067758,119068010,TSS,False,32,253
ENSG00000137710.15,chr11,110229212,110232033,PAS,True,87,120
ENSG00000137710.15,chr11,110247706,110247833,PAS,True,89,104
ENSG00000137710.15,chr11,110252799,110254109,PAS,True,49,101
ENSG00000137710.15,chr11,110296466,110296702,TSS,True,43,143
ENSG00000151366.12,chr11,78069691,78070036,PAS,True,49,137
ENSG00000151366.12,chr11,78068297,78068639,PAS,True,95,138
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,218,422
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,306,514
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,296,514
ENSG00000110367.12,chr11,118791097,118791184,TSS,True,46,102
ENSG00000110367.12,chr11,118790886,118790989,TSS,True,71,102
ENSG00000087053.18,chr11,95865676,95888155,ME,True,65,138
ENSG00000087053.18,chr11,95865676,95888155,ES,False,293,445
ENSG00000087053.18,chr11,95888261,95923874,ES,False,219,434
ENSG00000166266.13,chr11,108094811,108096095,PAS,True,262,296
ENSG00000166266.13,chr11,108104189,108107781,PAS,True,248,296
ENSG00000166266.13,chr11,108098405,108098530,PAS,True,185,296
ENSG00000166266.13,chr11,108054646,108054793,PAS,False,238,295
ENSG00000137502.9,chr11,82997324,83071690,ES,False,123,145
ENSG00000137502.9,chr11,83071690,83071890,TSS,True,56,201
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,137,200
ENSG00000166333.13,chr11,6603724,6603822,TSS,False,25,225
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,28,136
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,117,136
ENSG00000135372.8,chr11,34105572,34105792,TSS,True,22,170
ENSG00000171204.12,chr11,85628688,85631686,ES,False,42,117
ENSG00000171204.12,chr11,85635778,85636045,IR,False,105,120
ENSG00000171204.12,chr11,85628546,85628688,TSS,True,14,135
ENSG00000171204.12,chr11,85636045,85636536,PAS,True,30,135
ENSG00000171204.12,chr11,85635666,85636511,PAS,True,121,135
ENSG00000198730.8,chr11,10773126,10773882,PAS,True,223,316
ENSG00000198730.8,chr11,10774011,10774169,PAS,True,209,316
ENSG00000198730.8,chr11,10772519,10772656,PAS,True,278,315
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,118,172
ENSG00000086848.14,chr11,111838378,111840654,3AS,False,82,121
ENSG00000086848.14,chr11,111871351,111871582,TSS,True,27,123
ENSG00000086848.14,chr11,111870774,111871332,TSS,True,109,123
ENSG00000213593.9,chr11,57737668,57738353,ES,False,63,540
ENSG00000182667.14,chr11,132314703,132330152,ES,False,72,110
ENSG00000182667.14,chr11,131909656,131911651,TSS,True,19,122
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,262,546
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,348,546
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,75,535
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,25,187
ENSG00000167986.13,chr11,61299445,61300219,PAS,True,23,184
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,77,185
ENSG00000110080.18,chr11,126355600,126355842,TSS,True,28,111
ENSG00000129083.12,chr11,14498985,14499608,5AS,False,74,196
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,951,1147
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,325,1474
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,691,1548
ENSG00000129083.12,chr11,14469335,14469563,PAS,True,1023,1510
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,599,1550
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,1225,1550
ENSG00000023191.16,chr11,502181,507112,3AS,False,96,231
ENSG00000023191.16,chr11,507112,507279,TSS,True,147,383
ENSG00000023191.16,chr11,506608,506871,TSS,True,245,383
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,355,773
ENSG00000134910.13,chr11,125602302,125602424,TSS,True,611,773
ENSG00000134910.13,chr11,125602799,125602948,TSS,True,664,773
ENSG00000197798.8,chr11,126211830,126234994,ES,False,51,278
ENSG00000197798.8,chr11,126256852,126261427,3AS,False,92,276
ENSG00000205531.12,chr11,2945646,2951258,ES,False,484,673
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,144,702
ENSG00000175224.16,chr11,46617890,46644278,ES,False,18,110
ENSG00000175224.16,chr11,46617238,46617890,TSS,True,36,148
ENSG00000110344.9,chr11,118359558,118359674,TSS,True,49,120
ENSG00000148925.10,chr11,13421838,13463091,ES,False,95,219
ENSG00000148925.10,chr11,13387995,13389141,PAS,True,41,247
ENSG00000148925.10,chr11,13403164,13403278,PAS,True,210,247
ENSG00000148925.10,chr11,13463091,13463297,TSS,True,26,247
ENSG00000177054.13,chr11,19117276,19146180,ES,False,14,138
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,376,1537
ENSG00000162144.9,chr11,61348747,61350422,PAS,True,20,191
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,31,101
ENSG00000070081.16,chr11,17276963,17277095,TSS,True,90,101
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,58,100
ENSG00000070081.16,chr11,17310824,17310983,PAS,True,71,100
ENSG00000070081.16,chr11,17315385,17317381,PAS,True,88,100
ENSG00000076706.16,chr11,119317034,119317444,TSS,True,27,202
ENSG00000254986.7,chr11,66480465,66482195,3AS,False,60,135
ENSG00000109854.13,chr11,20363749,20364236,5AS,False,37,101
ENSG00000109854.13,chr11,20363696,20363749,TSS,False,90,127
ENSG00000109854.13,chr11,20363724,20363912,TSS,True,73,127
ENSG00000109854.13,chr11,20363747,20364432,TSS,True,102,127
ENSG00000110321.16,chr11,10801087,10802048,ES,False,94,643
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,479,825
ENSG00000110321.16,chr11,10802293,10803296,TSS,False,707,818
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,25,142
ENSG00000183801.7,chr11,7485636,7485874,IR,False,21,109
ENSG00000183801.7,chr11,7485358,7485636,TSS,True,91,112
ENSG00000183801.7,chr11,7485397,7486004,TSS,True,24,112
ENSG00000183801.7,chr11,7509397,7511335,PAS,True,25,110
ENSG00000183801.7,chr11,7488126,7489015,PAS,True,86,110
ENSG00000166199.12,chr11,43881179,43882582,5AS,False,152,170
ENSG00000166199.12,chr11,43889828,43901515,ES,False,33,158
ENSG00000166199.12,chr11,43880808,43881179,TSS,True,21,173
ENSG00000166199.12,chr11,43880794,43881446,TSS,True,155,173
ENSG00000110330.8,chr11,102377989,102378777,PAS,True,99,326
ENSG00000110330.8,chr11,102368305,102369643,PAS,True,281,325
