gene,chr,start,end,splice_type,novel,GM12878_ENCFF648NAR_in_cov,GM12878_ENCFF648NAR_total_cov
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,30,165
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,88,149
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,54,179
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,144,179
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,20,111
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,16,137
ENSG00000073614.12,chr12,309872,309964,PAS,True,14,113
ENSG00000073614.12,chr12,388926,389635,TSS,True,32,117
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,559,4879
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,29,151
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,201,243
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,156,243
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,17,102
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,19,101
ENSG00000134283.17,chr12,42326229,42335882,ES,False,238,306
ENSG00000134283.17,chr12,42335974,42355160,ES,False,93,309
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,97,122
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,13,126
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,133,328
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,244,327
ENSG00000050426.15,chr12,51048371,51049033,5AS,False,16,158
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,34,116
ENSG00000050426.15,chr12,51049185,51056349,ES,False,33,161
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,27,171
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,58,239
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,200,239
ENSG00000111596.12,chr12,70353828,70357456,PAS,True,41,340
ENSG00000187109.13,chr12,76047718,76048392,IR,False,167,316
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,68,236
ENSG00000187109.13,chr12,76047718,76048420,IR,False,68,217
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,550,697
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,461,698
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,544,694
ENSG00000187109.13,chr12,76056099,76056161,PAS,True,583,687
ENSG00000185480.11,chr12,102124041,102153868,ES,False,23,133
ENSG00000185480.11,chr12,102153976,102165728,ES,True,15,128
ENSG00000185480.11,chr12,102165883,102195950,ES,False,57,126
ENSG00000185480.11,chr12,102119863,102120286,TSS,True,19,169
ENSG00000185480.11,chr12,102195950,102201497,PAS,True,38,167
ENSG00000183735.9,chr12,64501329,64502119,PAS,False,56,240
ENSG00000123349.13,chr12,53295639,53297849,ES,False,43,360
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,221,869
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,712,869
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,328,1523
ENSG00000166598.14,chr12,103941422,103941547,TSS,True,806,954
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,782,1522
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,720,1259
ENSG00000111615.13,chr12,75496885,75499951,PAS,True,47,240
ENSG00000111615.13,chr12,75503945,75504074,PAS,True,205,240
ENSG00000170633.16,chr12,121400218,121416158,ES,False,273,356
ENSG00000075089.9,chr12,100223785,100224425,PAS,True,12,100
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,37,256
ENSG00000166226.12,chr12,69601294,69601588,PAS,True,271,2021
ENSG00000166226.12,chr12,69592975,69593972,PAS,True,1762,2009
ENSG00000111361.12,chr12,123621023,123621920,PAS,True,69,501
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,63,396
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,16,128
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,70,141
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,89,141
ENSG00000135148.11,chr12,112125520,112125618,TSS,True,31,166
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,118,394
ENSG00000086598.10,chr12,123584520,123584816,TSS,True,24,226
ENSG00000111665.11,chr12,6851009,6851221,IR,False,111,124
ENSG00000111665.11,chr12,6851221,6852357,TSS,True,20,134
ENSG00000136051.14,chr12,105107700,105107861,TSS,True,27,185
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,19,173
ENSG00000135090.13,chr12,118255655,118266654,ES,False,320,365
ENSG00000135090.13,chr12,118266759,118358922,5AS,True,32,208
ENSG00000135090.13,chr12,118266759,118359520,5AS,False,37,101
ENSG00000135090.13,chr12,118149798,118151158,PAS,True,226,398
ENSG00000135090.13,chr12,118177202,118177329,PAS,True,299,397
ENSG00000135090.13,chr12,118201351,118201463,PAS,True,300,388
ENSG00000135090.13,chr12,118372647,118372949,TSS,True,347,398
ENSG00000135090.13,chr12,118358918,118359181,TSS,True,220,398
ENSG00000135090.13,chr12,118359505,118359723,TSS,True,333,398
ENSG00000135090.13,chr12,118359520,118359716,TSS,True,358,398
ENSG00000111011.17,chr12,122519029,122521384,ES,False,109,122
ENSG00000111011.17,chr12,122519029,122521384,3AS,False,109,129
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,78,157
ENSG00000111011.17,chr12,122511117,122511188,PAS,False,135,157
ENSG00000111011.17,chr12,122516725,122517430,PAS,True,139,157
ENSG00000135655.15,chr12,62325933,62355330,ES,False,54,173
ENSG00000135655.15,chr12,62260055,62260503,TSS,True,27,225
ENSG00000135655.15,chr12,62404192,62409721,PAS,True,62,223
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,389,446
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,71,462
ENSG00000075415.12,chr12,98593740,98593978,IR,False,150,290
ENSG00000028203.17,chr12,95217886,95251939,ES,False,172,204
ENSG00000028203.17,chr12,95252071,95257149,ES,False,92,183
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,92,211
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,25,232
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,234,452
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,279,452
ENSG00000111679.16,chr12,6951283,6951520,TSS,True,226,1076
ENSG00000118308.15,chr12,25052956,25062819,ES,False,401,667
ENSG00000118308.15,chr12,25062900,25063722,3AS,False,86,705
ENSG00000118308.15,chr12,25052235,25052956,TSS,True,85,804
ENSG00000118308.15,chr12,25107816,25108378,PAS,True,268,828
ENSG00000118308.15,chr12,25088099,25088135,PAS,True,669,809
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,312,498
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,24,119
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,37,126
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,94,109
ENSG00000004700.15,chr12,21499615,21501412,ES,False,26,109
ENSG00000004700.15,chr12,21499615,21501412,5AS,False,26,196
ENSG00000004700.15,chr12,21499615,21501462,ES,False,39,142
ENSG00000004700.15,chr12,21499615,21501462,5AS,False,39,318
ENSG00000004700.15,chr12,21501215,21501412,IR,False,82,247
ENSG00000004700.15,chr12,21501215,21501462,5AS,False,54,140
ENSG00000004700.15,chr12,21501215,21501462,3AS,False,54,101
ENSG00000004700.15,chr12,21501215,21501462,IR,False,54,219
ENSG00000004700.15,chr12,21501372,21501462,IR,False,49,214
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,288,455
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,344,455
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,312,455
ENSG00000139620.12,chr12,48660619,48667692,ES,False,182,204
ENSG00000139620.12,chr12,48671962,48679654,ES,False,26,204
ENSG00000139620.12,chr12,48681641,48682186,ES,False,169,191
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,45,126
ENSG00000174243.9,chr12,48852083,48852182,TSS,True,72,181
ENSG00000174243.9,chr12,48837280,48837831,TSS,True,152,181
ENSG00000139116.18,chr12,39342049,39342124,PAS,True,66,103
ENSG00000139116.18,chr12,39351776,39351980,PAS,True,46,103
ENSG00000139116.18,chr12,39442926,39443689,TSS,True,16,114
ENSG00000111364.15,chr12,123619431,123619710,PAS,True,29,181
ENSG00000111364.15,chr12,123619447,123619710,PAS,False,162,181
ENSG00000139146.13,chr12,31298224,31326023,ES,True,116,171
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,24,197
ENSG00000111144.9,chr12,96003064,96006313,ES,False,39,351
ENSG00000151498.11,chr11,134264907,134267373,PAS,True,25,204
ENSG00000132274.15,chr11,5689609,5689899,TSS,True,41,373
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,342,391
ENSG00000173933.20,chr11,66640123,66646026,ES,False,48,356
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,66,410
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,362,410
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,50,409
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,31,116
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,16,101
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,46,143
ENSG00000172890.12,chr11,71501301,71501548,PAS,True,30,191
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,38,320
ENSG00000152219.4,chr11,30336566,30338455,PAS,False,14,136
ENSG00000110328.5,chr11,11621358,11622674,TSS,True,21,141
ENSG00000110328.5,chr11,11451474,11451736,TSS,True,125,141
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,16,134
ENSG00000149179.13,chr11,46936851,47052387,ES,False,30,139
ENSG00000149179.13,chr11,47161190,47161463,3AS,False,99,111
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,41,140
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,59,448
ENSG00000149557.13,chr11,125487732,125489822,PAS,True,390,439
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,331,394
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,53,122
ENSG00000184743.12,chr11,63671289,63671724,TSS,True,19,180
ENSG00000166037.10,chr11,95817903,95818826,5AS,True,167,197
ENSG00000166037.10,chr11,95831025,95832698,PAS,True,111,213
ENSG00000166037.10,chr11,95821870,95824096,PAS,True,138,208
ENSG00000149182.14,chr11,47173840,47175014,3AS,False,104,116
ENSG00000005801.17,chr11,3360565,3370974,ES,False,85,118
ENSG00000005801.17,chr11,3371703,3379037,ES,False,63,121
ENSG00000137713.15,chr11,111726905,111727057,PAS,True,318,357
ENSG00000137713.15,chr11,111738834,111741612,PAS,True,63,351
ENSG00000110429.13,chr11,33739848,33742084,PAS,True,58,120
ENSG00000110429.13,chr11,33742802,33746059,PAS,False,92,120
ENSG00000110429.13,chr11,33742781,33747320,PAS,True,93,118
ENSG00000178105.10,chr11,108841314,108843406,PAS,False,208,322
ENSG00000178105.10,chr11,108722996,108728059,PAS,True,247,320
ENSG00000178105.10,chr11,108838445,108838526,PAS,True,230,322
ENSG00000137500.9,chr11,83274740,83280140,ES,False,26,110
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,44,100
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,75,115
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,70,115
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,360,506
ENSG00000110619.17,chr11,3042256,3057342,ES,False,532,622
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,131,643
ENSG00000110619.17,chr11,3005361,3005433,PAS,True,535,642
ENSG00000177963.14,chr11,207496,208938,TSS,True,33,293
ENSG00000129084.17,chr11,14519041,14520192,5AS,False,37,104
ENSG00000197345.12,chr11,68891275,68891395,PAS,True,29,160
ENSG00000197345.12,chr11,68891275,68892993,PAS,True,131,159
ENSG00000026508.18,chr11,35139014,35139370,TSS,True,42,233
ENSG00000026508.18,chr11,35229128,35232402,PAS,True,22,214
ENSG00000086827.8,chr11,113733182,113733814,PAS,True,15,138
ENSG00000110768.11,chr11,18365782,18367881,PAS,True,29,242
ENSG00000167985.6,chr11,61445940,61449526,PAS,True,20,192
ENSG00000085063.15,chr11,33722463,33736381,ES,False,429,529
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,92,621
ENSG00000146670.9,chr11,65083932,65084180,TSS,True,47,449
ENSG00000166478.9,chr11,9474024,9474552,3AS,False,38,138
ENSG00000130592.15,chr11,1852972,1853197,TSS,False,14,106
ENSG00000166788.9,chr11,18083728,18086865,3AS,False,39,165
ENSG00000160695.14,chr11,119067758,119068010,TSS,False,14,106
ENSG00000023445.13,chr11,102322777,102325362,TSS,False,114,141
ENSG00000137710.15,chr11,110296466,110296702,TSS,True,17,100
ENSG00000167770.11,chr11,63996648,63996856,IR,False,117,135
ENSG00000121621.6,chr11,28020615,28021282,PAS,False,97,144
ENSG00000121621.6,chr11,28058997,28059161,PAS,True,120,143
ENSG00000121621.6,chr11,28074207,28077169,PAS,True,127,142
ENSG00000121621.6,chr11,28023758,28023850,PAS,True,125,144
ENSG00000121621.6,chr11,28108063,28108199,TSS,True,16,144
ENSG00000166181.12,chr11,43311954,43312196,TSS,True,22,208
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,151,195
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,142,195
ENSG00000166181.12,chr11,43339240,43344523,PAS,False,172,195
ENSG00000166181.12,chr11,43335857,43337162,PAS,True,139,193
ENSG00000087053.18,chr11,95865676,95888155,ES,False,66,112
ENSG00000087053.18,chr11,95888261,95923874,ES,False,33,107
ENSG00000087053.18,chr11,95923874,95924172,TSS,True,25,133
ENSG00000166266.13,chr11,108104189,108107781,PAS,True,174,208
ENSG00000166266.13,chr11,108098405,108098530,PAS,True,135,208
ENSG00000166266.13,chr11,108054646,108054793,PAS,False,152,206
ENSG00000149781.12,chr11,64206814,64207353,3AS,False,34,140
ENSG00000174547.13,chr11,66438259,66438709,5AS,False,27,212
ENSG00000174547.13,chr11,66438631,66438848,TSS,True,37,221
ENSG00000174547.13,chr11,66438709,66438846,TSS,True,192,221
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,42,175
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,152,175
ENSG00000148935.11,chr11,22755953,22811797,ES,True,218,257
ENSG00000148935.11,chr11,22666609,22666899,TSS,False,235,288
ENSG00000148935.11,chr11,22667908,22668335,TSS,False,208,288
ENSG00000148935.11,chr11,22685675,22685789,TSS,True,255,285
ENSG00000135372.8,chr11,34105572,34105792,TSS,True,51,164
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,21,119
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,108,129
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,30,129
ENSG00000110660.14,chr11,107858657,107859196,TSS,True,40,153
ENSG00000110660.14,chr11,107815789,107815966,TSS,True,128,153
ENSG00000198730.8,chr11,10773126,10773882,PAS,True,288,413
ENSG00000198730.8,chr11,10774011,10774169,PAS,True,280,413
ENSG00000198730.8,chr11,10772519,10772656,PAS,True,356,413
ENSG00000086848.14,chr11,111838378,111840654,3AS,False,66,105
ENSG00000086848.14,chr11,111871351,111871582,TSS,True,38,106
ENSG00000086848.14,chr11,111870774,111871332,TSS,True,79,106
ENSG00000213593.9,chr11,57737668,57738353,ES,False,50,332
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,154,260
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,146,260
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,41,248
ENSG00000137752.23,chr11,105025600,105026225,IR,False,116,156
ENSG00000137752.23,chr11,105031280,105034207,ES,False,30,155
ENSG00000137752.23,chr11,105034388,105035106,3AS,False,15,146
ENSG00000137752.23,chr11,105025507,105026356,PAS,True,119,159
ENSG00000137752.23,chr11,105025507,105025600,PAS,True,43,159
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,40,222
ENSG00000168003.16,chr11,62856381,62881018,ES,False,17,169
ENSG00000168003.16,chr11,62871669,62881018,ES,False,100,153
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,318,487
ENSG00000168003.16,chr11,62879988,62881447,TSS,True,197,487
ENSG00000151500.14,chr11,134248484,134249166,ES,False,26,121
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,102,123
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,71,123
ENSG00000151500.14,chr11,134253298,134253412,TSS,True,76,123
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,383,432
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,98,532
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,260,587
ENSG00000129083.12,chr11,14469335,14469563,PAS,True,394,555
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,205,588
ENSG00000129083.12,chr11,14499741,14499878,TSS,True,490,588
ENSG00000134802.17,chr11,57426352,57426587,3AS,False,143,173
ENSG00000134802.17,chr11,57427061,57427176,TSS,True,72,236
ENSG00000023191.16,chr11,502181,504823,3AS,False,115,207
ENSG00000023191.16,chr11,502181,506608,ES,True,21,109
ENSG00000023191.16,chr11,502181,506608,3AS,False,21,102
ENSG00000023191.16,chr11,502181,507112,ES,False,87,113
ENSG00000023191.16,chr11,502181,507112,3AS,False,87,195
ENSG00000023191.16,chr11,502249,507112,ES,False,86,108
ENSG00000023191.16,chr11,507112,507279,TSS,True,266,487
ENSG00000023191.16,chr11,506608,506871,TSS,True,297,487
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,129,241
ENSG00000134910.13,chr11,125602302,125602424,TSS,True,185,241
ENSG00000134910.13,chr11,125602799,125602948,TSS,True,199,241
ENSG00000137642.12,chr11,121588935,121589390,TSS,True,184,229
ENSG00000137642.12,chr11,121590364,121590897,TSS,False,180,229
ENSG00000205531.12,chr11,2945646,2951258,ES,False,419,648
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,106,696
ENSG00000148925.10,chr11,13421838,13463091,ES,False,107,177
ENSG00000109861.15,chr11,88287034,88294508,PAS,True,182,1480
ENSG00000109861.15,chr11,88326034,88326443,PAS,True,1298,1448
ENSG00000177054.13,chr11,19117276,19146180,ES,False,34,148
ENSG00000162144.9,chr11,61361732,61362351,TSS,True,131,514
ENSG00000162144.9,chr11,61357202,61357373,TSS,False,435,513
ENSG00000074266.19,chr11,86268561,86276979,ES,False,207,241
ENSG00000254986.7,chr11,66480465,66482195,3AS,False,268,521
ENSG00000254986.7,chr11,66480015,66480465,TSS,True,66,587
ENSG00000109854.13,chr11,20363696,20363749,TSS,False,78,108
ENSG00000109854.13,chr11,20363724,20363912,TSS,True,64,108
ENSG00000109854.13,chr11,20363703,20363798,TSS,False,82,108
ENSG00000175348.10,chr11,8956298,8964208,ES,False,48,453
ENSG00000110321.16,chr11,10801087,10802048,ES,False,24,169
ENSG00000110321.16,chr11,10802293,10803296,TSS,False,233,278
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,114,421
ENSG00000189057.10,chr11,59108712,59124178,ES,False,27,204
ENSG00000134574.11,chr11,47214931,47215263,TSS,True,37,296
ENSG00000149269.9,chr11,77323360,77332729,ES,False,469,552
ENSG00000149269.9,chr11,77392538,77411773,3AS,True,35,340
ENSG00000149269.9,chr11,77392538,77473551,3AS,True,20,175
ENSG00000149269.9,chr11,77392541,77473551,ES,True,138,155
ENSG00000149269.9,chr11,77473551,77474352,TSS,True,424,602
ENSG00000149269.9,chr11,77411773,77412075,TSS,True,254,602
ENSG00000077514.8,chr11,74592555,74592718,TSS,False,17,154
ENSG00000077514.8,chr11,74640563,74642743,PAS,True,86,147
ENSG00000077514.8,chr11,74625407,74627287,PAS,True,86,144
ENSG00000156738.17,chr11,60455945,60462184,ES,False,16,128
ENSG00000156738.17,chr11,60455945,60462358,3AS,False,631,751
ENSG00000156738.17,chr11,60455809,60455945,TSS,True,174,939
ENSG00000182919.14,chr11,93741728,93747301,3AS,False,15,104
ENSG00000182919.14,chr11,93741568,93741728,TSS,True,20,133
ENSG00000170242.17,chr11,11841310,11842224,TSS,True,18,101
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,86,101
ENSG00000176102.12,chr11,33084487,33085289,PAS,True,26,132
ENSG00000176102.12,chr11,33139346,33141762,PAS,True,112,128
ENSG00000149089.12,chr11,34882294,34882816,PAS,True,19,127
ENSG00000149089.12,chr11,34888320,34888428,PAS,True,110,124
ENSG00000149084.12,chr11,43680603,43680987,TSS,True,23,170
ENSG00000149218.4,chr11,95089825,95090227,TSS,False,23,100
ENSG00000177830.17,chr11,904859,910774,ES,False,122,153
ENSG00000149554.12,chr11,125626833,125629231,ES,False,26,198
ENSG00000149554.12,chr11,125655224,125657152,PAS,True,63,209
ENSG00000149554.12,chr11,125675927,125676257,PAS,False,170,211
ENSG00000149136.8,chr11,57325982,57326478,PAS,True,39,177
ENSG00000149136.8,chr11,57325990,57327514,PAS,True,144,174
ENSG00000149136.8,chr11,57335729,57335892,TSS,False,117,179
ENSG00000149136.8,chr11,57332624,57334017,TSS,True,155,179
ENSG00000149136.8,chr11,57335067,57335885,TSS,True,154,179
ENSG00000149136.8,chr11,57332958,57333150,TSS,True,160,179
ENSG00000278615.4,chr11,62665130,62665210,TSS,False,12,111
ENSG00000020922.12,chr11,94492897,94493790,IR,False,13,127
ENSG00000020922.12,chr11,94492906,94493790,5AS,False,159,273
ENSG00000020922.12,chr11,94416980,94420181,PAS,True,78,297
ENSG00000020922.12,chr11,94456306,94456338,PAS,True,259,295
ENSG00000020922.12,chr11,94493790,94493889,TSS,True,125,297
ENSG00000020922.12,chr11,94493683,94493874,TSS,True,184,297
ENSG00000123444.13,chr11,47578028,47578932,5AS,False,181,210
ENSG00000123444.13,chr11,47578932,47578997,TSS,True,45,240
