gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF875QHC_in_cov,right_cardiac_atrium_ENCFF875QHC_total_cov
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,20,103
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,20,109
ENSG00000196498.13,chr12,124324404,124325583,PAS,True,47,153
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,127,153
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,127,153
ENSG00000196498.13,chr12,124567307,124567647,TSS,True,175,195
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,186,1103
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,18,125
ENSG00000089225.19,chr12,114407813,114408612,TSS,True,200,226
ENSG00000089225.19,chr12,114405627,114406144,TSS,False,182,226
ENSG00000089225.19,chr12,114448496,114448794,TSS,True,184,226
ENSG00000127334.10,chr12,67649182,67657105,ES,False,30,103
ENSG00000127334.10,chr12,67648717,67649182,TSS,True,20,125
ENSG00000177981.10,chr12,48157458,48157569,TSS,False,14,110
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,53,211
ENSG00000174233.11,chr12,48766190,48768716,PAS,True,21,103
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,91,143
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,723,1110
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,54,100
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,181,581
ENSG00000139613.11,chr12,56172704,56173695,ES,False,76,151
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,34,201
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,30,201
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,27,217
ENSG00000135424.16,chr12,55698917,55700898,ME,False,40,245
ENSG00000135424.16,chr12,55701154,55712062,ES,False,16,125
ENSG00000135424.16,chr12,55684567,55685288,PAS,True,135,1121
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,1000,1158
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,986,1162
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,151,1024
ENSG00000170421.12,chr12,52899774,52901102,TSS,True,894,1024
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,19,112
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,41,185
ENSG00000175899.14,chr12,9067418,9067839,PAS,True,133,882
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,260,883
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,12,101
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,318,1463
ENSG00000111678.10,chr12,6944565,6945770,5AS,False,16,110
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,92,201
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,88,201
ENSG00000058272.18,chr12,79805768,79807225,ES,False,42,139
ENSG00000058272.18,chr12,79810010,79817393,ES,False,64,146
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,17,160
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,90,104
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,57,104
ENSG00000153179.12,chr12,64610203,64610743,TSS,True,22,100
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,93,843
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,162,393
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,226,603
ENSG00000188026.12,chr12,123472682,123484179,ES,False,105,599
ENSG00000187109.13,chr12,76060279,76074202,ES,False,34,101
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,98,127
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,83,147
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,88,122
ENSG00000187109.13,chr12,76056099,76056161,PAS,True,98,111
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,44,149
ENSG00000123349.13,chr12,53295639,53297849,ES,False,40,245
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,98,125
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,31,125
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,266,628
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,553,628
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,148,669
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,160,664
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,442,588
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,87,162
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,120,160
ENSG00000123358.19,chr12,52043710,52043911,TSS,True,144,162
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,76,731
ENSG00000110844.13,chr12,49643397,49643690,IR,False,47,115
ENSG00000110844.13,chr12,49623368,49623593,TSS,True,92,117
ENSG00000110844.13,chr12,49644099,49644668,PAS,True,88,118
ENSG00000110844.13,chr12,49643690,49645105,PAS,True,101,118
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,43,156
ENSG00000004478.7,chr12,2794996,2797871,TSS,True,125,155
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,92,289
ENSG00000086598.10,chr12,123586939,123590341,ES,True,250,612
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,1371,1576
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,1195,1568
ENSG00000110799.13,chr12,5948873,5949203,PAS,False,74,355
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,275,311
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,248,297
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,254,293
ENSG00000110799.13,chr12,6124420,6124673,TSS,True,316,363
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,195,271
ENSG00000197111.15,chr12,53462567,53465931,ES,False,92,249
ENSG00000197111.15,chr12,53462567,53467220,ES,False,33,287
ENSG00000197111.15,chr12,53467293,53468776,ES,False,158,252
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,21,115
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,120,322
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,264,321
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,70,135
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,192,263
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,39,302
ENSG00000186815.12,chr12,113221418,113221626,TSS,True,118,170
ENSG00000186815.12,chr12,113291746,113293073,TSS,False,145,163
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,45,269
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,179,224
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,117,296
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,250,296
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,252,296
ENSG00000089022.13,chr12,111889000,111890039,5AS,False,70,113
ENSG00000060237.16,chr12,752536,754324,TSS,True,108,267
ENSG00000060237.16,chr12,859244,859389,PAS,False,116,164
ENSG00000060237.16,chr12,861012,861140,PAS,False,108,170
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,181,1103
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,977,1103
ENSG00000177169.9,chr12,131915539,131916159,TSS,False,119,139
ENSG00000177169.9,chr12,131918973,131919384,TSS,False,123,138
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,94,140
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,160,1480
ENSG00000135486.17,chr12,54282874,54283811,ES,False,547,691
ENSG00000112787.13,chr12,132490119,132490861,TSS,False,168,191
ENSG00000112787.13,chr12,132571348,132571524,TSS,True,90,118
ENSG00000112787.13,chr12,132582970,132585188,PAS,False,78,145
ENSG00000119242.8,chr12,123943493,123972528,ES,False,24,205
ENSG00000119242.8,chr12,123944354,123972528,3AS,True,20,182
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,59,266
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,110,260
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,199,259
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,201,1479
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,13,122
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,56,322
ENSG00000111144.9,chr12,96003064,96006313,ES,False,29,112
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,101,378
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,60,439
ENSG00000151498.11,chr11,134256648,134258514,ES,False,12,100
ENSG00000176485.11,chr11,63614068,63614384,IR,True,62,176
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,74,192
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,128,192
ENSG00000175582.19,chr11,73716362,73720845,ME,False,68,130
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,19,150
ENSG00000166444.18,chr11,8693350,8694130,PAS,True,12,116
ENSG00000166444.18,chr11,8717740,8718049,TSS,True,96,113
ENSG00000166444.18,chr11,8729949,8731191,TSS,True,99,117
ENSG00000166444.18,chr11,8810516,8810940,TSS,True,76,119
ENSG00000149428.18,chr11,119057152,119057252,TSS,False,80,100
ENSG00000149428.18,chr11,119057019,119057202,TSS,False,73,100
ENSG00000214063.10,chr11,865614,865693,IR,False,106,118
ENSG00000214063.10,chr11,842831,842915,TSS,True,40,123
ENSG00000214063.10,chr11,843185,844186,TSS,True,106,123
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,35,102
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,54,102
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,22,148
ENSG00000110048.11,chr11,59597559,59600627,PAS,True,122,136
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,21,154
ENSG00000133318.13,chr11,63681778,63749990,ES,False,98,121
ENSG00000137726.16,chr11,117876591,117876974,TSS,True,53,133
ENSG00000173113.6,chr11,64317448,64317558,TSS,True,12,106
ENSG00000109846.7,chr11,111910449,111910670,IR,False,58,149
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,259,1792
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,26,102
ENSG00000168056.15,chr11,65539881,65540244,ES,False,115,255
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,193,280
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,239,280
ENSG00000168056.15,chr11,65541125,65541281,TSS,True,250,278
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,148,651
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,91,147
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,151,329
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,569,1448
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,950,1448
ENSG00000149761.8,chr11,64226427,64226634,IR,False,65,110
ENSG00000149761.8,chr11,64227132,64229246,ES,False,21,127
ENSG00000149761.8,chr11,64226247,64226297,TSS,False,118,138
ENSG00000149761.8,chr11,64226258,64226427,TSS,True,73,138
ENSG00000149761.8,chr11,64226273,64227132,TSS,True,93,138
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,36,231
ENSG00000149131.15,chr11,57597765,57598321,TSS,True,233,282
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,118,282
ENSG00000214530.9,chr11,72755753,72758529,ES,False,21,200
ENSG00000214530.9,chr11,72759381,72781061,5AS,False,21,197
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,47,233
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,206,232
ENSG00000177600.8,chr11,809902,810039,TSS,True,85,260
ENSG00000177600.8,chr11,810003,810357,TSS,True,205,260
ENSG00000149564.11,chr11,124754340,124754640,5AS,False,101,116
ENSG00000149564.11,chr11,124762084,124762332,TSS,True,48,136
ENSG00000149564.11,chr11,124758348,124760644,TSS,True,111,136
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,22,155
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,55,302
ENSG00000134571.10,chr11,47346384,47347425,IR,True,88,113
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,2029,2802
ENSG00000150687.11,chr11,86800450,86800651,TSS,True,22,157
ENSG00000150687.11,chr11,86807630,86811229,PAS,True,14,138
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,53,248
ENSG00000149557.13,chr11,125487732,125489822,PAS,True,178,222
ENSG00000149557.13,chr11,125496120,125496331,TSS,False,36,251
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,17,157
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,43,198
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,21,162
ENSG00000124942.13,chr11,62529948,62534074,PAS,True,29,226
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,60,283
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,22,158
ENSG00000177963.14,chr11,208938,209270,3AS,False,135,153
ENSG00000177963.14,chr11,207496,208938,TSS,True,32,186
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,96,111
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,26,123
ENSG00000197580.11,chr11,112175474,112175689,TSS,True,30,124
ENSG00000197580.11,chr11,112176321,112176458,TSS,True,105,124
ENSG00000197580.11,chr11,112217760,112218750,PAS,True,20,120
ENSG00000166483.10,chr11,9573214,9574509,TSS,False,87,174
ENSG00000166483.10,chr11,9573689,9576093,TSS,True,94,174
ENSG00000085063.15,chr11,33722463,33736381,ES,False,207,266
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,165,431
ENSG00000172977.12,chr11,65712279,65712378,IR,False,71,113
ENSG00000172977.12,chr11,65713058,65713592,ES,False,71,120
ENSG00000172977.12,chr11,65711996,65712279,TSS,True,66,140
ENSG00000172977.12,chr11,65712002,65712445,TSS,True,98,140
ENSG00000175467.14,chr11,65961262,65962093,TSS,True,21,162
ENSG00000168066.20,chr11,64765518,64766899,3AS,False,104,120
ENSG00000168066.20,chr11,64767246,64767570,3AS,False,13,108
ENSG00000168066.20,chr11,64764599,64766155,PAS,True,109,126
ENSG00000168066.20,chr11,64764603,64765518,PAS,True,31,136
ENSG00000168066.20,chr11,64778361,64778780,TSS,False,50,136
ENSG00000110628.14,chr11,2902160,2902364,TSS,True,63,112
ENSG00000110628.14,chr11,2914737,2915256,TSS,True,68,112
ENSG00000172922.9,chr11,65720241,65720797,TSS,True,69,105
ENSG00000172922.9,chr11,65720586,65720851,TSS,True,49,105
ENSG00000172638.12,chr11,65866712,65866844,IR,False,68,406
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,99,445
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,363,452
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,111,452
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,393,452
ENSG00000157570.11,chr11,44726905,44727287,TSS,True,93,154
ENSG00000019144.18,chr11,118627360,118628650,TSS,True,115,135
ENSG00000019144.18,chr11,118644211,118645650,TSS,True,108,129
ENSG00000019144.18,chr11,118656682,118659256,PAS,True,22,115
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,358,1103
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,921,1100
ENSG00000084234.17,chr11,130122513,130126699,ES,False,162,401
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,130,539
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,56,251
ENSG00000167797.7,chr11,67508000,67508664,TSS,True,29,101
ENSG00000167797.7,chr11,67507591,67508636,TSS,True,79,101
ENSG00000176973.7,chr11,65572960,65573362,3AS,False,62,105
ENSG00000176973.7,chr11,65572540,65572960,TSS,True,16,128
ENSG00000176973.7,chr11,65573362,65574190,PAS,True,50,113
ENSG00000176973.7,chr11,65573352,65574190,PAS,True,70,113
ENSG00000165912.15,chr11,47183065,47186348,3AS,False,20,181
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,109,290
ENSG00000165912.15,chr11,47183003,47186435,TSS,True,231,290
ENSG00000167770.11,chr11,63985993,63986514,TSS,True,18,156
ENSG00000185201.16,chr11,308116,308438,TSS,True,35,124
ENSG00000109919.9,chr11,47639051,47642400,5AS,False,14,108
ENSG00000109919.9,chr11,47642400,47642604,TSS,True,100,114
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,20,114
ENSG00000174080.10,chr11,66568273,66568610,TSS,False,62,609
ENSG00000149743.13,chr11,64224341,64224542,IR,False,125,142
ENSG00000149743.13,chr11,64224970,64225498,IR,False,109,128
ENSG00000149743.13,chr11,64226049,64226256,TSS,True,44,148
ENSG00000117984.13,chr11,1763791,1763988,TSS,True,520,1571
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,66,110
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,60,110
ENSG00000170276.5,chr11,111912736,111912923,TSS,False,39,197
ENSG00000148926.9,chr11,10306098,10306331,IR,False,185,209
ENSG00000148926.9,chr11,10305071,10305229,TSS,True,34,211
ENSG00000148926.9,chr11,10306331,10307396,PAS,False,26,211
ENSG00000087365.15,chr11,66055315,66055537,3AS,False,22,162
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,20,176
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,21,176
ENSG00000166333.13,chr11,6603822,6604225,3AS,False,494,662
ENSG00000002330.13,chr11,64284630,64284712,TSS,False,36,191
ENSG00000110108.9,chr11,60914006,60914268,TSS,False,69,187
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,34,136
ENSG00000175334.7,chr11,66002764,66003070,TSS,True,121,136
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,90,144
ENSG00000110092.3,chr11,69643025,69643246,TSS,True,116,142
ENSG00000175482.8,chr11,67352690,67353546,TSS,True,108,157
ENSG00000175482.8,chr11,67353302,67353561,TSS,True,114,157
ENSG00000182667.14,chr11,132314703,132335045,ES,False,102,185
ENSG00000182667.14,chr11,131909656,131911651,TSS,True,23,194
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,47,162
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,130,162
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,41,161
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,124,161
ENSG00000133884.9,chr11,65344069,65345665,ES,False,20,109
ENSG00000133884.9,chr11,65333404,65333918,TSS,True,32,133
ENSG00000174669.11,chr11,66371562,66372116,TSS,True,66,104
ENSG00000174669.11,chr11,66369059,66371784,TSS,True,86,104
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,59,330
ENSG00000175550.7,chr11,65917434,65919543,TSS,True,15,133
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,91,322
ENSG00000172663.8,chr11,67464856,67467311,ES,False,21,115
ENSG00000172663.8,chr11,67467563,67468027,3AS,False,26,111
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,57,215
ENSG00000149187.18,chr11,47552991,47553175,TSS,False,51,114
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,59,266
ENSG00000149823.8,chr11,65109320,65109495,TSS,True,230,266
ENSG00000011347.9,chr11,61580789,61581473,TSS,True,94,112
ENSG00000053918.16,chr11,2444882,2445484,TSS,True,153,217
ENSG00000053918.16,chr11,2461407,2461714,TSS,False,161,216
ENSG00000053918.16,chr11,2572009,2572109,TSS,True,192,216
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,25,180
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,111,673
ENSG00000133816.15,chr11,12244112,12255642,ES,True,52,108
ENSG00000133816.15,chr11,12110536,12110726,TSS,True,66,168
ENSG00000133816.15,chr11,12258531,12258556,TSS,True,118,150
ENSG00000133816.15,chr11,12263559,12263789,PAS,True,23,167
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,70,135
ENSG00000173486.12,chr11,64241319,64242558,TSS,True,121,135
ENSG00000023191.16,chr11,502181,504426,3AS,True,79,232
ENSG00000023191.16,chr11,502181,504823,3AS,False,115,271
ENSG00000023191.16,chr11,502181,507112,3AS,False,253,434
ENSG00000023191.16,chr11,507112,507279,TSS,True,590,1036
ENSG00000023191.16,chr11,504823,506849,TSS,True,829,1033
ENSG00000023191.16,chr11,504426,504709,TSS,False,800,1033
ENSG00000134910.13,chr11,125592789,125592918,TSS,True,33,202
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,77,252
ENSG00000205531.12,chr11,2945646,2951258,ES,False,322,463
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,126,488
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,406,488
ENSG00000177697.18,chr11,833026,836062,ES,False,182,466
ENSG00000177697.18,chr11,832731,833026,TSS,True,262,728
ENSG00000177697.18,chr11,834521,834591,TSS,False,613,728
ENSG00000149294.16,chr11,112961269,112961665,TSS,True,83,151
ENSG00000221968.8,chr11,61876455,61876865,IR,False,80,121
ENSG00000221968.8,chr11,61876963,61877510,5AS,True,96,107
ENSG00000221968.8,chr11,61891168,61891638,TSS,True,19,131
ENSG00000173020.10,chr11,67266350,67266812,TSS,True,47,207
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,13567,18363
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,8063,18363
ENSG00000070081.16,chr11,17282943,17295323,ES,False,174,232
ENSG00000070081.16,chr11,17312120,17330126,ES,False,33,172
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,69,259
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,82,258
ENSG00000070081.16,chr11,17310824,17310983,PAS,True,170,238
ENSG00000175274.18,chr11,44950676,44950902,TSS,True,83,116
ENSG00000076706.16,chr11,119310903,119311279,ES,True,21,119
ENSG00000076706.16,chr11,119317034,119317444,TSS,True,100,191
ENSG00000175573.6,chr11,65918909,65919050,TSS,True,13,110
ENSG00000174915.11,chr11,490642,491120,IR,True,20,101
ENSG00000174915.11,chr11,450165,450637,TSS,True,26,114
ENSG00000174915.11,chr11,484462,487073,TSS,True,88,103
ENSG00000174915.11,chr11,490419,494567,PAS,True,33,113
