gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_superior_ENCFF850YMO_in_cov,left_ventricle_myocardium_superior_ENCFF850YMO_total_cov
ENSG00000150768.15,chr11,112025076,112025751,TSS,True,36,260
ENSG00000002330.13,chr11,64284630,64284712,TSS,False,29,131
ENSG00000002330.13,chr11,64284181,64284577,TSS,True,109,131
ENSG00000110092.3,chr11,69641087,69641511,TSS,True,106,154
ENSG00000110092.3,chr11,69643025,69643246,TSS,True,123,154
ENSG00000110011.13,chr11,64233980,64234072,IR,False,63,106
ENSG00000110011.13,chr11,64230396,64230940,TSS,True,29,121
ENSG00000110011.13,chr11,64234072,64234532,PAS,True,58,121
ENSG00000110011.13,chr11,64233893,64234281,PAS,True,69,111
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,36,186
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,166,186
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,52,186
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,137,185
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,49,337
ENSG00000167986.13,chr11,61332907,61333791,TSS,True,53,229
ENSG00000172663.8,chr11,67464856,67467311,ES,False,25,121
ENSG00000172663.8,chr11,67467563,67468027,3AS,False,29,113
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,38,102
ENSG00000172893.15,chr11,71437811,71437854,TSS,True,89,102
ENSG00000172893.15,chr11,71441226,71441446,TSS,False,91,102
ENSG00000149823.8,chr11,65096140,65096478,TSS,False,70,304
ENSG00000149823.8,chr11,65109320,65109495,TSS,True,268,304
ENSG00000053918.16,chr11,2444882,2445484,TSS,True,99,133
ENSG00000053918.16,chr11,2461407,2461714,TSS,False,95,133
ENSG00000130600.18,chr11,1996517,1997824,TSS,True,24,108
ENSG00000130600.18,chr11,1996078,1996171,TSS,True,97,108
ENSG00000151502.10,chr11,134224621,134225345,TSS,True,27,175
ENSG00000121691.5,chr11,34438670,34439079,TSS,True,33,185
ENSG00000110651.11,chr11,2377308,2377615,TSS,False,109,534
ENSG00000023191.16,chr11,502181,504823,3AS,False,41,128
ENSG00000023191.16,chr11,502181,507112,3AS,False,276,510
ENSG00000023191.16,chr11,507112,507279,TSS,True,252,770
ENSG00000023191.16,chr11,504823,506849,TSS,True,690,767
ENSG00000078902.15,chr11,1309465,1309673,TSS,True,66,202
ENSG00000205531.12,chr11,2945646,2951258,ES,False,284,382
ENSG00000205531.12,chr11,2992253,2992431,TSS,True,151,418
ENSG00000205531.12,chr11,2991793,2992260,TSS,False,338,418
ENSG00000177697.18,chr11,833022,834529,5AS,False,39,273
ENSG00000177697.18,chr11,833026,836062,ES,False,158,391
ENSG00000177697.18,chr11,832731,833026,TSS,True,221,612
ENSG00000177697.18,chr11,834521,834591,TSS,False,538,612
ENSG00000221968.8,chr11,61876455,61876865,IR,False,85,122
ENSG00000221968.8,chr11,61876963,61877510,5AS,True,87,103
ENSG00000221968.8,chr11,61891168,61891638,TSS,True,29,138
ENSG00000050165.17,chr11,12009171,12009385,TSS,False,1309,2460
ENSG00000050165.17,chr11,12008369,12008649,TSS,True,1548,2460
ENSG00000070081.16,chr11,17282943,17295323,ES,False,103,127
ENSG00000070081.16,chr11,17276685,17276828,TSS,True,32,132
ENSG00000070081.16,chr11,17276963,17277095,TSS,True,117,132
ENSG00000070081.16,chr11,17331411,17334053,PAS,True,57,132
ENSG00000070081.16,chr11,17310824,17310983,PAS,True,95,132
ENSG00000174915.11,chr11,490642,491120,IR,True,25,101
ENSG00000174915.11,chr11,450165,450637,TSS,True,22,106
ENSG00000174915.11,chr11,484462,487073,TSS,True,94,105
ENSG00000174915.11,chr11,490419,494567,PAS,True,27,103
ENSG00000174915.11,chr11,491120,491400,PAS,False,80,106
ENSG00000175348.10,chr11,8956298,8964208,ES,False,21,178
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,135,441
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,65,378
ENSG00000149806.10,chr11,65122089,65122217,TSS,False,50,433
ENSG00000173156.6,chr11,67056607,67057034,TSS,True,19,136
ENSG00000166441.12,chr11,8682731,8682816,TSS,False,105,278
ENSG00000166441.12,chr11,8684827,8684892,TSS,True,191,278
ENSG00000167799.9,chr11,67628251,67628322,IR,False,82,103
ENSG00000167799.9,chr11,67627938,67628400,PAS,True,83,104
ENSG00000167799.9,chr11,67627935,67628251,PAS,False,22,104
ENSG00000167799.9,chr11,67629717,67629950,TSS,False,17,118
ENSG00000118181.10,chr11,119018281,119018345,TSS,True,304,763
ENSG00000118181.10,chr11,119017361,119018342,TSS,True,472,763
ENSG00000177666.16,chr11,819537,819905,TSS,True,103,221
ENSG00000166313.18,chr11,6418984,6419177,TSS,True,95,316
ENSG00000166313.18,chr11,6419345,6419564,TSS,False,274,316
ENSG00000110435.11,chr11,34916571,34916815,TSS,True,35,279
ENSG00000165458.13,chr11,72235935,72235986,TSS,True,91,105
ENSG00000165458.13,chr11,72237118,72237796,TSS,True,63,105
ENSG00000170242.17,chr11,11842224,11880176,ES,False,103,170
ENSG00000170242.17,chr11,11842224,11884466,ES,False,28,198
ENSG00000170242.17,chr11,11956000,11959323,PAS,True,84,205
ENSG00000170242.17,chr11,11942334,11943323,PAS,True,151,204
ENSG00000172531.14,chr11,67401727,67401888,TSS,True,40,214
ENSG00000142082.14,chr11,216718,218831,5AS,False,144,161
ENSG00000142082.14,chr11,236047,236354,TSS,True,23,165
ENSG00000173511.9,chr11,64237222,64237520,3AS,False,331,496
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,58,520
ENSG00000121671.11,chr11,45847412,45847705,TSS,True,52,119
ENSG00000149809.14,chr11,65111981,65112514,5AS,False,40,302
ENSG00000149809.14,chr11,65111854,65112067,TSS,True,100,365
ENSG00000149809.14,chr11,65111861,65111981,TSS,False,325,365
ENSG00000115286.19,chr19,1393330,1394417,IR,False,63,128
ENSG00000115286.19,chr19,1383866,1383942,TSS,True,233,925
ENSG00000115286.19,chr19,1395390,1395589,PAS,True,131,843
ENSG00000182087.13,chr19,1011195,1011366,IR,False,220,264
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,50,253
ENSG00000182087.13,chr19,1012188,1012462,IR,False,191,248
ENSG00000182087.13,chr19,1020771,1021251,TSS,True,112,341
ENSG00000105185.11,chr19,32581185,32581327,TSS,True,15,131
ENSG00000161281.10,chr19,36152392,36152489,TSS,True,332,2379
ENSG00000257103.8,chr19,34221738,34227364,ES,False,100,150
ENSG00000266964.5,chr19,35142771,35142916,IR,False,153,175
ENSG00000266964.5,chr19,35138361,35138894,TSS,True,122,176
ENSG00000266964.5,chr19,35139612,35139767,TSS,True,109,176
ENSG00000266964.5,chr19,35142479,35142521,TSS,True,143,176
ENSG00000266964.5,chr19,35142916,35143054,PAS,True,23,176
ENSG00000266964.5,chr19,35142719,35143054,PAS,True,153,175
ENSG00000174917.8,chr19,5680457,5680594,TSS,True,31,172
ENSG00000130528.11,chr19,49151013,49151332,PAS,True,261,1267
ENSG00000141905.18,chr19,3359305,3359685,TSS,True,98,129
ENSG00000141905.18,chr19,3366560,3366666,TSS,True,96,129
ENSG00000063177.12,chr19,48619140,48619191,TSS,True,31,130
ENSG00000063177.12,chr19,48616078,48616158,TSS,True,113,130
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,88,376
ENSG00000170906.15,chr19,54105932,54106011,TSS,False,302,376
ENSG00000126254.11,chr19,35629018,35629281,TSS,True,21,110
ENSG00000126254.11,chr19,35633774,35634019,TSS,True,97,110
ENSG00000099785.10,chr19,8413420,8421788,ES,False,86,143
ENSG00000099785.10,chr19,8413279,8413420,TSS,True,27,170
ENSG00000065000.17,chr19,2100986,2102268,PAS,True,212,280
ENSG00000065000.17,chr19,2151238,2151618,TSS,True,134,294
ENSG00000006015.17,chr19,18588773,18588900,TSS,True,59,167
ENSG00000006015.17,chr19,18588993,18589683,TSS,False,118,167
ENSG00000132002.7,chr19,14518138,14518397,TSS,True,13,114
ENSG00000186994.11,chr19,8322581,8322922,PAS,False,29,260
ENSG00000186994.11,chr19,8334499,8335882,TSS,False,235,262
ENSG00000186994.11,chr19,8343224,8343268,TSS,False,72,263
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,389,654
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,44,127
ENSG00000072958.8,chr19,16197872,16198068,TSS,True,13,111
ENSG00000104852.14,chr19,49101471,49104633,3AS,True,91,105
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,85,245
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,195,290
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,160,288
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,92,252
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,166,252
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,224,366
ENSG00000179262.9,chr19,12945837,12946020,TSS,True,117,394
ENSG00000179262.9,chr19,12948689,12948813,TSS,False,309,394
ENSG00000104879.4,chr19,45315590,45317820,3AS,True,73,136
ENSG00000104879.4,chr19,45322820,45322876,TSS,False,3561,27340
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,111,199
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,32,199
ENSG00000172009.14,chr19,2785484,2785678,TSS,True,29,146
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,58,272
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,32,237
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,218,250
ENSG00000105372.7,chr19,41860210,41860289,TSS,True,39,328
ENSG00000004776.12,chr19,35756810,35757029,TSS,True,63,232
ENSG00000131943.17,chr19,29702977,29708253,ES,False,101,132
ENSG00000131943.17,chr19,29715124,29715535,TSS,True,49,177
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,245,802
ENSG00000099804.8,chr19,531703,532108,TSS,True,78,362
ENSG00000099804.8,chr19,536240,536340,TSS,True,307,362
ENSG00000125730.16,chr19,6720515,6720661,TSS,True,182,209
ENSG00000130255.12,chr19,5690266,5690327,TSS,False,36,240
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,41,160
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,526,1163
ENSG00000105402.7,chr19,47487634,47488389,PAS,True,17,146
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,53,229
ENSG00000130726.11,chr19,58544065,58545537,TSS,True,197,229
ENSG00000072954.6,chr19,16660387,16661341,TSS,True,28,231
ENSG00000126247.10,chr19,36140157,36140999,3AS,False,45,160
ENSG00000126247.10,chr19,36140035,36140157,TSS,False,86,245
ENSG00000126247.10,chr19,36140093,36141220,TSS,True,188,245
ENSG00000012061.15,chr19,45413745,45414860,ES,False,39,154
ENSG00000012061.15,chr19,45407327,45409725,PAS,True,44,155
ENSG00000012061.15,chr19,45411816,45413745,PAS,True,111,155
ENSG00000012061.15,chr19,45423780,45424480,TSS,True,121,164
ENSG00000012061.15,chr19,45423269,45423568,TSS,True,95,164
ENSG00000064607.16,chr19,18990886,18991149,PAS,True,21,129
ENSG00000064607.16,chr19,19024618,19026152,TSS,True,116,129
ENSG00000064607.16,chr19,19033436,19033580,TSS,True,44,129
ENSG00000197766.7,chr19,859524,859744,TSS,False,56,523
ENSG00000123159.15,chr19,14491743,14496036,ES,False,74,182
ENSG00000125503.12,chr19,55092865,55093015,3AS,False,85,144
ENSG00000125503.12,chr19,55117222,55117697,TSS,True,135,166
ENSG00000125503.12,chr19,55095444,55095601,TSS,True,131,164
ENSG00000125503.12,chr19,55096050,55096815,TSS,True,141,164
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,167,448
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,345,448
ENSG00000121413.12,chr19,58085376,58086173,3AS,False,18,102
ENSG00000121413.12,chr19,58083835,58085379,PAS,True,23,107
ENSG00000121413.12,chr19,58083822,58085376,PAS,True,89,107
ENSG00000121413.12,chr19,58098173,58098251,TSS,True,56,126
ENSG00000121413.12,chr19,58098114,58098254,TSS,True,105,126
ENSG00000185236.11,chr19,8390213,8390456,TSS,True,46,264
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,158,367
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,51,395
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,45,124
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,71,162
ENSG00000063245.14,chr19,55691751,55692057,TSS,True,140,161
ENSG00000104936.17,chr19,45770640,45771567,ES,False,104,384
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,125,262
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,57,364
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,139,435
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,542,1648
ENSG00000104853.15,chr19,44955344,44955467,TSS,True,39,157
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,53,327
ENSG00000065717.14,chr19,3008945,3009577,5AS,True,19,134
ENSG00000065717.14,chr19,3019463,3019698,3AS,False,40,105
ENSG00000065717.14,chr19,2997637,2997955,PAS,True,37,192
ENSG00000065717.14,chr19,3028880,3029363,TSS,True,83,192
ENSG00000130204.12,chr19,44891314,44891406,IR,False,141,160
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,38,179
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,36,215
ENSG00000099821.13,chr19,633424,633565,TSS,False,115,170
ENSG00000099821.13,chr19,621057,623305,TSS,True,103,170
ENSG00000105341.18,chr19,41432408,41433536,ES,False,37,122
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,31,138
ENSG00000125652.7,chr19,6372762,6373024,TSS,False,32,173
ENSG00000125652.7,chr19,6374542,6374589,TSS,True,147,173
ENSG00000105404.10,chr19,41959236,41959377,TSS,True,16,103
ENSG00000126458.3,chr19,49639945,49640154,TSS,True,19,163
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,74,320
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,91,110
ENSG00000196961.12,chr19,49801345,49801621,TSS,False,80,106
ENSG00000196961.12,chr19,49801305,49801889,TSS,True,76,106
ENSG00000127528.5,chr19,16325328,16326032,TSS,True,53,128
ENSG00000127528.5,chr19,16324821,16324998,TSS,True,89,128
ENSG00000178951.8,chr19,4066681,4067058,TSS,False,71,121
ENSG00000178951.8,chr19,4065429,4065726,TSS,False,96,121
ENSG00000178951.8,chr19,4053970,4054824,TSS,True,104,121
ENSG00000104881.15,chr19,45382526,45382705,TSS,True,73,149
ENSG00000104881.15,chr19,45391879,45392395,TSS,True,112,150
ENSG00000104881.15,chr19,45386048,45386872,TSS,False,133,149
ENSG00000172270.19,chr19,572512,572701,TSS,True,333,2263
ENSG00000011243.17,chr19,15403555,15403657,IR,False,15,142
ENSG00000011243.17,chr19,15418910,15419049,TSS,True,22,163
ENSG00000129991.12,chr19,55157561,55157733,TSS,True,475,4598
ENSG00000166289.5,chr19,29665505,29673823,5AS,False,86,109
ENSG00000166289.5,chr19,29665421,29665505,TSS,False,57,143
ENSG00000166289.5,chr19,29665456,29665795,TSS,True,121,143
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,330,492
ENSG00000105135.15,chr19,15124924,15125709,TSS,True,334,492
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,405,492
ENSG00000090006.17,chr19,40614099,40614446,TSS,True,96,110
ENSG00000090006.17,chr19,40626933,40627355,TSS,False,92,109
ENSG00000090006.17,chr19,40601173,40601637,TSS,False,101,121
ENSG00000090006.17,chr19,40629395,40629820,PAS,True,14,116
ENSG00000105357.16,chr19,50203609,50203671,TSS,True,113,129
ENSG00000105193.8,chr19,39435847,39435986,TSS,True,178,515
ENSG00000105193.8,chr19,39435606,39435710,TSS,True,346,515
ENSG00000068903.19,chr19,38893867,38899505,ES,False,99,144
ENSG00000068903.19,chr19,38899505,38899814,TSS,True,45,195
ENSG00000130176.7,chr19,11538810,11538990,TSS,True,76,140
ENSG00000130176.7,chr19,11539918,11540021,TSS,False,102,140
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,26,107
ENSG00000167671.11,chr19,4457614,4457767,TSS,False,49,101
ENSG00000167657.13,chr19,3969829,3971021,5AS,True,150,174
ENSG00000167657.13,chr19,3971021,3971121,TSS,False,58,208
ENSG00000167657.13,chr19,3970920,3971079,TSS,True,183,208
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,108,395
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,340,387
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,84,192
ENSG00000104824.17,chr19,38836369,38836780,PAS,True,28,186
ENSG00000104824.17,chr19,38842082,38843914,PAS,True,142,167
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,49,197
ENSG00000104824.17,chr19,38840095,38840993,TSS,True,152,169
ENSG00000125743.10,chr19,45691886,45691969,TSS,True,35,155
ENSG00000130005.12,chr19,1397085,1397499,PAS,True,18,167
ENSG00000130005.12,chr19,1401295,1401540,TSS,True,24,175
ENSG00000214456.8,chr19,4529866,4534014,ES,True,45,124
ENSG00000214456.8,chr19,4535164,4535230,TSS,True,39,189
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,246,1007
ENSG00000105568.17,chr19,52211258,52211492,TSS,True,840,1004
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,129,158
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,51,371
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,80,222
ENSG00000127445.13,chr19,9834159,9838648,TSS,True,169,222
ENSG00000089335.20,chr19,34678813,34682776,ES,False,71,101
ENSG00000089335.20,chr19,34683238,34684251,3AS,False,61,100
ENSG00000089335.20,chr19,34677675,34678103,TSS,True,96,109
ENSG00000089335.20,chr19,34677653,34677856,TSS,True,74,109
ENSG00000089335.20,chr19,34677676,34677833,TSS,True,63,109
ENSG00000089335.20,chr19,34684251,34687060,PAS,True,44,105
ENSG00000089335.20,chr19,34683991,34686394,PAS,True,63,105
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,346,391
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,132,391
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,332,391
ENSG00000079805.16,chr19,10795439,10798485,ME,False,124,178
ENSG00000079805.16,chr19,10802358,10805915,ES,False,156,188
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,63,251
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,152,296
ENSG00000079805.16,chr19,10830205,10830378,TSS,False,245,289
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,80,268
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,205,268
ENSG00000130734.9,chr19,10544325,10544782,3AS,False,93,115
ENSG00000130734.9,chr19,10545130,10547188,ES,False,23,113
ENSG00000130734.9,chr19,10543614,10544325,TSS,True,19,134
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,29,195
ENSG00000104980.7,chr19,7943606,7943771,TSS,True,39,138
ENSG00000099624.7,chr19,1244440,1244736,IR,False,714,1264
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,720,1267
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,571,1286
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,77,377
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,86,460
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,80,225
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,174,225
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,75,141
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,94,169
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,103,169
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,140,156
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,64,204
ENSG00000248098.11,chr19,41397798,41397935,TSS,True,20,144
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,227,686
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,468,682
ENSG00000070423.17,chr19,663046,663326,TSS,True,22,100
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,51,159
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,125,159
ENSG00000099875.14,chr19,2046468,2046603,IR,True,80,116
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,190,329
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,220,329
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,49,126
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,68,109
ENSG00000176490.4,chr19,2721303,2721451,TSS,True,258,348
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,82,144
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,74,144
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,69,464
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,175,671
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,540,671
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,148,470
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,29,169
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,56,368
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,299,354
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,390,2276
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,1999,2276
ENSG00000130202.9,chr19,44846265,44846613,TSS,True,18,108
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,14,134
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,37,143
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,17,101
ENSG00000267855.5,chr19,8321307,8321391,TSS,True,24,124
ENSG00000267855.5,chr19,8320856,8321375,TSS,True,103,124
ENSG00000075702.17,chr19,36099672,36100875,TSS,True,98,135
ENSG00000075702.17,chr19,36103342,36103981,TSS,True,95,135
ENSG00000075702.17,chr19,36099313,36099617,TSS,True,114,135
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,118,237
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,130,237
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,167,198
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,84,252
