gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos
ENSG00000147573.16,TRIM55,+,2,3,8,66137150,66150373,54,0.3477352428550429
ENSG00000147573.16,TRIM55,+,0,4,7,66152448,66174654,26,0.7008673970131833
ENSG00000104375.16,STK3,-,2,5,10,98548154,98706467,15,0.53464283211789
ENSG00000104375.16,STK3,-,4,5,12,98596155,98706467,315,0.4701048776607077
ENSG00000104375.16,STK3,-,4,7,14,98596155,98706467,316,0.4724883137998781
ENSG00000104375.16,STK3,-,2,5,10,98596155,98706467,317,0.627931677600075
ENSG00000104375.16,STK3,-,2,5,10,98596155,98706467,317,0.627931677600075
ENSG00000104375.16,STK3,-,3,3,9,98707304,98749319,29,0.4215494439369868
ENSG00000104375.16,STK3,-,6,3,12,98707304,98749319,127,0.3952700370714752
ENSG00000104375.16,STK3,-,6,3,12,98707304,98749319,127,0.3952700370714752
ENSG00000104375.16,STK3,-,6,3,12,98707304,98749319,127,0.3952700370714752
ENSG00000104375.16,STK3,-,6,1,10,98707304,98774813,117,0.2280790407735905
PB_novel_95481,PB_novel_95481,-,2,0,5,53421065,53483623,12,0.378495498946562
PB_novel_95481,PB_novel_95481,-,2,0,5,53421065,53483623,12,0.378495498946562
PB_novel_95481,PB_novel_95481,-,2,0,5,53421065,53483623,17,0.3694572605923996
ENSG00000129292.20,PHF20L1,+,11,1,15,132777857,132794413,443,0.1870561203175045
ENSG00000129292.20,PHF20L1,+,10,1,14,132777857,132794413,242,0.2150111171203653
ENSG00000129292.20,PHF20L1,+,8,1,12,132777857,132794413,500,0.2547339945897204
ENSG00000129292.20,PHF20L1,+,8,1,12,132777857,132794413,500,0.2547339945897204
ENSG00000129292.20,PHF20L1,+,6,2,11,132794556,132803820,372,0.4891882456824856
ENSG00000129292.20,PHF20L1,+,9,3,15,132794784,132798780,381,0.4286800912766724
ENSG00000129292.20,PHF20L1,+,1,6,10,132804710,132811047,286,0.8003177183389981
ENSG00000129292.20,PHF20L1,+,1,6,10,132804710,132811047,286,0.8003177183389981
ENSG00000129292.20,PHF20L1,+,2,7,12,132811124,132817376,503,0.7780850466915153
ENSG00000254109.5,RBPMS-AS1,-,0,0,3,30362025,30385263,14,0.4982496584699454
ENSG00000254109.5,RBPMS-AS1,-,0,0,3,30382312,30384757,20,0.4661497730711044
ENSG00000254109.5,RBPMS-AS1,-,1,0,4,30382312,30385263,31,0.3151431012387868
ENSG00000251136.8,AF117829.1,-,0,0,3,89588036,89757108,109,0.4951073462830436
ENSG00000251136.8,AF117829.1,-,0,0,3,89588036,89757108,154,0.4950750140213124
ENSG00000251136.8,AF117829.1,-,1,0,4,89588036,89757108,250,0.4009565770562873
ENSG00000251136.8,AF117829.1,-,0,0,3,89588036,89757108,154,0.4950750140213124
ENSG00000251136.8,AF117829.1,-,4,0,7,89725517,89757108,228,0.1113611072471831
ENSG00000170873.18,MTSS1,-,2,8,13,124556354,124562809,95,0.9426929520903822
ENSG00000155099.7,PIP4P2,-,6,0,9,91021399,91040757,57,0.193880185063839
ENSG00000155099.7,PIP4P2,-,5,0,8,91021399,91040757,30,0.2158743427854895
ENSG00000155099.7,PIP4P2,-,5,0,8,91021399,91040757,30,0.2158743427854895
ENSG00000164951.15,PDP1,+,0,0,3,93917074,93922024,26,0.2841908531222515
ENSG00000164951.15,PDP1,+,0,1,4,93917913,93922024,23,0.2976478727084053
ENSG00000253122.1,AC025366.1,+,1,3,7,110564235,110627366,13,0.9096490191854688
ENSG00000223508.5,RPL23AP53,-,0,0,3,79298,232133,5,0.4989339505770359
ENSG00000223508.5,RPL23AP53,-,1,0,4,86400,232133,41,0.4757888903377233
ENSG00000223508.5,RPL23AP53,-,1,0,4,86400,232133,41,0.4757888903377233
ENSG00000223508.5,RPL23AP53,-,0,0,3,86400,232133,121,0.4927666781374196
ENSG00000223508.5,RPL23AP53,-,0,0,3,86400,232133,121,0.4927666781374196
ENSG00000223508.5,RPL23AP53,-,0,0,3,86400,232133,121,0.4927666781374196
ENSG00000223508.5,RPL23AP53,-,0,0,3,86400,232133,121,0.4927666781374196
ENSG00000223508.5,RPL23AP53,-,1,0,4,200391,232133,13,0.4664077783292942
ENSG00000223508.5,RPL23AP53,-,1,0,4,200391,232133,13,0.4664077783292942
ENSG00000223508.5,RPL23AP53,-,1,0,4,200391,232133,13,0.4664077783292942
ENSG00000223508.5,RPL23AP53,-,0,3,6,213197,219311,113,0.8315553936618619
ENSG00000223508.5,RPL23AP53,-,0,0,3,213197,232133,70,0.4008537708211266
ENSG00000223508.5,RPL23AP53,-,0,0,3,213197,232133,55,0.4980228928199791
ENSG00000223508.5,RPL23AP53,-,1,1,5,213197,230850,29,0.4297973228148211
ENSG00000223508.5,RPL23AP53,-,1,0,4,213197,232133,92,0.2702998960060709
ENSG00000223508.5,RPL23AP53,-,0,0,3,213197,232133,31,0.4006698764915218
ENSG00000223508.5,RPL23AP53,-,2,1,6,219314,230850,93,0.2088271352676747
ENSG00000223508.5,RPL23AP53,-,0,0,3,219314,232133,95,0.4390678593045934
ENSG00000223508.5,RPL23AP53,-,0,0,3,219314,232133,95,0.4390678593045934
ENSG00000104691.14,UBXN8,+,7,0,10,30729258,30743729,85,0.1949201741654571
ENSG00000104691.14,UBXN8,+,6,0,9,30729258,30751403,87,0.2958547854785479
ENSG00000104691.14,UBXN8,+,5,0,8,30729258,30753037,88,0.3160366127880215
ENSG00000104691.14,UBXN8,+,5,0,8,30732307,30751403,95,0.2868657055284368
ENSG00000104691.14,UBXN8,+,5,1,9,30732307,30753037,147,0.3566664902344784
ENSG00000104691.14,UBXN8,+,5,0,8,30732307,30753037,160,0.3099027033160298
ENSG00000104691.14,UBXN8,+,6,0,9,30732466,30751403,93,0.2894296728839503
ENSG00000104691.14,UBXN8,+,2,2,7,30753070,30760892,123,0.5582723152022315
ENSG00000104691.14,UBXN8,+,1,3,7,30754781,30763276,31,0.6506681270536693
ENSG00000104691.14,UBXN8,+,0,4,7,30756766,30766297,119,0.7578715227739202
ENSG00000147454.13,SLC25A37,+,2,0,5,23529206,23566108,53,0.4334741166424334
ENSG00000147454.13,SLC25A37,+,2,0,5,23529206,23566108,47,0.4329475362117957
ENSG00000147454.13,SLC25A37,+,0,0,3,23529206,23571342,56,0.4901117011536348
ENSG00000164761.8,TNFRSF11B,-,0,1,4,118924548,118932940,11,0.8172988627534082
ENSG00000164761.8,TNFRSF11B,-,1,0,4,118926648,118951794,35,0.4470534232548285
ENSG00000164761.8,TNFRSF11B,-,3,0,6,118933290,118951794,46,0.3362261433201297
ENSG00000164761.8,TNFRSF11B,-,3,0,6,118933290,118951794,46,0.3362261433201297
ENSG00000157168.18,NRG1,+,4,1,8,32728031,32754378,59,0.4225039516705281
ENSG00000156469.8,MTERF3,-,1,1,5,96245926,96256971,149,0.5763707571801566
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,16,0,19,66712809,66790831,30,0.2643113034409432
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,13,4,20,66712809,66793627,111,0.4439114697310696
ENSG00000104205.13,SGK3,+,15,1,19,66714800,66793627,147,0.2798928284241183
ENSG00000104205.13,SGK3,+,15,1,19,66714800,66793627,147,0.2798928284241183
ENSG00000104205.13,SGK3,+,15,1,19,66714800,66793627,91,0.2804484900203859
ENSG00000104205.13,SGK3,+,14,0,17,66775284,66793627,22,0.108248753300088
ENSG00000104205.13,SGK3,+,14,0,17,66775284,66793627,22,0.108248753300088
ENSG00000104205.13,SGK3,+,14,0,17,66775284,66793627,22,0.108248753300088
ENSG00000104205.13,SGK3,+,12,2,17,66793819,66813906,255,0.7065511036903755
ENSG00000104205.13,SGK3,+,12,2,17,66798566,66822376,145,0.6562209453990889
ENSG00000104205.13,SGK3,+,5,8,16,66835843,66840212,245,0.8492963847918937
ENSG00000104205.13,SGK3,+,4,9,16,66835942,66841042,116,0.7481253696037847
ENSG00000104205.13,SGK3,+,2,11,16,66840244,66847194,143,0.7989269259928851
ENSG00000155975.9,VPS37A,+,11,0,14,17247345,17265815,150,0.1983829822251481
ENSG00000155975.9,VPS37A,+,9,0,12,17247345,17265911,188,0.2442842378563686
ENSG00000155975.9,VPS37A,+,11,0,14,17247345,17265815,349,0.1881880509304603
ENSG00000155975.9,VPS37A,+,10,0,13,17247345,17265911,92,0.198896960467557
ENSG00000155975.9,VPS37A,+,10,0,13,17247345,17265911,92,0.198896960467557
ENSG00000155975.9,VPS37A,+,7,0,10,17247345,17268860,159,0.2813217014195305
ENSG00000155975.9,VPS37A,+,10,1,14,17247867,17265911,192,0.2051224074492795
ENSG00000155975.9,VPS37A,+,1,7,11,17280263,17286351,254,0.7479974466157363
ENSG00000104728.15,ARHGEF10,+,13,0,16,1824083,1857977,150,0.215344135161335
ENSG00000104728.15,ARHGEF10,+,0,10,13,1933936,1956752,383,0.759766437080825
ENSG00000156172.5,C8orf37,-,2,0,5,95260510,95269116,42,0.2413204951856946
ENSG00000164944.11,VIRMA,-,17,3,23,94529308,94537151,119,0.3116136185152677
ENSG00000129696.12,TTI2,-,0,4,7,33499105,33503755,61,0.8254249291784703
ENSG00000227888.4,FAM66A,+,2,1,6,12368238,12388019,26,0.3077488730995492
ENSG00000169439.11,SDC2,+,3,0,6,96494327,96593480,36,0.4287738069762465
ENSG00000169439.11,SDC2,+,3,0,6,96494327,96593480,36,0.4287738069762465
ENSG00000169439.11,SDC2,+,3,0,6,96494327,96593480,62,0.4287640276315451
ENSG00000169439.11,SDC2,+,3,0,6,96494327,96593480,62,0.4287640276315451
ENSG00000147526.19,TACC1,+,0,0,3,38728640,38744929,298,0.4654211454245578
ENSG00000147526.19,TACC1,+,4,0,7,38728640,38787559,447,0.2739811883118692
ENSG00000147526.19,TACC1,+,11,0,14,38728640,38788705,474,0.2515292503117076
ENSG00000147526.19,TACC1,+,12,0,15,38728640,38788705,382,0.251783787400982
ENSG00000147526.19,TACC1,+,0,0,3,38728640,38785943,502,0.4921213264291348
ENSG00000147526.19,TACC1,+,4,0,7,38728640,38787559,447,0.2739811883118692
ENSG00000147526.19,TACC1,+,12,0,15,38728640,38788705,382,0.251783787400982
ENSG00000147526.19,TACC1,+,9,0,12,38728640,38825310,399,0.3958872050014729
ENSG00000147526.19,TACC1,+,12,0,15,38728640,38788705,382,0.251783787400982
ENSG00000147526.19,TACC1,+,9,0,12,38728640,38825310,399,0.3958872050014729
ENSG00000147526.19,TACC1,+,9,0,12,38728640,38825310,156,0.3964933514335715
ENSG00000147526.19,TACC1,+,3,0,6,38728640,38825310,383,0.4493157298572038
ENSG00000147526.19,TACC1,+,3,0,6,38728640,38825310,383,0.4493157298572038
ENSG00000147526.19,TACC1,+,11,1,15,38742396,38788705,47,0.3092582987551867
ENSG00000147526.19,TACC1,+,11,1,15,38742396,38788705,287,0.3039522518167741
ENSG00000147526.19,TACC1,+,9,1,13,38742396,38825310,407,0.4440005787223097
ENSG00000147526.19,TACC1,+,9,1,13,38742396,38825310,407,0.4440005787223097
ENSG00000147526.19,TACC1,+,11,0,14,38757379,38788705,187,0.1735650910371854
ENSG00000147526.19,TACC1,+,9,0,12,38757379,38825310,301,0.3638333386832729
ENSG00000147526.19,TACC1,+,4,0,7,38757379,38825310,508,0.4193149065109748
ENSG00000147526.19,TACC1,+,9,3,15,38820625,38825310,127,0.7228259072725068
ENSG00000147526.19,TACC1,+,3,6,12,38840258,38842289,254,0.9225075849019672
ENSG00000147526.19,TACC1,+,3,6,12,38840258,38842289,254,0.9225075849019672
ENSG00000147457.13,CHMP7,+,8,0,11,23246974,23249214,140,0.0754428019709681
ENSG00000147457.13,CHMP7,+,6,0,9,23246974,23256468,82,0.3309418210279155
ENSG00000147457.13,CHMP7,+,7,1,11,23249374,23255252,84,0.3703341801837014
ENSG00000120915.13,EPHX2,+,10,5,18,27511894,27518039,175,0.2235858723548268
ENSG00000120915.13,EPHX2,+,7,8,18,27518067,27525365,230,0.5685541608554161
ENSG00000120915.13,EPHX2,+,5,9,17,27520887,27538660,239,0.7182471023794906
ENSG00000160959.7,LRRC14,+,4,0,7,144518032,144519716,191,0.1212712573180931
ENSG00000160959.7,LRRC14,+,4,0,7,144518032,144519716,191,0.1212712573180931
ENSG00000160959.7,LRRC14,+,3,0,6,144518032,144519657,230,0.1492474209369186
ENSG00000160959.7,LRRC14,+,5,0,8,144518032,144519942,63,0.1391134652913298
ENSG00000160959.7,LRRC14,+,5,1,9,144518795,144519942,55,0.1948549916341327
ENSG00000132561.13,MATN2,+,11,0,14,97869165,97941779,282,0.2253228853718214
ENSG00000132561.13,MATN2,+,14,1,18,97888206,97961412,191,0.3334350542112443
ENSG00000132561.13,MATN2,+,12,2,17,97931517,97978888,205,0.5233292410171634
ENSG00000132561.13,MATN2,+,12,3,18,97941864,97994481,106,0.5929503479056856
ENSG00000132561.13,MATN2,+,3,4,10,97961526,98003688,254,0.7440074440061334
ENSG00000132561.13,MATN2,+,4,9,16,98018110,98030471,126,0.8867322988036073
ENSG00000197265.8,GTF2E2,-,1,1,5,30580388,30607142,74,0.5494768575988651
ENSG00000197265.8,GTF2E2,-,1,6,10,30580388,30607142,94,0.8088098762953855
ENSG00000197265.8,GTF2E2,-,3,5,11,30612479,30614708,78,0.559967635916606
ENSG00000197265.8,GTF2E2,-,6,1,10,30635116,30653472,94,0.1748676385717511
ENSG00000147364.16,FBXO25,+,6,0,9,407057,435616,70,0.2317383394245785
ENSG00000147364.16,FBXO25,+,4,1,8,413209,450009,20,0.3970919747520288
ENSG00000147364.16,FBXO25,+,5,2,10,431412,450009,38,0.5437372225173451
ENSG00000137573.13,SULF1,+,15,3,21,69564142,69588984,68,0.5006698244103153
ENSG00000137573.13,SULF1,+,2,8,13,69601778,69604818,254,0.8419945265629407
ENSG00000170786.12,SDR16C5,-,0,5,8,56301525,56305644,23,0.8785729465519073
ENSG00000170786.12,SDR16C5,-,0,5,8,56301525,56305644,29,0.8750992115984972
ENSG00000147439.12,BIN3,-,0,7,10,22621531,22623920,103,0.95848483596397
ENSG00000147439.12,BIN3,-,4,0,7,22630574,22669047,71,0.3989857257947902
ENSG00000147439.12,BIN3,-,6,0,9,22644754,22669047,29,0.2521544152596664
ENSG00000147439.12,BIN3,-,6,0,9,22644754,22669047,29,0.2521544152596664
ENSG00000147439.12,BIN3,-,6,0,9,22644754,22669047,29,0.2521544152596664
ENSG00000154582.16,ELOC,-,0,2,5,73946815,73955916,61,0.7828162741545894
ENSG00000154582.16,ELOC,-,0,2,5,73946815,73955916,61,0.7828162741545894
ENSG00000154582.16,ELOC,-,0,2,5,73946815,73955916,61,0.7828162741545894
ENSG00000154582.16,ELOC,-,0,2,5,73946815,73955916,61,0.7828162741545894
ENSG00000154582.16,ELOC,-,0,0,3,73946815,73972077,118,0.4970080957409363
ENSG00000154582.16,ELOC,-,0,0,3,73946815,73972266,38,0.4959721357409713
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972077,120,0.2428431564519287
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972077,120,0.2428431564519287
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972077,120,0.2428431564519287
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972266,62,0.222780959198282
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972077,120,0.2428431564519287
ENSG00000154582.16,ELOC,-,3,0,6,73959817,73972266,62,0.222780959198282
ENSG00000154582.16,ELOC,-,2,0,5,73959817,73971880,127,0.2398380406873395
ENSG00000140396.12,NCOA2,-,8,1,12,70216740,70296778,165,0.5934413658103445
ENSG00000140396.12,NCOA2,-,4,1,8,70216740,70296778,168,0.617898956958791
ENSG00000140396.12,NCOA2,-,20,1,24,70216740,70296778,48,0.5007625808862243
ENSG00000140396.12,NCOA2,-,20,1,24,70216740,70296778,48,0.5007625808862243
ENSG00000164929.16,BAALC,+,1,0,4,103141049,103212930,19,0.4091309205403392
ENSG00000164929.16,BAALC,+,1,0,4,103141049,103212930,23,0.4046603307907933
ENSG00000164929.16,BAALC,+,1,0,4,103141049,103212930,23,0.4046603307907933
ENSG00000130193.7,THEM6,+,0,0,3,142727854,142735326,30,0.4490912845931433
PB_novel_68157,PB_novel_68157,-,0,2,5,258221,265558,16,0.8788615815611868
ENSG00000104643.9,MTMR9,+,7,1,11,11295291,11300026,59,0.3068012480208624
ENSG00000104643.9,MTMR9,+,7,2,12,11297899,11300026,102,0.3565941262404916
ENSG00000168615.11,ADAM9,+,6,14,23,39071393,39077267,221,0.7163510486662594
ENSG00000168615.11,ADAM9,+,2,16,21,39082716,39091263,31,0.8332839620458228
ENSG00000168615.11,ADAM9,+,1,16,20,39082716,39101867,319,0.8823488572301369
ENSG00000168615.11,ADAM9,+,1,17,21,39083069,39101867,61,0.884088553235599
ENSG00000104381.12,GDAP1,+,1,0,4,74350530,74361892,31,0.3513464115998538
ENSG00000104381.12,GDAP1,+,1,0,4,74350530,74363053,27,0.3922629723545055
ENSG00000156802.12,ATAD2,-,15,0,18,123372685,123416294,191,0.3035071630052662
ENSG00000156802.12,ATAD2,-,26,0,29,123380674,123416294,55,0.1852112822000704
ENSG00000147408.14,CSGALNACT1,-,3,2,8,19420516,19505489,212,0.7896846337479583
ENSG00000147408.14,CSGALNACT1,-,4,1,8,19439927,19601813,166,0.5810875807609476
ENSG00000147408.14,CSGALNACT1,-,6,3,12,19458589,19505489,415,0.7435679739943972
ENSG00000147408.14,CSGALNACT1,-,6,1,10,19506127,19601813,350,0.576902621320222
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19585317,189,0.2869253785474658
ENSG00000147408.14,CSGALNACT1,-,6,7,16,19506127,19585317,71,0.5992583156404813
ENSG00000147408.14,CSGALNACT1,-,6,1,10,19506127,19601813,350,0.576902621320222
ENSG00000147408.14,CSGALNACT1,-,6,1,10,19506127,19601813,350,0.576902621320222
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19585317,189,0.2869253785474658
ENSG00000147408.14,CSGALNACT1,-,7,1,11,19506127,19601813,318,0.576701920550198
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19585317,189,0.2869253785474658
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19599819,81,0.4658612050337762
ENSG00000147408.14,CSGALNACT1,-,6,1,10,19506127,19601813,350,0.576902621320222
ENSG00000147408.14,CSGALNACT1,-,1,2,6,19506127,19601813,377,0.6160808750467655
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19591278,410,0.4811708497257559
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19599819,366,0.4658595328770024
ENSG00000147408.14,CSGALNACT1,-,1,1,5,19506127,19601813,466,0.574524802967084
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19599819,413,0.4658712382265104
ENSG00000147408.14,CSGALNACT1,-,1,1,5,19506127,19601813,466,0.574524802967084
ENSG00000147408.14,CSGALNACT1,-,1,1,5,19506127,19601813,466,0.574524802967084
ENSG00000147408.14,CSGALNACT1,-,6,2,11,19506127,19715024,282,0.4154129588825385
ENSG00000147408.14,CSGALNACT1,-,6,0,9,19506127,19706842,3,0.3321653738240634
ENSG00000147408.14,CSGALNACT1,-,7,3,13,19566259,19601813,237,0.4062727959888962
ENSG00000147408.14,CSGALNACT1,-,7,3,13,19566259,19601813,237,0.4062727959888962
ENSG00000147408.14,CSGALNACT1,-,7,2,12,19585317,19601813,223,0.4637240855989263
ENSG00000147408.14,CSGALNACT1,-,7,2,12,19585317,19601813,223,0.4637240855989263
ENSG00000147408.14,CSGALNACT1,-,8,1,12,19601864,19704835,230,0.2942533390731028
ENSG00000147408.14,CSGALNACT1,-,8,0,11,19601864,19682746,149,0.1452250881185346
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19682746,86,0.145794365577912
ENSG00000147408.14,CSGALNACT1,-,7,1,11,19601864,19704835,408,0.1774879271702211
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19682746,239,0.1452087049845836
ENSG00000147408.14,CSGALNACT1,-,10,1,14,19601864,19704835,414,0.1774755236906907
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19682746,86,0.145794365577912
ENSG00000147408.14,CSGALNACT1,-,8,0,11,19601864,19707074,199,0.1739745963230999
ENSG00000147408.14,CSGALNACT1,-,10,1,14,19601864,19704835,414,0.1774755236906907
ENSG00000147408.14,CSGALNACT1,-,10,1,14,19601864,19704835,414,0.1774755236906907
ENSG00000147408.14,CSGALNACT1,-,8,0,11,19601864,19707074,199,0.1739745963230999
ENSG00000147408.14,CSGALNACT1,-,8,1,12,19601864,19732494,44,0.2551379028124301
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19757212,180,0.2200423141956479
ENSG00000147408.14,CSGALNACT1,-,9,0,12,19601864,19706842,415,0.1743188064908293
ENSG00000147408.14,CSGALNACT1,-,7,1,11,19601864,19732494,236,0.2550964343368546
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19756982,222,0.2200088409312447
ENSG00000147408.14,CSGALNACT1,-,9,0,12,19601864,19757212,95,0.2205323732047123
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19757871,221,0.2206072753177439
ENSG00000147408.14,CSGALNACT1,-,8,0,11,19601864,19756982,182,0.2199851512644095
ENSG00000147408.14,CSGALNACT1,-,9,0,12,19601864,19757212,95,0.2205323732047123
ENSG00000147408.14,CSGALNACT1,-,8,0,11,19601864,19757871,353,0.2212799323933436
ENSG00000147408.14,CSGALNACT1,-,9,0,12,19601864,19757212,117,0.220099067945657
ENSG00000147408.14,CSGALNACT1,-,7,0,10,19601864,19757871,221,0.2206072753177439
ENSG00000147408.14,CSGALNACT1,-,13,0,16,19714884,19757212,71,0.0604727530077848
ENSG00000168575.9,SLC20A2,-,0,9,12,42417925,42428762,246,0.9265750068388064
ENSG00000168575.9,SLC20A2,-,2,5,10,42430133,42444655,253,0.8396992845883351
ENSG00000168575.9,SLC20A2,-,3,3,9,42437573,42459960,249,0.7423148133369512
ENSG00000168575.9,SLC20A2,-,4,2,9,42439586,42463011,319,0.3798247332703988
ENSG00000168575.9,SLC20A2,-,7,0,10,42463053,42541542,308,0.3139269953952417
ENSG00000168575.9,SLC20A2,-,7,1,11,42465900,42472105,126,0.5821793597136607
ENSG00000168575.9,SLC20A2,-,7,1,11,42465900,42472105,126,0.5821793597136607
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42540916,400,0.277816000777051
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42540916,94,0.2796081458077069
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42540916,94,0.2796081458077069
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42541863,158,0.279181805086509
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42540916,94,0.2796081458077069
ENSG00000168575.9,SLC20A2,-,9,0,12,42472651,42541863,158,0.279181805086509
ENSG00000014164.6,ZC3H3,-,2,7,12,143441077,143465765,170,0.8447666230018418
ENSG00000014164.6,ZC3H3,-,2,8,13,143441077,143465765,158,0.8481402967816535
ENSG00000014164.6,ZC3H3,-,2,8,13,143441077,143465765,158,0.8481402967816535
ENSG00000014164.6,ZC3H3,-,2,8,13,143441077,143465765,158,0.8481402967816535
ENSG00000104756.15,KCTD9,-,9,0,12,25446233,25458227,95,0.200104973100643
ENSG00000104756.15,KCTD9,-,9,0,12,25446233,25458227,95,0.200104973100643
ENSG00000104763.18,ASAH1,-,4,4,11,18061454,18063195,159,0.7872344275941945
ENSG00000104763.18,ASAH1,-,6,3,12,18062414,18067249,404,0.5623496810624281
ENSG00000104763.18,ASAH1,-,8,2,13,18064528,18071302,70,0.5852511217252858
ENSG00000104763.18,ASAH1,-,9,1,13,18067278,18075570,368,0.4629171595512062
ENSG00000104763.18,ASAH1,-,0,0,3,18067278,18083984,216,0.4918966018007551
ENSG00000104763.18,ASAH1,-,1,0,4,18069877,18083936,358,0.4127641099855282
ENSG00000104763.18,ASAH1,-,10,0,13,18069877,18083984,308,0.2588884866039102
ENSG00000153317.14,ASAP1,-,3,23,29,130076347,130112147,252,0.8938542769873064
